,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"TKN (feat. Travis Scott)",ROSALÍA,2976343,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
2,"Hasta Que Dios Diga","Anuel AA",2939390,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
3,"La Jeepeta - Remix","Nio Garcia",2806465,https://open.spotify.com/track/1mohfLaTJtB2RplHLQVM70
4,PAM,"Justin Quiles",2565291,https://open.spotify.com/track/0eeKDrQxjqNl5bX5VCHDcn
5,"Nunca Estoy","C. Tangana",2024602,https://open.spotify.com/track/6f4LYJwICqxoAILj82kwB0
6,"Mil Tequilas","Chema Rivas",1957008,https://open.spotify.com/track/0qvfIq8RsH3sOZk9JIuUhn
7,"Fútbol & Rumba (feat. Enrique Iglesias)","Anuel AA",1871507,https://open.spotify.com/track/2hDe0Ls5mVqs1XJqv7sbcM
8,"Hola, Nena (feat. Omar Montes)","Nyno Vargas",1807968,https://open.spotify.com/track/2EAwcFW9NeuhnZ0q5aYhFL
9,"Sola & Vacía","Casper Magico",1736967,https://open.spotify.com/track/46V4kseB66GjFGklCgynGX
10,"Sur y Norte","Ñengo Flow",1597884,https://open.spotify.com/track/2uy5wXDZQcdd89PvDBSfyy
11,Jangueo,"Anuel AA",1590719,https://open.spotify.com/track/7KKh0ujp8agIiCrkiJhf81
12,Favorito,Camilo,1582395,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
13,Safaera,"Bad Bunny",1562016,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
14,"PA' ROMPERLA","Bad Bunny",1537306,https://open.spotify.com/track/5XqCz18k96K8tx6DAYM97i
15,PORFA,Feid,1536083,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW
16,Relación,Sech,1450443,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
17,Amarillo,"J Balvin",1449910,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
18,Tusa,"KAROL G",1373717,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
19,"CÓMO SE SIENTE - Remix","Jhay Cortez",1336963,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
20,Reggaetonera,"Anuel AA",1303217,https://open.spotify.com/track/6yVkakCN460KOVol9ZazjH
21,"4 besos","Lola Indigo",1288420,https://open.spotify.com/track/49QwoSLuV69Fd8bwTqdZvs
22,"Dime Bbsita",Robledo,1242048,https://open.spotify.com/track/5mBWQ675Eb4j4fn6iuNnOe
23,Rojo,"J Balvin",1218376,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
24,"Se iluminaba","Fred De Palma",1199273,https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
25,"BAD CON NICKY","Bad Bunny",1171377,https://open.spotify.com/track/5bmSver2b3ZXyuyLKtgnFI
26,Loco,Beéle,1146515,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
27,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",1134425,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
28,"Yo Perreo Sola","Bad Bunny",1118376,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
29,"Tak Tiki Tak","Harry Nach",1107783,https://open.spotify.com/track/0aCTSZQTlmnjQucALTF00s
30,"El Efecto","Rauw Alejandro",1104310,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
31,"Una Mala (Remix)","El Completo Rd",1092748,https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3
32,"El Manual","Anuel AA",1085033,https://open.spotify.com/track/7kOf0qHO4Rcwk6QJifZDRJ
33,Narcos,"Anuel AA",1080455,https://open.spotify.com/track/7mcdgAXmb35dakBnfDIv3q
34,"MÁS DE UNA CITA","Bad Bunny",1043592,https://open.spotify.com/track/4EJHKSnHENfjOxXWryyNtL
35,Tattoo,"Rauw Alejandro",1033804,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
36,"Así Soy Yo","Anuel AA",1023935,https://open.spotify.com/track/6NfC2FKfsfzuLIF4lThw0A
37,"Blinding Lights","The Weeknd",971865,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
38,"Rain On Me (with Ariana Grande)","Lady Gaga",964490,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
39,Diosa,"Myke Towers",939829,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
40,China,"Anuel AA",881244,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
41,Atrévete,"Yago Roche",861896,https://open.spotify.com/track/07Lxxln9lZ8m0hT6EySTCe
42,"Si Tú La Quieres","David Bisbal",852673,https://open.spotify.com/track/35qwAQ3oZeKAMhR3hCV9IM
43,"Roses - Imanbek Remix","SAINt JHN",830649,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
44,"Que Se Joda","Anuel AA",805210,https://open.spotify.com/track/5p3JJehpKHjr9pJT5eD2Lz
45,"Fantasias - Remix","Rauw Alejandro",803780,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
46,Morado,"J Balvin",800937,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
47,"Tu Eres Un Bom Bom - Remix","Kafu Banton",795692,https://open.spotify.com/track/2635EEV2Oi6wg6GV2TPYVx
48,"Dance Monkey","Tones And I",780996,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
49,Bandido,"Anuel AA",768044,https://open.spotify.com/track/5poUJOhLyalGkUedn3ggeX
50,"Prendio (Remix)",Rvfv,746451,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
51,Enemigos,Aitana,740051,https://open.spotify.com/track/5XUtUnUsJ1PAkLZIiCfUD5
52,"La Difícil","Bad Bunny",737870,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
53,"La Cama - Remix",Lunay,733389,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
54,Confía,Sech,728417,https://open.spotify.com/track/5kbps8unnGH4raN5WduZuq
55,"Ponte Pa' Mi","Rauw Alejandro",714816,https://open.spotify.com/track/10u2iOS0r6plfb9GknD7g4
56,Follow,"KAROL G",705668,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
57,"Somo o No Somos","Anuel AA",703228,https://open.spotify.com/track/3YeImruYgPnQtn4QgHqi04
58,"Pegamos Tela",Lérica,702519,https://open.spotify.com/track/4punHldq7Jfx0Plu7SdjQ0
59,"Alocao (With Bad Gyal)","Omar Montes",686316,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
60,Locura,"Cali Y El Dandee",669495,https://open.spotify.com/track/5379uuUPHodsdVhy8pIAAr
61,Gris,"J Balvin",658055,https://open.spotify.com/track/1syf62zw48zu4FrPwMtDHk
62,Ferrari,"Anuel AA",656717,https://open.spotify.com/track/4mbb7hmfDR6M9cQaLdYSFd
63,"El Efecto - Remix","Rauw Alejandro",639199,https://open.spotify.com/track/74j34STf8L6uADnTN69ohv
64,MAMACITA,"Black Eyed Peas",619728,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q
65,"Antes y Después","Anuel AA",619056,https://open.spotify.com/track/0YbXuCsQwrsh5x0hgnED6z
66,"La Bebe - Remix","Anuel AA",612513,https://open.spotify.com/track/3DyiAk1BzIF8rq9rimypG4
67,"Sigues Con El - Remix",Arcangel,608968,https://open.spotify.com/track/4Pu0a2TuHOYtI4CCE3HEXI
68,+,Aitana,592614,https://open.spotify.com/track/5Cbo7oz78gqkzV3EAM63VA
69,"Don't Start Now","Dua Lipa",585771,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
70,Muévelo,"Nicky Jam",575780,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
71,"Bajo La Mesa",Morat,558254,https://open.spotify.com/track/7BEPdOI0neT6p7PnLViqmH
72,"BYE ME FUI","Bad Bunny",548029,https://open.spotify.com/track/0FktnzDqjClqU6iqOZVEs2
73,"Rueda - Remix",Chimbala,540518,https://open.spotify.com/track/3EWxpqOSP0KWgUmRiklqGy
74,"Me Gusta",Shakira,539806,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
75,"Sour Candy (with BLACKPINK)","Lady Gaga",536766,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u
76,"RITMO (Bad Boys For Life)","Black Eyed Peas",536603,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
77,DOSIS,Dvicio,528204,https://open.spotify.com/track/0AJKRuWjsVn6B43gm5HfjV
78,"Si por mi fuera",Beret,527585,https://open.spotify.com/track/3W87IIdSOE63W0Qyhy7r2b
79,Fabuloso,Sech,527140,https://open.spotify.com/track/3cg2Y9mIiYNdcPTLKaQgK3
80,"El Problema","Anuel AA",522225,https://open.spotify.com/track/6cyH3OGfKQBevSYxJFIUCx
81,"death bed (coffee for your head)",Powfu,521523,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
82,TBT,"Sebastian Yatra",518365,https://open.spotify.com/track/4s45VgkknMFkdiGoUcjxQU
83,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,508389,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
84,Ignorantes,"Bad Bunny",506215,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
85,Bobo,Morad,504935,https://open.spotify.com/track/4zQIamp851N57SyWqAYcZR
86,"Sueño (con Pablo Alborán)",Beret,502037,https://open.spotify.com/track/71M1szVbVYZM5M6QlIm6aC
87,Azul,"J Balvin",499760,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
88,Flamenkito,Lérica,497884,https://open.spotify.com/track/4fsj5oMLYrCUlTDs4P9qw5
89,"Loco - Remix",Farruko,495099,https://open.spotify.com/track/6nGM44ZP7vSo0istUW2MOq
90,"Toosie Slide",Drake,485568,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
91,Medusa,"Jhay Cortez",484903,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
92,"Hasta el amanecer","Natos y Waor",484600,https://open.spotify.com/track/05WcYNSHMxuM7ryv5sKIjX
93,Keii,"Anuel AA",481962,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
94,"Indios y Vaqueros",Sinsinati,476230,https://open.spotify.com/track/3u5GmyJP2MU3tEJgyiAG2T
95,Indeciso,Reik,475834,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
96,"CANCIÓN CON YANDEL",Yandel,462809,https://open.spotify.com/track/3pm4XtcsRIFFtH2UErk62R
97,"ily (i love you baby) (feat. Emilee)","Surf Mesa",459728,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
98,Blanco,"J Balvin",457586,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
99,Inolvidable,"Ovy On The Drums",455009,https://open.spotify.com/track/0OTtnwUO8natNWSwdZvXVF
100,"Quédate conmigo",Pole.,452230,https://open.spotify.com/track/5tzOL69W6lCp4gAomIXMnJ
101,"Cuando Éramos Dos",Sinsinati,443986,https://open.spotify.com/track/1sPw28uimhBPPvxpwmfljV
102,Colocao,"Nicki Nicole",442114,https://open.spotify.com/track/7MCFjPDImfjQv7GynHgVrR
103,"No Llores Mujer","Anuel AA",441124,https://open.spotify.com/track/6VN85VvNB8w1QbJCXW8rTC
104,"Gracias a Diosito",Rvfv,440170,https://open.spotify.com/track/6DBrjC8T0cfJktCmosS44w
105,"De Tranquilote","Danny Romero",439489,https://open.spotify.com/track/1IDFcb3cjkj2dhv3UaxX9b
106,Bailemos,"Dani Fernández",421193,https://open.spotify.com/track/5EnaxC9amhXY55ezw87SL8
107,Tocándote,"Anuel AA",418507,https://open.spotify.com/track/2L6YJ2mSyqStxQX4OjUOon
108,"Si Veo a Tu Mamá","Bad Bunny",416566,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
109,"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",414577,https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD
110,Rutina,"Myke Towers",413324,https://open.spotify.com/track/3YntiCUU0Xqq0B68FM3YAt
111,"Una Foto en Blanco y Negro","David Otero",412929,https://open.spotify.com/track/4BNqM0h2wukiQkAUKZjurV
112,goosebumps,"Travis Scott",409719,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
113,"Yo x Ti, Tu x Mi",ROSALÍA,408745,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
114,"A Dónde Vamos",Morat,408091,https://open.spotify.com/track/671sG3ETDxC3L6qcGIrHRM
115,"Before You Go","Lewis Capaldi",407189,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
116,BENDICIONES,"Bad Bunny",406398,https://open.spotify.com/track/2CoMYp2uIKsT09nreEZnZn
117,"Fuera De Mi Mente",Lérica,404075,https://open.spotify.com/track/7bsqRe39lKOYX45FZpzP9o
118,"No Me Conoce - Remix","Jhay Cortez",401818,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
119,"Rifles Rusos","Anuel AA",396721,https://open.spotify.com/track/2WzUy86kPLYRLRwLtinZ1x
120,"¿Los Hombres No Lloran?","Anuel AA",395511,https://open.spotify.com/track/6GzxGKBC3r73KqdOBHHVYk
121,"Nubes Negras","Anuel AA",394976,https://open.spotify.com/track/4HKYplESyMVVTmORSeQg8S
122,"Soldadito de Hierro","Nil Moliner",391065,https://open.spotify.com/track/1wWSi1N5mBif8926JR78Ju
123,"Qué Bonito Es Querer","Manuel Carrasco",389780,https://open.spotify.com/track/6uzGmmQ4CuG9HvZktEy0LF
124,Callaita,"Bad Bunny",380543,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
125,"Estrés Postraumático","Anuel AA",379889,https://open.spotify.com/track/3QNh1pSglpiumBHtU8XnQe
126,Physical,"Dua Lipa",379798,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
127,"THE SCOTTS","THE SCOTTS",378862,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
128,4K,"El Alfa",378362,https://open.spotify.com/track/4xI3U4sDj1TPmO9Iz5TkYp
129,"Quiéreme Mientras Se Pueda","Manuel Turizo",376054,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M
130,"Si Me Dices Que Sí",Reik,373612,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo
131,"La Santa","Bad Bunny",373372,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
132,"Suave - Remix","Jey Blessing",370129,https://open.spotify.com/track/6K7V47wFpfam2aeE893rbL
133,Muchacha,"Gente De Zona",367185,https://open.spotify.com/track/2vI4SxtYqAQD5h1nSrqfKM
134,"Pa toda la vida (feat. Mozart La Para)","Don Patricio",366114,https://open.spotify.com/track/6DDb7XRNUzeHmSoTbw5nmm
135,Presiento,Morat,364001,https://open.spotify.com/track/2V4hc5gplg7EXlrRUvD4rp
136,"Hola - Remix",Dalex,363005,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
137,"Whine Up","Nicky Jam",361982,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
138,Fantasias,"Rauw Alejandro",359742,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
139,Negro,"J Balvin",357093,https://open.spotify.com/track/2hsA9YWuF3C9Gosi4dpjJN
140,"Me Vale","Miki Núñez",351397,https://open.spotify.com/track/2ptZxf0K480OMZbODKZhVC
141,"Malibú con Piña","Funzo & Baby Loud",349545,https://open.spotify.com/track/4T7SpjqFNSpfdAsN66DkiE
142,"He Visto",Morad,347308,https://open.spotify.com/track/3lXlsmAYcTq4Oe0z7wEMXa
143,Rueda,Chimbala,347143,https://open.spotify.com/track/4NDHYPVJ5zLnR8yYZsMDsu
144,"Con Altura",ROSALÍA,344209,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
145,"Mi Vieja","Anuel AA",340529,https://open.spotify.com/track/4FDPuFJTMXyNtEd14Ca8R9
146,"La Rubia - Remix 2","La Nueva Escuela",339173,https://open.spotify.com/track/7KKTnv81z6DmfPIGsZWjOW
147,"Easy - Remix","Jhay Cortez",338765,https://open.spotify.com/track/1NmQc6rwLv7g0UHL1AFOa9
148,"Otro Trago - Remix",Sech,337689,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
149,"SICKO MODE","Travis Scott",336042,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
150,"Say So","Doja Cat",335354,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
151,Señorita,"Shawn Mendes",335145,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
152,Tutu,Camilo,331781,https://open.spotify.com/track/1Ol5LmdNDNpFu1oNwfgkux
153,"Adicto (with Anuel AA & Ozuna)",Tainy,329862,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
154,"Pirueta (with Arcangel, Chencho Corleone, feat. Wisin & Yandel, Myke Towers)","Dímelo Flow",325991,https://open.spotify.com/track/5tx7TTJEcrV5642l0Sn2sD
155,Secreto,"Anuel AA",323857,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
156,Jangueo,"Alex Rose",323758,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
157,"Break My Heart","Dua Lipa",323470,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
158,"Calma - Remix","Pedro Capó",322425,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
159,"Stuck with U (with Justin Bieber)","Ariana Grande",321808,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
160,"Me Equivocaré","Antonio José",321247,https://open.spotify.com/track/5zsvrbPy4w9nz067ViWprz
161,"Someone You Loved","Lewis Capaldi",317153,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
162,Tabú,"Pablo Alborán",308745,https://open.spotify.com/track/471HeGJPKw07MObixON0Um
163,"Stupid Love","Lady Gaga",307967,https://open.spotify.com/track/7yBbV2k2S2uhaQc24NF2xt
164,"Soldadito marinero","Fito y Fitipaldis",306228,https://open.spotify.com/track/0eVborSuxUeSg0meWYd9dZ
