,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,genre
0,1,1,Despacito (Featuring Daddy Yankee),Luis Fonsi,2528405,4aWmUDTfIPGksMNLV2rQP2,0.66,0.786,2,-4.757,1,0.17,0.209,0,0.112,0.846,177.833,4,228200,Pop
1,2,2,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2029793,7nKBxz47S9SD79N086fuhn,0.684,0.823,9,-3.297,0,0.0773,0.0744,0,0.111,0.647,91.048,4,208163,Pop Latino
2,3,3,Shape of You,Ed Sheeran,1833360,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4,233713,Pop
3,4,4,Me Rehúso,Danny Ocean,1438705,6De0lHrwBfPfrhorm9q1Xl,0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,4,205715,Latino
4,5,5,El Amante,Nicky Jam,1390052,3umS4y3uQDkqekNjVpiRUs,0.683,0.691,8,-5.535,1,0.0432,0.243,0,0.14,0.732,179.91,4,219507,Urbano latino
5,6,6,Lumbra,Cali Y El Dandee,1256110,6VHdcVbiKLYYOcMbIqBcuK,0.724,0.84,0,-3.581,1,0.0392,0.053,0,0.727,0.835,92.01,4,197087,Dance
6,7,7,La Rompe Corazones,Daddy Yankee,1173544,4okba5wu9mMLXx79DXLKi3,0.685,0.859,5,-2.595,0,0.0553,0.116,0,0.317,0.891,176.018,4,204520,Urbano latino
7,8,8,It Ain't Me (with Selena Gomez),Kygo,1102160,3eR23VReFzcdmS7TYCrhCe,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,4,220781,Pop
8,9,9,Chantaje (feat. Maluma),Shakira,1065841,6mICuAdrwEjh6Y6lroV2Kg,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,4,195840,Pop Latino
9,10,10,Reggaetón Lento (Bailemos),CNCO,1057470,3AEZUABDXNtecAOSC1qTfo,0.761,0.838,4,-3.073,0,0.0502,0.4,0,0.176,0.71,93.974,4,222560,Pop Latino
10,11,11,Sigo Extrañándote,J Balvin,982912,6qDF4wWL49CAVbgT7yuHl8,0.889,0.853,9,-4.26,1,0.241,0.154,0.000107,0.205,0.922,93.022,4,201280,Urbano latino
11,12,12,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,970510,2Vdub5mY4lad7w64bFPUez,0.489,0.962,0,-2.597,1,0.215,0.0277,6.18e-06,0.128,0.518,104.563,4,194942,Latino
12,13,13,Something Just Like This,The Chainsmokers,963737,6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4,247160,Dance
13,14,14,Otra vez (feat. J Balvin),Zion & Lennox,937437,3QwBODjSEzelZyVjxPOHdq,0.832,0.772,10,-5.429,1,0.1,0.0559,0.000486,0.44,0.704,96.016,4,209453,Urbano latino
14,15,15,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,917398,5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,4,251088,Dance
15,16,16,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,855363,5q2JbCNi4FcnglgPfxcV65,0.639,0.869,11,-4.024,1,0.147,0.27,0,0.0802,0.767,169.801,4,307910,Urbano latino
16,17,17,Alguien Robo,Sebastian Yatra,819488,5i50gKdLAjjIr7UxRT5IVy,0.745,0.921,0,-2.674,1,0.082,0.0897,0,0.178,0.651,92.973,4,223613,Pop Latino
17,18,18,Me llamas (feat. Maluma) - Remix,Piso 21,807074,5hEM0JchdVzQ5PwvSfITeX,0.76,0.838,7,-3.828,0,0.0529,0.547,1.3e-06,0.0664,0.745,93.05,4,210323,Pop Latino
18,19,19,Ando buscando (feat. Piso 21),Carlos Baute,804461,7BwJtE8KSbCQKOCTIAY3jX,0.712,0.841,7,-5.432,0,0.0455,0.0685,7.87e-05,0.0672,0.658,98.003,4,199281,Pop
19,20,20,Deja vu,Prince Royce,792010,46HdsiK0uR26B2dY9QPzda,0.732,0.801,9,-3.859,1,0.0327,0.39,0,0.31,0.824,123.981,4,196480,Música tropical
20,21,21,Te Quiero Pa´Mi,Don Omar,773738,3BY2mafsbsoKGqS380Xnuz,0.761,0.82,1,-4.003,1,0.0623,0.125,2.1e-05,0.183,0.619,88.997,4,211627,Urbano latino
21,22,22,Safari,J Balvin,749951,6rQSrBHf7HlZjtcMZ4S4bO,0.508,0.687,0,-4.361,1,0.326,0.551,3.41e-06,0.126,0.555,180.044,4,205600,Urbano latino
22,23,23,Gyal You A Party Animal - Remix,Charly Black,749947,1AkTW13ysu0AJrwuM6UY0I,0.723,0.889,0,-4.017,1,0.0939,0.0673,0,0.363,0.701,101.032,4,224320,Dance
23,24,24,Chained To The Rhythm,Katy Perry,731270,6520aj0B4FSKGVuKNsOCOi,0.448,0.801,0,-5.363,1,0.165,0.0733,0,0.146,0.462,189.798,4,237734,Pop
24,25,25,Sé Que Te Duele,Alejandro Fernández,691796,5vZfgeDfNhlkKeJqjzSAmg,0.682,0.858,9,-4.711,1,0.0708,0.245,0,0.104,0.753,94.954,4,228147,Pop Latino
25,26,26,Scared to Be Lonely,Martin Garrix,679079,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,4,220883,Dance
26,27,27,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,670169,6stYbAJgTszHAHZMPxWWCY,0.761,0.829,0,-3.203,0,0.0681,0.167,0,0.189,0.813,92.033,4,252003,Urbano latino
27,28,28,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,664986,3NdDpSvN911VPGivFlV5d0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,4,245200,Soundtrack
28,29,29,That's What I Like,Bruno Mars,647617,0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4,206693,Pop
29,30,30,Vente Pa' Ca (feat. Maluma),Ricky Martin,646422,7DM4BPaS7uofFul3ywMe46,0.663,0.92,11,-4.07,0,0.226,0.00431,1.69e-05,0.101,0.533,99.935,4,259196,Pop Latino
30,31,31,Paris,The Chainsmokers,621922,72jbDTw1piOOj770jWNeaG,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,4,221507,Dance
31,32,32,Traicionera,Sebastian Yatra,616551,5J1c3M4EldCfNxXwrwt8mT,0.776,0.669,11,-4.933,1,0.0638,0.142,0,0.219,0.661,91.012,4,228467,Pop Latino
32,33,33,Stay (with Alessia Cara),Zedd,609968,0dA2Mk56wEzDgegdC6R17g,0.679,0.634,5,-5.024,0,0.0654,0.232,0,0.115,0.498,102.013,4,210091,Dance
33,34,34,Vacaciones,Wisin,602208,3dQDid3IUNhZy1OehIfYfE,0.772,0.909,6,-3.225,0,0.166,0.256,0,0.255,0.694,96.031,4,238800,Urbano latino
34,35,35,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,596437,6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,4,216409,Pop
35,36,36,Galway Girl,Ed Sheeran,589198,0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,4,170827,Pop
36,37,37,Bailame Despacio,Xantos,586520,4OaTpLJIa2harufGxfOPUu,0.688,0.719,2,-4.746,1,0.0555,0.163,0,0.15,0.605,88.015,4,240000,Urbano latino
37,38,38,La Bicicleta,Carlos Vives,580262,0sXvAOmXgjR2QUqLK1MltU,0.736,0.964,0,-2.147,1,0.129,0.198,2.32e-06,0.336,0.953,179.935,4,227707,Pop Latino
38,39,39,Castle on the Hill,Ed Sheeran,579899,6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,4,261154,Pop
39,40,40,I Feel It Coming,The Weeknd,566669,5GXAXm5YOmYT0kL5jHvYBt,0.773,0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99,4,269187,R&B/Soul
40,41,41,Manicomio,Cosculluela,556843,3n58u3LOFw8mITLvfPvQBz,0.744,0.754,8,-3.829,1,0.24,0.0213,1.33e-06,0.14,0.841,180.039,4,228662,Urbano latino
41,42,42,Shape of You (feat. Zion & Lennox) - Latin Remix,Ed Sheeran,522453,5nCtCCB5i1OfbADvynNw0i,0.787,0.872,1,-1.397,0,0.0871,0.168,1.51e-06,0.0408,0.46,95.995,4,237664,Pop
42,43,43,Andas En Mi Cabeza,Chino & Nacho,518852,5mey7CLLuFToM2P68Qu1gF,0.68,0.954,9,-1.823,1,0.119,0.0244,0,0.112,0.521,104.029,4,247493,Reggae
43,44,44,Deja Que Te Bese,Alejandro Sanz,517335,0s6yB0ZFl1LvYHAnGhXFga,0.703,0.915,1,-2.893,1,0.0586,0.146,0,0.11,0.54,104.876,4,244353,Pop Latino
44,45,45,Fuego,Juanes,502165,0mwPE0lPOgnWf2bo14xedJ,0.745,0.66,0,-5.461,1,0.0878,0.0575,0,0.108,0.934,95.154,4,167453,Pop Latino
45,46,46,Perfect,Ed Sheeran,476618,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,3,263400,Pop
46,47,47,Desde Que Estamos Juntos,Melendi,469600,66VmioeXL4i1TCfHIO8R9t,0.695,0.809,6,-6.002,1,0.255,0.164,0,0.077,0.507,184.028,4,273293,Pop
47,48,48,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,461350,6YZdkObH88npeKrrkb8Ggf,0.724,0.904,8,-3.354,0,0.0966,0.0786,0,0.226,0.846,90.999,4,200813,Pop Latino
48,49,49,Dile Que Tu Me Quieres,Ozuna,456062,20ZAJdsKB5IGbGj4ilRt2o,0.721,0.687,1,-6.682,1,0.0782,0.0998,0,0.0679,0.825,175.914,4,226400,Urbano latino
49,50,50,Closer,The Chainsmokers,455176,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4,244960,Dance
50,51,51,Escápate Conmigo,Wisin,424747,2cnKEkpVUSV4wnjQiTWfH6,0.747,0.864,8,-3.181,0,0.0599,0.0245,4.46e-05,0.0853,0.754,92.028,4,232787,Urbano latino
51,52,52,You Don't Know Me - Radio Edit,Jax Jones,420155,00lNx0OcTJrS3MKHcB80HY,0.876,0.669,11,-6.054,0,0.138,0.163,0,0.185,0.682,124.007,4,213947,Alternative
52,53,53,Passionfruit,Drake,415408,7hDc8b7IXETo14hHIHdnhd,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,4,298941,Hip-Hop/Rap
53,54,54,Amor Con Hielo,Morat,395112,105pLwtYErO64sPyXsPPAP,0.65,0.803,7,-5.275,1,0.0399,0.11,0,0.151,0.575,135.961,4,203960,Pop
54,55,55,Si Tú La Ves (feat. Wisin),Nicky Jam,374366,4yN6xPLopmTLvc27pO9LIE,0.685,0.731,5,-5.119,0,0.093,0.204,0,0.0722,0.786,177.912,4,221027,Urbano latino
55,56,56,Symphony (feat. Zara Larsson),Clean Bandit,370718,1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,4,212459,Dance
56,57,57,24K Magic,Bruno Mars,369103,6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,4,225983,Pop
57,58,58,Cómo Te Atreves,Morat,337655,2z0EshEO4XptiepEb9j3Og,0.617,0.893,4,-4.565,1,0.0412,0.0815,0,0.207,0.789,130.98,4,240560,Pop
58,59,59,Say You Won't Let Go,James Arthur,334724,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4,211467,Pop
59,60,60,Cold,Maroon 5,308729,5NNlUMcOEOdoOIwwaWXv0k,0.703,0.715,9,-6.285,0,0.114,0.139,0,0.0456,0.497,99.924,4,234308,Pop
60,61,61,Slide (feat. Frank Ocean & Migos),Calvin Harris,307572,7tr2za8SQg2CI8EDgrdtNl,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,4,230813,Dance
61,62,62,Call On Me - Ryan Riback Extended Remix,Starley,305770,78rIJddV4X0HkNAInEcYde,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,4,222041,Dance
62,63,63,Qué Gano Olvidándote (feat. Zion & Lennox) - Versión Urbana,Reik,304375,3H179O48ynsu9q8LOnFQZY,0.49,0.894,11,-1.708,0,0.0947,0.0869,0,0.103,0.653,197.989,4,246853,Pop Latino
63,64,64,Believer,Imagine Dragons,301779,0CcQNd8CINkwQfe1RDtGV6,0.779,0.787,10,-4.305,0,0.108,0.0524,0,0.14,0.708,124.982,4,204347,Alternative
64,65,65,Sirenas,Taburete,300305,4unOsvr9C2NqI9aJXrxpCy,0.686,0.574,5,-6.249,1,0.0404,0.739,0,0.109,0.251,126.98,4,184250,Pop
65,66,66,Ahora Dice,Chris Jeday,287200,22eADXu8DfOAUEDw4vU8qy,0.708,0.693,6,-5.516,1,0.138,0.246,0,0.129,0.427,143.965,4,271080,Urbano latino
66,67,67,"Rápido, Brusco, Violento",Juan Magán,283069,63HbvWprv2Mhu63x0nMmLH,0.652,0.863,3,-3.386,1,0.06,0.115,1.15e-06,0.258,0.585,96.997,4,193608,Dance
67,68,68,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,277642,0fg8CqpjdojMyXLNzM2PaJ,0.803,0.743,1,-3.602,0,0.0681,0.105,2.12e-06,0.099,0.674,108.005,4,203180,Electronic
68,69,69,Tuesday,Burak Yeter,272674,7abpmGpF7PGep2rDU68GBR,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,4,241875,Dance
69,70,70,Mi tesoro (feat. Nicky Jam),Zion & Lennox,267519,5HABnFSYvl6mTmg8nSdzHa,0.725,0.711,10,-4.544,1,0.0335,0.0821,0,0.0931,0.477,93.003,4,246653,Urbano latino
70,71,71,Encantadora (feat. Farruko & Zion & Lennox) - Remix,Yandel,264978,0EpFfFZpCuqYFzHvxOtrZS,0.644,0.895,8,-3.669,1,0.0469,0.172,0,0.285,0.887,169.98,4,252493,Urbano latino
71,72,72,Issues,Julia Michaels,257129,1sXUWdKx03aP9Gmzft58rt,0.683,0.427,8,-6.827,1,0.0777,0.368,0,0.0604,0.426,113.634,4,176347,Pop
72,73,73,Let Me Love You,DJ Snake,255658,4pdPtRcBmOSQDlJ3Fk945m,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,4,205947,Dance
73,74,74,Shaky Shaky,Daddy Yankee,251601,58IL315gMSTD37DOZPJ2hf,0.899,0.626,6,-4.228,0,0.292,0.076,0,0.0631,0.873,88.007,4,234320,Urbano latino
74,75,75,Happier,Ed Sheeran,250107,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,4,207520,Pop
75,76,76,Si me dices que sí (feat. Nicky Jam),Cosculluela,246749,3noN1TxpjbjjmKqssghvg8,0.67,0.679,7,-5.618,1,0.118,0.189,0,0.168,0.798,172.069,4,276688,Urbano latino
76,77,77,Hula Hoop,Daddy Yankee,245566,7BEI30TTNhwnkCyNUDmFrr,0.801,0.822,6,-4.655,1,0.0831,0.113,0.00424,0.0877,0.946,176.048,4,236493,Urbano latino
77,78,78,Casi Humanos,Dvicio,243612,54lOVJJ98nfVFDK1u1csgo,0.744,0.608,7,-5.791,1,0.0262,0.0743,1.08e-06,0.0902,0.785,107.941,4,242427,Pop
78,79,79,Al Filo de Tu Amor,Carlos Vives,242901,77a9893yxuz36cBUmBzA8E,0.712,0.901,1,-4.699,0,0.0595,0.051,0,0.162,0.845,97.98,4,214072,Pop Latino
