,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",3336418,https://open.spotify.com/track/6Cs7b9bu3fy5XhMwBA9Tz4
2,"Con Calma","Daddy Yankee",3276935,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
3,Secreto,"Anuel AA",2345968,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
4,"Baila Baila Baila",Ozuna,2303812,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
5,"Calma - Remix","Pedro Capó",2030054,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
6,Soltera,Lunay,1846847,https://open.spotify.com/track/4T4CZ3Q4z3GG7lU720YYhM
7,"Un Año","Sebastian Yatra",1807998,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
8,"Adan y Eva","Paulo Londra",1727908,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
9,"Pa' Llamar Tu Atención (feat. MC Bin Laden)","C. Tangana",1656213,https://open.spotify.com/track/2vEY3cNwXYxIG4fPAoN14q
10,Amanece,"Anuel AA",1518982,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
11,"Ta To Gucci (Remix)",Cauty,1413188,https://open.spotify.com/track/7kuRvjpeUcn6qNV9IBXC2C
12,"Ella Quiere Beber - Remix","Anuel AA",1367540,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
13,HP,Maluma,1351430,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
14,"NI BIEN NI MAL","Bad Bunny",1282723,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
15,"Mujer Bruja","Lola Indigo",1180338,https://open.spotify.com/track/4R8TsvDoKSSDVERlaphNBA
16,Adictiva,"Daddy Yankee",1158519,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
17,"Esclavo de Tus Besos","Manuel Turizo",1146775,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
18,MALA,6ix9ine,1053112,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE
19,"Say My Name","David Guetta",1038539,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
20,Imposible,"Luis Fonsi",1027529,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF
21,"7 rings","Ariana Grande",1019295,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
22,Desconocidos,"Mau y Ricky",998028,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
23,Booty,"C. Tangana",985749,https://open.spotify.com/track/4W3FJapn5CD6Fnrlfj4HFe
24,"Si Se Da","Myke Towers",951393,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
25,"Pa Mí - Remix",Dalex,926459,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
26,"Sweet but Psycho","Ava Max",922998,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
27,"Te Vi","Piso 21",907326,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
28,"MIA (feat. Drake)","Bad Bunny",897912,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
29,Baby,Amenazzy,869610,https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp
30,"Forever Alone","Paulo Londra",850249,https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f
31,"Ganas Sobran","Bryant Myers",847466,https://open.spotify.com/track/17iXKeQe2iVYXJcMpQqthG
32,París,DELLAFUENTE,843631,https://open.spotify.com/track/64NRP5zPfcCZJw8Lc61Wgi
33,Aullando,"Wisin & Yandel",834151,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
34,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",821153,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
35,"Vas A Quedarte",Aitana,814132,https://open.spotify.com/track/2b3JxLi8KAiOsD8ehnOxDZ
36,Shallow,"Lady Gaga",770564,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
37,"A Solas - Remix",Lunay,767933,https://open.spotify.com/track/3T5QSIgoaPIh07SwixRDp7
38,Reggaeton,"J Balvin",736919,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
39,Bubalu,"Becky G",722448,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
40,"Lo siento",Beret,718221,https://open.spotify.com/track/4S6gJt4RYR34t4sjW8wEah
41,"La Plata (feat. Lalo Ebratt)",Juanes,708873,https://open.spotify.com/track/7Eso5mURNFprb5PmhOXDlf
42,Sucker,"Jonas Brothers",676210,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
43,"Vaina Loca",Ozuna,674233,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
44,Ibiza,Ozuna,664867,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp
45,"Luz Apaga",Ozuna,661348,https://open.spotify.com/track/5Q3e16qE1RE5oilN3ukasm
46,Caro,"Bad Bunny",648979,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM
47,"Desde el Corazón","Bad Bunny",644393,https://open.spotify.com/track/1R2mapMAUiYqre6jcFX57g
48,"Antes de Morirme (feat. Rosalía)","C. Tangana",636312,https://open.spotify.com/track/7aFBy1CBLGnZE1Iv6TvEZE
49,"Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky)",Dvicio,635551,https://open.spotify.com/track/4txQPJDlvU72lC6EMhT7m9
50,"Enchochado de Ti","Don Patricio",631514,https://open.spotify.com/track/5fL5vIkuEYyJpUSUcueMHT
51,"Asesina - Remix",Brytiago,580021,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX
52,Controla,Brytiago,542543,https://open.spotify.com/track/4AKWHLChPxYdXAB2cHmZB7
53,Caliente,Darell,541124,https://open.spotify.com/track/4pN7yDeBmmAud5lBtuCsVs
54,Créeme,"KAROL G",538207,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
55,"5 Sentidos",Dvicio,534565,https://open.spotify.com/track/7chjOPhoxbpRYSrO1rvdnu
56,"Sin Pijama","Becky G",520962,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
57,Happier,Marshmello,512476,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
58,Bajito,"Ana Guerra",497227,https://open.spotify.com/track/7KZQidvgSlEeVvJtDYpMJy
59,Devuelveme,Ozuna,494284,https://open.spotify.com/track/5uvucCRBTkxv7VxIDLOqe7
60,"Cuando Nadie Ve",Morat,490289,https://open.spotify.com/track/71iAechwVKGu26pahzFL0k
61,"Solo de Mi","Bad Bunny",489559,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
