,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Safaera,"Bad Bunny",2458101,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
2,Amarillo,"J Balvin",2191796,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
3,"Dime Bbsita",Robledo,2186416,https://open.spotify.com/track/5mBWQ675Eb4j4fn6iuNnOe
4,"Yo Perreo Sola","Bad Bunny",2044092,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
5,Tusa,"KAROL G",1973123,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
6,Rojo,"J Balvin",1844998,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
7,Tattoo,"Rauw Alejandro",1719427,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
8,"4 besos","Lola Indigo",1689975,https://open.spotify.com/track/49QwoSLuV69Fd8bwTqdZvs
9,"La Difícil","Bad Bunny",1567956,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
10,"Una Mala (Remix)","El Completo Rd",1532915,https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3
11,Morado,"J Balvin",1422380,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
12,Follow,"KAROL G",1378804,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
13,"Mil Tequilas","Chema Rivas",1378024,https://open.spotify.com/track/4QPLtCSQh10inI5iwUoG2p
14,Diosa,"Myke Towers",1343908,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
15,"Tu Eres Un Bom Bom - Remix","Kafu Banton",1330950,https://open.spotify.com/track/2635EEV2Oi6wg6GV2TPYVx
16,PORFA,Feid,1324030,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
17,"La Cama - Remix",Lunay,1176021,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
18,"Se iluminaba","Fred De Palma",1148097,https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
19,Keii,"Anuel AA",1119025,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
20,Gris,"J Balvin",1057257,https://open.spotify.com/track/1syf62zw48zu4FrPwMtDHk
21,"Pegamos Tela",Lérica,1054613,https://open.spotify.com/track/4punHldq7Jfx0Plu7SdjQ0
22,Ignorantes,"Bad Bunny",1028499,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
23,Medusa,"Jhay Cortez",1010702,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
24,"Fantasias - Remix","Rauw Alejandro",995211,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
25,"Si Tú La Quieres","David Bisbal",993296,https://open.spotify.com/track/35qwAQ3oZeKAMhR3hCV9IM
26,"Dance Monkey","Tones And I",970087,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
27,"Blinding Lights","The Weeknd",968517,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
28,Azul,"J Balvin",961616,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
29,Loco,Beéle,948781,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
30,Relación,Sech,921332,https://open.spotify.com/track/4lMOQR1rRW5hJgJXOtKraL
31,"Don't Start Now","Dua Lipa",908641,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
32,"Prendio (Remix)",Rvfv,881694,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
33,"Me Gusta",Shakira,866206,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
34,"Roses - Imanbek Remix","SAINt JHN",850834,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
35,"Alocao (With Bad Gyal)","Omar Montes",846443,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
36,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",842708,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
37,+,Aitana,813193,https://open.spotify.com/track/5Cbo7oz78gqkzV3EAM63VA
