,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Te Boté - Remix","Nio Garcia",2083225,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
2,X,"Nicky Jam",1832318,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
3,"Me Niego (feat. Ozuna & Wisin)",Reik,1606101,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
4,"Sin Pijama","Becky G",1582406,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
5,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1562335,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
6,"Duro y Suave","Leslie Grace",1388766,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
7,Dura,"Daddy Yankee",1220633,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
8,"Madura (feat. Bad Bunny)",Cosculluela,1179211,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
9,"El Préstamo",Maluma,1161437,https://open.spotify.com/track/0QS5rZpm5zN9wV9lJgjyUE
10,"Lo Malo",Aitana,1121911,https://open.spotify.com/track/5bhDL4GgUvr5LBrpjqyrte
11,"Síguelo Bailando",Ozuna,1084014,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
12,"Llorando en la Limo","C. Tangana",1042934,https://open.spotify.com/track/3YURfhPPT7GipmI7pIj0m3
13,"I Like It","Cardi B",1036124,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
14,"A Partir De Hoy","David Bisbal",1007538,https://open.spotify.com/track/1FMNuRMIcPD6PDQGoi5Ifn
15,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",990284,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
16,Usted,"Juan Magán",971750,https://open.spotify.com/track/79HTe42PihWUUq4BDjcuCq
17,FRIENDS,Marshmello,966083,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
18,"La Cintura","Alvaro Soler",914074,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
19,Dembow,"Danny Ocean",908583,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
20,Bella,Wolfine,902460,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
21,"Échame La Culpa","Luis Fonsi",898419,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
22,"La player (Bandolera)","Zion & Lennox",896937,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
23,"Dura - Remix","Daddy Yankee",891900,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
24,"EL BAÑO (feat. Bad Bunny)","Enrique Iglesias",864930,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
25,"El Clavo","Prince Royce",858908,https://open.spotify.com/track/0LKErfBZ5FbBiLB4OcZRbL
26,Corazón,Maluma,852912,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
27,Criminal,"Natti Natasha",828633,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
28,Downtown,Anitta,824346,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
29,"El Anillo","Jennifer Lopez",820327,https://open.spotify.com/track/2SpfMQ5TuKsMj1trNwrLVA
30,"Déjate Llevar","Juan Magán",807022,https://open.spotify.com/track/3xWEI23MLJrD0dpDcDUTW6
31,Ahora,"J Balvin",778877,https://open.spotify.com/track/54OB85nuxYGfl7qRQXuz7c
32,Amorfoda,"Bad Bunny",774501,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
33,"One Kiss (with Dua Lipa)","Calvin Harris",770536,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
34,Bipolar,"Chris Jeday",745961,https://open.spotify.com/track/4WzsycqZkpkS48H9AAAGux
35,"God's Plan",Drake,741328,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
36,"no tears left to cry","Ariana Grande",715006,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
37,"Fiebre (feat. Wisin & Yandel)","Ricky Martin",702161,https://open.spotify.com/track/0oFqlgK2LJ9eMlpGBCmRvf
38,"Te Amo","Piso 21",693065,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
39,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,682640,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
40,"Ya Es Hora","Ana Mena",663390,https://open.spotify.com/track/7EhLfrKAUXOjVGkfVyXMdK
