,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Te Boté - Remix","Nio Garcia",2527677,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
2,"Sin Pijama","Becky G",2505229,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
3,X,"Nicky Jam",1756396,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
4,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1685934,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
5,"La Cintura","Alvaro Soler",1664026,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
6,Usted,"Juan Magán",1647352,https://open.spotify.com/track/79HTe42PihWUUq4BDjcuCq
7,"Dura - Remix","Daddy Yankee",1583199,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
8,"Me Niego (feat. Ozuna & Wisin)",Reik,1579681,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
9,"I Like It","Cardi B",1518508,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
10,"Madura (feat. Bad Bunny)",Cosculluela,1489448,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
11,"El Anillo","Jennifer Lopez",1487946,https://open.spotify.com/track/2SpfMQ5TuKsMj1trNwrLVA
12,"MALAMENTE - Cap.1: Augurio",ROSALÍA,1452885,https://open.spotify.com/track/5zOAudPQIs5U8zP6LQGHmH
13,"Duro y Suave","Leslie Grace",1407726,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
14,"Mi Cama","KAROL G",1342612,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
15,"Lo Malo",Aitana,1281247,https://open.spotify.com/track/5bhDL4GgUvr5LBrpjqyrte
16,"La player (Bandolera)","Zion & Lennox",1253500,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
17,"El Préstamo",Maluma,1189307,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
18,"One Kiss (with Dua Lipa)","Calvin Harris",1128896,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
19,"Síguelo Bailando",Ozuna,1122779,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
20,"A Partir De Hoy","David Bisbal",1120578,https://open.spotify.com/track/1FMNuRMIcPD6PDQGoi5Ifn
21,"Bella - Remix",Wolfine,1073361,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
22,FRIENDS,Marshmello,974500,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
23,Brillo,"J Balvin",954522,https://open.spotify.com/track/3vgiIJW3iSQRRvgYiW86i9
24,"Por Perro","Sebastian Yatra",902115,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
25,"Esta Vez",Cepeda,890617,https://open.spotify.com/track/5f9gFaiXIBzxLfGOTIAEt3
26,"Llorando en la Limo","C. Tangana",877948,https://open.spotify.com/track/3YURfhPPT7GipmI7pIj0m3
27,Dembow,"Danny Ocean",868555,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
28,"Le Encanta","Juan Magán",843776,https://open.spotify.com/track/5MucM2zqn6ugfL7jQdhf0s
29,Unica,Ozuna,838611,https://open.spotify.com/track/6752EZMgXswvRBH3N2PilO
30,Ambiente,"J Balvin",824883,https://open.spotify.com/track/6VrBWh90BiwWmwKtvwWFcq
31,Clandestino,Shakira,820789,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
32,Ahora,"J Balvin",802981,https://open.spotify.com/track/2yBWnRKj0Zx7AF1kufajvW
33,Bipolar,"Chris Jeday",790567,https://open.spotify.com/track/4WzsycqZkpkS48H9AAAGux
34,Fuego,"Eleni Foureira",756397,https://open.spotify.com/track/4TwWOcvjY1qt3QJvtveAGm
35,"Déjate Llevar","Juan Magán",752081,https://open.spotify.com/track/3xWEI23MLJrD0dpDcDUTW6
36,"Échame La Culpa","Luis Fonsi",726926,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
37,"Ya Es Hora","Ana Mena",711920,https://open.spotify.com/track/2SKNarYKa7W0iCOq7u96N8
38,"EL BAÑO (feat. Bad Bunny)","Enrique Iglesias",700465,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
39,"Te Amo","Piso 21",672083,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
40,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,665473,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
41,"Solo (feat. Demi Lovato)","Clean Bandit",657231,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
42,Criminal,"Natti Natasha",650581,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
43,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",647713,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G
44,"Corazón (feat. Nego do Borel)",Maluma,645722,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
45,"Back To You","Selena Gomez",645176,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
46,"Déjala Que Baile (with Alejandro Sanz & Arkano)",Melendi,618675,https://open.spotify.com/track/2KK9N6iBAisA0booTu3bGd
47,"Better Now","Post Malone",616558,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
48,"no tears left to cry","Ariana Grande",611959,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
49,Downtown,Anitta,609662,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
50,Flames,"David Guetta",558162,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
51,"El Clavo","Prince Royce",547778,https://open.spotify.com/track/0LKErfBZ5FbBiLB4OcZRbL
52,"Girls Like You (feat. Cardi B)","Maroon 5",516542,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
53,"Mad Love","Sean Paul",503285,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
54,"Fiebre (feat. Wisin & Yandel)","Ricky Martin",469977,https://open.spotify.com/track/0oFqlgK2LJ9eMlpGBCmRvf
55,"La Vida Sin Ti","Piso 21",456998,https://open.spotify.com/track/1RvL7eHoeUolnQbWm2Hnba
56,"In My Blood","Shawn Mendes",429562,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
57,Asesina,Brytiago,424421,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK
58,"No Quiero Amarte (feat. Zion & Lennox)","Justin Quiles",424205,https://open.spotify.com/track/5bITfqKGaPakO1l99hOMsI
59,Dura,"Daddy Yankee",419738,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
60,"El Farsante - Remix",Ozuna,397609,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
61,"Pa Dentro",Juanes,395882,https://open.spotify.com/track/7flNdUykV5LYDRv8wQDbsx
62,Sensualidad,"Bad Bunny",394179,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
63,IDGAF,"Dua Lipa",394090,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
64,Amorfoda,"Bad Bunny",392432,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
65,"El Arrepentido",Melendi,388591,https://open.spotify.com/track/42uFuC0Ob1JykwGlcrllDl
66,"Él no soy yo","Blas Cantó",386205,https://open.spotify.com/track/64049BEBjRMbLOoC7DFVeu
67,Sirena,"Cali Y El Dandee",382287,https://open.spotify.com/track/1juHIWqgFiDFAKuEBP24Lt
68,"El Clavo (feat. Maluma) - Remix","Prince Royce",375540,https://open.spotify.com/track/6bI00brFpeprqCDqKouEJS
69,Familiar,"Liam Payne",372005,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
70,"To My Love - Tainy Remix","Bomba Estéreo",370491,https://open.spotify.com/track/5LciLoxa1gK70yIUeoHgRx
71,Pineapple,"KAROL G",365475,https://open.spotify.com/track/24snQ8Ew7aIKYCt0ulXHvx
72,"God's Plan",Drake,365346,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
73,"Cuando Nadie Ve",Morat,360773,https://open.spotify.com/track/1Cxd4ZJJ9VOQQpNcpdcZEQ
74,"La llave (feat. Piso 21)","Pablo Alborán",356663,https://open.spotify.com/track/0nJUoF6tA031X6zvX9ee4R
75,Guerrera,DELLAFUENTE,353986,https://open.spotify.com/track/3Q6zROQvMXRtR9NYfDpNWL
76,"Me Rehúso","Danny Ocean",349461,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
77,"Touchdown - Radio Edit","Kidd Keo",337666,https://open.spotify.com/track/6Llaige5yDMgZDsuNqeoxs
78,Bella,Wolfine,332246,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
79,Dicen,"Matt Hunter",327514,https://open.spotify.com/track/4cfoVJxpHqUqTvBrG1RTyi
80,"Se Vive Mejor","Antonio José",321751,https://open.spotify.com/track/6J4W5GXafeHXLwBow9XHuw
81,Solita,Ozuna,321604,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
82,"Caprichosa (feat. Mala Rodríguez)","Beatriz Luengo",320331,https://open.spotify.com/track/6vRFYuiw07EPyNQbgKBauX
83,Marinero,Maluma,318522,https://open.spotify.com/track/6x5LBP3nYXVdIDoomChGr3
