,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Alocao (With Bad Gyal)","Omar Montes",3214089,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
2,"RITMO (Bad Boys For Life)","Black Eyed Peas",2288902,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
3,"Si por mi fuera",Beret,1917105,https://open.spotify.com/track/3W87IIdSOE63W0Qyhy7r2b
4,Aventura,Lunay,1877300,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
5,"Whine Up","Nicky Jam",1834222,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
6,China,"Anuel AA",1828247,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
7,Indeciso,Reik,1787224,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
8,Fantasias,"Rauw Alejandro",1588737,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
9,"Dance Monkey","Tones And I",1544035,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
10,Tusa,"KAROL G",1526207,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
11,"Adicto (with Anuel AA & Ozuna)",Tainy,1453980,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
12,"Yo x Ti, Tu x Mi",ROSALÍA,1397877,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
13,Rueda,Chimbala,1389117,https://open.spotify.com/track/71NGDQ9vSPXm55pyWeAxKK
14,"Te Quemaste","Manuel Turizo",1337894,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC
15,"Gan-Ga - Remix","Bryant Myers",1308424,https://open.spotify.com/track/27qRmG3zOWPvMYUkpPdQ1g
16,"Si Te Vas",Sech,1300407,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
17,Prendío,Rvfv,1196537,https://open.spotify.com/track/1pUq8PePQRODKRKwY2nvC8
18,"La Cama",Lunay,1114978,https://open.spotify.com/track/0OoqRZXnSrgIUAha3iLKG1
19,"La Rubia - Remix 2","La Nueva Escuela",1104547,https://open.spotify.com/track/7KKTnv81z6DmfPIGsZWjOW
20,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",1083089,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
21,Goteo,Duki,1051403,https://open.spotify.com/track/57kdZIOAaolxAjB67d2yU3
22,"Que Tire Pa Lante","Daddy Yankee",1017518,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
23,"De Tranquilote","Danny Romero",997463,https://open.spotify.com/track/1IDFcb3cjkj2dhv3UaxX9b
24,"everything i wanted","Billie Eilish",987911,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
25,Quizas,"Rich Music LTD",977568,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
26,"Que Calor (with J Balvin & El Alfa)","Major Lazer",971486,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
27,Tabú,"Pablo Alborán",964371,https://open.spotify.com/track/471HeGJPKw07MObixON0Um
28,"B11 (feat. Myke Towers)",Rvssian,896556,https://open.spotify.com/track/4o1DxRjMCHDwBiOKv88rOl
29,"Hasta Que Salga el Sol",Ozuna,892394,https://open.spotify.com/track/6ofuqm2qLMi9lBFEF9mJMb
30,"No Te Debí Besar","C. Tangana",891137,https://open.spotify.com/track/1KdwnsWOvhM53vezy5ROuf
31,Easy,"Jhay Cortez",882840,https://open.spotify.com/track/7fTsw0IKbbPDN19keS32tF
32,"Sueño (con Pablo Alborán)",Beret,865978,https://open.spotify.com/track/71M1szVbVYZM5M6QlIm6aC
33,"Hola - Remix",Dalex,846240,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
34,"105 F Remix",KEVVO,844036,https://open.spotify.com/track/1aUGxXCz9QimNkKeiJtzZ7
35,"Indios y Vaqueros",Sinsinati,816886,https://open.spotify.com/track/3u5GmyJP2MU3tEJgyiAG2T
36,Callaita,"Bad Bunny",815344,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
37,Tutu,Camilo,805208,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
38,"Qué Pena",Maluma,771520,https://open.spotify.com/track/5099x34vBakWpGkHourFxP
39,"A Escondidas",$kyhook,770557,https://open.spotify.com/track/7754vHc34U2wQMIJFWRhVK
40,"No Me Conoce - Remix","Jhay Cortez",763438,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
41,"Otro Trago - Remix",Sech,755751,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
42,"Me vas a ver",Beret,737602,https://open.spotify.com/track/3iVwzH29gquHzkrZuy3M4w
43,"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",733051,https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD
44,"Don't Start Now","Dua Lipa",721442,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
45,Señorita,"Shawn Mendes",710360,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
46,"Me Equivocaré","Antonio José",706807,https://open.spotify.com/track/5zsvrbPy4w9nz067ViWprz
47,"Cuerpo en Venta",Noriel,705169,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7
48,Djadja,"Aya Nakamura",692705,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
49,"LA CANCIÓN","J Balvin",691958,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
50,"A Palé",ROSALÍA,657579,https://open.spotify.com/track/23zJcKwLf5CeaKVbFhrWgF
51,"Qué Bonito Es Querer","Manuel Carrasco",615351,https://open.spotify.com/track/6uzGmmQ4CuG9HvZktEy0LF
52,"Con Altura",ROSALÍA,561379,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
53,"Ayy Macarena",Tyga,555001,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
54,"Me llama",Beret,547445,https://open.spotify.com/track/06ovTE7S3xHfpqxNZxVfSn
55,Aguantando,Morad,540112,https://open.spotify.com/track/31mlxicdMBsOZtX35XJ1tr
56,Memories,"Maroon 5",538863,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
57,"Soltera - Remix",Lunay,527745,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
58,Velitas,Darell,520626,https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq
59,"Se iluminaba","Fred De Palma",507591,https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
60,Piensan,Haze,495750,https://open.spotify.com/track/0i9oiUkWOgvtnjkr0fa3XN
61,Hookah,"Bad Gyal",492456,https://open.spotify.com/track/4piZ5m1vZGDkfyHga5U97m
62,Atrévete,"Nicky Jam",492382,https://open.spotify.com/track/26Qhn2T88XqVinXQpmSarj
63,"Desde cero (con Melendi)",Beret,480164,https://open.spotify.com/track/3RfmZepJErldBC4JXut6L9
64,15+1,"El Greco",479150,https://open.spotify.com/track/0JFSOhVbn5I4wCrTgT8bnZ
65,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dímelo Flow",479057,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL
66,Blanco,"J Balvin",474696,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
67,"Someone You Loved","Lewis Capaldi",464686,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
68,Presiento,Morat,464207,https://open.spotify.com/track/2V4hc5gplg7EXlrRUvD4rp
69,X.O.X.O.,"Pedro Calderon",454707,https://open.spotify.com/track/439bhfWUo0JI6wmfvm4Auq
70,"Si Se Da - Remix","Myke Towers",451158,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
71,"Lola Bunny","Lola Indigo",451105,https://open.spotify.com/track/7IzbHY75UhGztauT7U5eKb
72,"Soldadito de Hierro","Nil Moliner",450490,https://open.spotify.com/track/3DfUO7e24abpbIreUpUK4B
73,"Pronto Llegará","C. Tangana",450152,https://open.spotify.com/track/1nLUqn7k3UtUxuqdTXiJjk
