,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Vaina Loca",Ozuna,2404546,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
2,TELÉFONO,Aitana,2079818,https://open.spotify.com/track/5h8VHxOBK1VWWj46T8fSly
3,Mujeres,"Mozart La Para",1909833,https://open.spotify.com/track/6xLvYhLOW2oETJoZv8ChU8
4,"No Es Justo","J Balvin",1905356,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
5,"No Me Acuerdo",Thalía,1816285,https://open.spotify.com/track/00EPIEnX1JFjff8sC6bccd
6,"Sin Pijama","Becky G",1751126,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
7,BEBE,6ix9ine,1691630,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
8,"Ni La Hora","Ana Guerra",1649347,https://open.spotify.com/track/1he4G9w0zh5GokInpOSINW
9,Usted,"Juan Magán",1642314,https://open.spotify.com/track/79HTe42PihWUUq4BDjcuCq
10,"Ya No Quiero Ná","Lola Indigo",1548369,https://open.spotify.com/track/2A2Q4CYBcVvBF2OqgJ3OWX
11,"Te Boté - Remix","Nio Garcia",1430877,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
12,"Quiere Beber","Anuel AA",1353557,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
13,"Bien Duro","C. Tangana",1336055,https://open.spotify.com/track/3joo84oco9CD4dBsKNWRRW
14,Asesina,Brytiago,1314144,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK
15,Clandestino,Shakira,1293087,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
16,"Mala Mía",Maluma,1251870,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh
17,"Cuando Te Besé","Becky G",1178410,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
18,"Déjala Que Baile (with Alejandro Sanz & Arkano)",Melendi,1157151,https://open.spotify.com/track/2KK9N6iBAisA0booTu3bGd
19,"La Cintura","Alvaro Soler",1050773,https://open.spotify.com/track/355kY0VYYf2AUOnUsU56Xq
20,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo) (feat. Elvis Crespo)","Steve Aoki",1000067,https://open.spotify.com/track/5e45GhSF18JYoLpaq2F48h
21,"MALAMENTE - Cap.1: Augurio",ROSALÍA,984020,https://open.spotify.com/track/5zOAudPQIs5U8zP6LQGHmH
22,Ibiza,Ozuna,965512,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp
23,"I Like It","Cardi B",962837,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
24,"X (feat. Maluma & Ozuna) - Remix","Nicky Jam",962420,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
25,"Mi Cama - Remix","KAROL G",949608,https://open.spotify.com/track/38QmUDpkoYlNbMKvpvAsrE
26,"Me Niego (feat. Ozuna & Wisin)",Reik,938127,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
27,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",916803,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
28,"Cuando Nadie Ve",Morat,911593,https://open.spotify.com/track/1Cxd4ZJJ9VOQQpNcpdcZEQ
29,"Duro y Suave","Leslie Grace",897672,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
30,Celoso,"Lele Pons",870621,https://open.spotify.com/track/33zcmmElV1YbRZe57biUjg
31,"Estamos Bien","Bad Bunny",869131,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn
32,"La player (Bandolera)","Zion & Lennox",834699,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
33,"No Quiero Amarte (feat. Zion & Lennox)","Justin Quiles",827207,https://open.spotify.com/track/5bITfqKGaPakO1l99hOMsI
34,"Solo (feat. Demi Lovato)","Clean Bandit",824013,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
35,"PIENSO EN TU MIRÁ - Cap.3: Celos",ROSALÍA,780359,https://open.spotify.com/track/0qKxqVcFCMmrjjvIgjjEE6
36,"Me Dijeron",Ozuna,754462,https://open.spotify.com/track/17UUYZ290omPaJY4wKeyHh
37,"Madura (feat. Bad Bunny)",Cosculluela,751476,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
38,"Toda - Remix","Alex Rose",739772,https://open.spotify.com/track/7nD2JPaxIKUdxd2UWgnaGL
39,"Girls Like You (feat. Cardi B)","Maroon 5",738165,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
40,Hipócrita,"Anuel AA",736152,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
41,"Bella - Remix",Wolfine,733498,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
42,"Dura - Remix","Daddy Yankee",703930,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
43,"Él no soy yo","Blas Cantó",694844,https://open.spotify.com/track/64049BEBjRMbLOoC7DFVeu
44,"In My Feelings",Drake,651942,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
45,Calypso,"Luis Fonsi",607137,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
46,Brillo,"J Balvin",601375,https://open.spotify.com/track/3vgiIJW3iSQRRvgYiW86i9
47,"One Kiss (with Dua Lipa)","Calvin Harris",595015,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
48,Unica,Ozuna,583831,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A
49,"El Anillo - Remix","Jennifer Lopez",563643,https://open.spotify.com/track/3wyMqxd4rILBpYlpQRQ58h
50,"A Partir De Hoy","David Bisbal",546667,https://open.spotify.com/track/7ojH6H4wE6XJNgzU4uvNc8
51,"Ya No Tiene Novio","Sebastian Yatra",543675,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
52,"Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky)",Dvicio,505156,https://open.spotify.com/track/4txQPJDlvU72lC6EMhT7m9
53,"Amigos Con Derechos",Reik,482887,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
54,"Calypso - Remix","Luis Fonsi",482327,https://open.spotify.com/track/3B1q4Cv9PcYdiOpzqKSEIV
55,"Lo Malo - Remix",Aitana,467477,https://open.spotify.com/track/7vHzOI0lrq6dXsHuQWpBpT
56,"Le Encanta","Juan Magán",459779,https://open.spotify.com/track/68pbwCjIAkmNaTYaAfRtHC
57,"¿Cual es tu plan?","Bad Bunny",433055,https://open.spotify.com/track/4HRDBtek0ayfLQ6uc7rjO9
58,"Lo Malo",Aitana,421092,https://open.spotify.com/track/5bhDL4GgUvr5LBrpjqyrte
59,Fuego,"Eleni Foureira",420850,https://open.spotify.com/track/4TwWOcvjY1qt3QJvtveAGm
60,Peligrosa,"J Balvin",409988,https://open.spotify.com/track/3Nkqp3NSGWMXVVO08zGpN7
61,"Síguelo Bailando",Ozuna,404335,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
62,Sirena,"Cali Y El Dandee",400759,https://open.spotify.com/track/1juHIWqgFiDFAKuEBP24Lt
63,Brindemos,"Anuel AA",397106,https://open.spotify.com/track/7LeQ55Z5jPBB0ggYJtAiYO
