,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,China,"Anuel AA",3610867,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
2,"Yo x Ti, Tu x Mi",ROSALÍA,3444267,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
3,"Adicto (with Anuel AA & Ozuna)",Tainy,2525684,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
4,"Otro Trago - Remix",Sech,2231509,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
5,Goteo,Duki,2136634,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B
6,"De Tranquilote","Danny Romero",2124128,https://open.spotify.com/track/1IDFcb3cjkj2dhv3UaxX9b
7,Callaita,"Bad Bunny",1907350,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
8,"La Rubia - Remix 2","La Nueva Escuela",1702470,https://open.spotify.com/track/7KKTnv81z6DmfPIGsZWjOW
9,"No Me Conoce - Remix","Jhay Cortez",1666607,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
10,"LA CANCIÓN","J Balvin",1626318,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
11,Diavla,"Chris Viz",1587548,https://open.spotify.com/track/1KfrcxnOLyDhd3p4hGrhVe
12,Señorita,"Shawn Mendes",1511914,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
13,"Soltera (Remix)",Lunay,1484452,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza
14,"QUE PRETENDES","J Balvin",1413588,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
15,"Lola Bunny","Lola Indigo",1406991,https://open.spotify.com/track/7IzbHY75UhGztauT7U5eKb
16,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,1393417,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
17,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",1346674,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
18,Velitas,Darell,1314215,https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq
19,"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",1301358,https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD
20,DOLLAR,"Becky G",1286508,https://open.spotify.com/track/4ziiAuFyXiY1HNSLGM1xv8
21,Gan-Ga,"Bryant Myers",1226598,https://open.spotify.com/track/2J3jxgfp6GWoBsMPIa20oC
22,"Indios y Vaqueros",Sinsinati,1167470,https://open.spotify.com/track/3u5GmyJP2MU3tEJgyiAG2T
23,"A Escondidas",$kyhook,1159179,https://open.spotify.com/track/7754vHc34U2wQMIJFWRhVK
24,"Si Se Da - Remix","Myke Towers",1134863,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
25,"11 PM",Maluma,1114128,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
26,Tutu,Camilo,1103237,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
27,"Con Altura",ROSALÍA,1096688,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
28,Mirándote,Rvfv,1065336,https://open.spotify.com/track/2Zl9S0KGB7VkqQMJgHBQXN
29,Easy,"Jhay Cortez",1004247,https://open.spotify.com/track/7fTsw0IKbbPDN19keS32tF
30,"Te Quemaste","Manuel Turizo",979957,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC
31,"Rebota - Remix",Guaynaa,932287,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11
32,"Cristina (feat. Shelow Shaq)",Maffio,927293,https://open.spotify.com/track/2egI1hFZDAYrkCgtepoore
33,Inocente,"Myke Towers",921590,https://open.spotify.com/track/07eET3PAzpSz5CLE4wGgN5
34,"Verte Ir","DJ Luian",910545,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
35,Milionària,ROSALÍA,890487,https://open.spotify.com/track/2K3bjojp1sCLdMMoO5lJ2p
36,Bésame,"David Bisbal",886676,https://open.spotify.com/track/2qON8SpeBDBSoWCvDKuwbU
37,Cuaderno,Dalex,874450,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
38,"Con Calma","Daddy Yankee",865768,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
39,"Calma - Remix","Pedro Capó",854302,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
40,"Te Soñé de Nuevo",Ozuna,840202,https://open.spotify.com/track/7lR4UmEDJ1ngczVX2NiNi4
41,"No Te Veo - Remix","Casper Magico",829206,https://open.spotify.com/track/0stKSegkdrfLTDvm5sIO38
42,"Soldi (feat. Maikel Delacalle)",Mahmood,823755,https://open.spotify.com/track/1GVBnZF3tHJiWzdCSgg75Z
43,Ellos,"Ceky Viciny",816867,https://open.spotify.com/track/7bDboJVS7UlQBZj8lsvz2g
44,"Santa María (Feat. Busy Signal)","Bad Gyal",788577,https://open.spotify.com/track/4R0sTxCaskwCPbzkfXHfWg
45,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dímelo Flow",781207,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL
46,"Hola Señorita","Maître Gims",776956,https://open.spotify.com/track/5vLEmh5EolySKTvXsyWSOg
47,"I Don't Care (with Justin Bieber)","Ed Sheeran",763237,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
48,"Enchochado de Ti","Don Patricio",740712,https://open.spotify.com/track/6G8TNOdTBpBPmDdJAvoVhA
49,Atrévete,"Nicky Jam",733297,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50
50,Lalala,Y2K,729168,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
51,"¿CÓMO TE VA, QUERIDA?","Rels B",713997,https://open.spotify.com/track/1uiX0bdc2sPHcL1k02bC2G
52,"Mi Morena",Juanfran,706391,https://open.spotify.com/track/6MF2uU7HoQkA1Da2jscqV2
53,"Cicatrices (feat. Indara)","Sergio Contreras",697718,https://open.spotify.com/track/17nYNma8AncLFqOBk6tu6m
54,"Cuerpo en Venta",Noriel,693653,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7
55,"bad guy","Billie Eilish",683053,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
56,"Soldadito de Hierro","Nil Moliner",660698,https://open.spotify.com/track/3DfUO7e24abpbIreUpUK4B
57,"Te Robaré","Nicky Jam",635642,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
58,"Tal Vez","Paulo Londra",619759,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
59,"Me Quedo",Aitana,616916,https://open.spotify.com/track/6Nqi1fWKYXrVXmF3RtQbSf
60,Swing,"Danny Ocean",614568,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6
61,"Déjate Querer","Lalo Ebratt",613084,https://open.spotify.com/track/3mN2DtljBhnrIpc3Nu2pJ8
62,CANGURO,WOS,603656,https://open.spotify.com/track/4wyNKAZe82BNlp2lHiR1FX
63,Runaway,"Sebastian Yatra",603336,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
64,Presiento,Morat,574476,https://open.spotify.com/track/2V4hc5gplg7EXlrRUvD4rp
65,MOJAITA,"J Balvin",573253,https://open.spotify.com/track/71pEiUWwfDFiRO6RmFpnBf
66,HP,Maluma,565219,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
67,"Qué Bonito Es Querer","Manuel Carrasco",540407,https://open.spotify.com/track/6uzGmmQ4CuG9HvZktEy0LF
68,"Mírame - Remix","Nio Garcia",539922,https://open.spotify.com/track/53uKGbcMjEc2gIWbfmvpdS
69,Hookah,"Bad Gyal",536830,https://open.spotify.com/track/4piZ5m1vZGDkfyHga5U97m
70,"Otro Trago",Sech,523290,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
71,Delincuente,Farruko,519231,https://open.spotify.com/track/3TqLIW3qd4qFYkfYsBjVN6
72,"Pa Mí - Remix",Dalex,513672,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
73,"Kemba Walker","Eladio Carrion",505381,https://open.spotify.com/track/38kLHBjtWJaPXcyFhwRVtI
74,"Date La Vuelta","Luis Fonsi",494936,https://open.spotify.com/track/5lwVd35Zg6DJ4qibVMq99H
75,"Contra La Pared","Sean Paul",484383,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
