,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Tusa,"KAROL G",3753954,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
2,Keii,"Anuel AA",2735334,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
3,Diosa,"Myke Towers",2700796,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
4,Morado,"J Balvin",2303016,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
5,Ignorantes,"Bad Bunny",2204755,https://open.spotify.com/track/3wYRLYuO1M88d8woWUIxct
6,Medusa,"Jhay Cortez",2104466,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
7,"Me Gusta",Shakira,2004496,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
8,"Se iluminaba","Fred De Palma",1636376,https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
9,"Dance Monkey","Tones And I",1600122,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
10,"Alocao (With Bad Gyal)","Omar Montes",1525705,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
11,+,Aitana,1509209,https://open.spotify.com/track/5Cbo7oz78gqkzV3EAM63VA
12,"Hola - Remix",Dalex,1495608,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
13,Muévelo,"Nicky Jam",1481500,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
14,Indeciso,Reik,1416623,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
15,"Prendio (Remix)",Rvfv,1391699,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
16,"Sigues Con El","Dímelo Flow",1275060,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
17,Blanco,"J Balvin",1250264,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
18,Vete,"Bad Bunny",1217329,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
19,"RITMO (Bad Boys For Life)","Black Eyed Peas",1169642,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
20,"Whine Up","Nicky Jam",1142232,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
21,"Malibú con Piña","Funzo & Baby Loud",1126572,https://open.spotify.com/track/4T7SpjqFNSpfdAsN66DkiE
22,"Si por mi fuera",Beret,1093270,https://open.spotify.com/track/3W87IIdSOE63W0Qyhy7r2b
23,"Pegamos Tela",Lérica,1091130,https://open.spotify.com/track/4punHldq7Jfx0Plu7SdjQ0
24,"Fuera De Mi Mente",Lérica,1079509,https://open.spotify.com/track/7bsqRe39lKOYX45FZpzP9o
25,"Qué Sabrá Neruda","Javy Ramírez",1069960,https://open.spotify.com/track/4huB3db25M1GuvadoVtz6r
26,China,"Anuel AA",1046510,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
27,Zorra,"Bad Gyal",1028570,https://open.spotify.com/track/0OP1RzrglC008kj79Httv3
28,Tattoo,"Rauw Alejandro",1024523,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
29,"Easy - Remix","Jhay Cortez",1002224,https://open.spotify.com/track/1NmQc6rwLv7g0UHL1AFOa9
30,Fantasias,"Rauw Alejandro",995202,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
31,Aventura,Lunay,980308,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
32,"Blinding Lights","The Weeknd",949710,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
33,Rueda,Chimbala,927101,https://open.spotify.com/track/71NGDQ9vSPXm55pyWeAxKK
34,Girl,"Myke Towers",923954,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
35,"Perreo en La Luna","Rich Music LTD",870091,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV
36,Rutina,"Myke Towers",861993,https://open.spotify.com/track/3YntiCUU0Xqq0B68FM3YAt
37,"Ella No Quiere Rosé",Rvfv,819446,https://open.spotify.com/track/6Aqeqb9rVNA1U6zuuxczQZ
38,Yummy,"Justin Bieber",817424,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
39,Definitivamente,"Daddy Yankee",803128,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv
40,"Yo x Ti, Tu x Mi",ROSALÍA,776637,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
41,"Bellaquita - Remix",Dalex,764425,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
42,"Don't Start Now","Dua Lipa",759991,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
43,Tabú,"Pablo Alborán",723921,https://open.spotify.com/track/471HeGJPKw07MObixON0Um
44,"Te Quemaste","Manuel Turizo",701924,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC
45,Fantasía,Ozuna,698408,https://open.spotify.com/track/40rXWke6SnXiGkSmaT8ZUr
46,"B11 (feat. Myke Towers)",Rvssian,696871,https://open.spotify.com/track/4o1DxRjMCHDwBiOKv88rOl
47,"Viene y Va","C. Tangana",689836,https://open.spotify.com/track/1UozIJsPRJVXDRG08AgUQP
48,"Indios y Vaqueros",Sinsinati,656051,https://open.spotify.com/track/3u5GmyJP2MU3tEJgyiAG2T
49,"Si Te Vas",Sech,655910,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
50,"Qué Bonito Es Querer","Manuel Carrasco",649737,https://open.spotify.com/track/6uzGmmQ4CuG9HvZktEy0LF
51,"Hasta Que Salga el Sol",Ozuna,619442,https://open.spotify.com/track/0dDboLfmRNsTBscy4j3Rnl
52,"The Box","Roddy Ricch",619065,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
53,"Adicto (with Anuel AA & Ozuna)",Tainy,603952,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
54,Presiento,Morat,580819,https://open.spotify.com/track/2V4hc5gplg7EXlrRUvD4rp
55,"De Tranquilote","Danny Romero",579340,https://open.spotify.com/track/1IDFcb3cjkj2dhv3UaxX9b
56,"A Dónde Vamos",Morat,574970,https://open.spotify.com/track/671sG3ETDxC3L6qcGIrHRM
57,"Relación Rota","Myke Towers",571642,https://open.spotify.com/track/5RClLxkUvnMWFUQ3VAQEHj
58,Señorita,"Shawn Mendes",550896,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
59,"No Me Conoce - Remix","Jhay Cortez",549886,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
60,"La Cama",Lunay,546635,https://open.spotify.com/track/0OoqRZXnSrgIUAha3iLKG1
61,Memories,"Maroon 5",545595,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
62,"Suave - Remix","Jey Blessing",535614,https://open.spotify.com/track/6K7V47wFpfam2aeE893rbL
63,DOSIS,Dvicio,530820,https://open.spotify.com/track/0cDumxvNKhydP1Cmon2S6E
64,"No Time To Die","Billie Eilish",524268,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
65,"Otro Trago - Remix",Sech,521050,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
66,"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",517244,https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD
67,"La Rubia - Remix 2","La Nueva Escuela",512118,https://open.spotify.com/track/7KKTnv81z6DmfPIGsZWjOW
68,Callaita,"Bad Bunny",502961,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
69,Tutu,Camilo,501100,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
70,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",498024,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
71,"Que Calor (with J Balvin & El Alfa)","Major Lazer",487433,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
72,"MONEY TILL I DIE","Kidd Keo",485471,https://open.spotify.com/track/1MMhI6ISQt0UOVtU6DoAtE
73,"Intentions (feat. Quavo)","Justin Bieber",484457,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
74,Physical,"Dua Lipa",479067,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
75,ROXANNE,"Arizona Zervas",476687,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
76,"everything i wanted","Billie Eilish",467066,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
77,Quizas,"Rich Music LTD",465283,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
78,"Con Altura",ROSALÍA,464510,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
79,"Sueño (con Pablo Alborán)",Beret,463768,https://open.spotify.com/track/71M1szVbVYZM5M6QlIm6aC
80,"Me Equivocaré","Antonio José",463708,https://open.spotify.com/track/5zsvrbPy4w9nz067ViWprz
81,"bad guy","Billie Eilish",463449,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
82,"MALA SANTA","Becky G",461364,https://open.spotify.com/track/5e50NiIlOc2YJIftHzoehd
83,"La Pared 360","Lenny Tavárez",455958,https://open.spotify.com/track/2w8SKQCnT2YQK1qCqKl2uW
84,"Como Panas","Bryant Myers",455706,https://open.spotify.com/track/07MrcfLozSPBfEI8GPOZgc
85,Mejor,Dalex,442954,https://open.spotify.com/track/1mF6sMUsRU9MisrdB9qWvg
86,Falling,"Trevor Daniel",441726,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
87,"No Me Olvida",Robledo,439482,https://open.spotify.com/track/2N1YUkjeP4Zdbhhf0nKOoD
88,"Soldadito de Hierro","Nil Moliner",439259,https://open.spotify.com/track/3DfUO7e24abpbIreUpUK4B
89,"105 F Remix",KEVVO,426899,https://open.spotify.com/track/1aUGxXCz9QimNkKeiJtzZ7
90,Bésame,"David Bisbal",426768,https://open.spotify.com/track/7kcSKOl5rR4zGxFNYhkeRX
91,"Pa Los Gustos Los Colores",Javiielo,424660,https://open.spotify.com/track/6EWWkqE4aFlZRyoFwwOT8u
92,Ronca,"Myke Towers",415365,https://open.spotify.com/track/0WxhO7pvOWqFJRMBQ3q3B2
93,"La Pared",Cupido,414846,https://open.spotify.com/track/6k436htnE7M4QXXWOjhTYZ
94,"Que Tire Pa Lante","Daddy Yankee",410540,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
95,Disparos,"Dani Fernández",410349,https://open.spotify.com/track/2F75mXaavRl0hm3rtM15cq
96,"No Quiero Verte",Rvfv,408645,https://open.spotify.com/track/4SPqRLaD6GI2ZdF8vyctsz
97,"Someone You Loved","Lewis Capaldi",406795,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
98,"Quédate conmigo",Pole.,406083,https://open.spotify.com/track/3T1egHTtRtYoal4SPUJAAe
99,"Soltera - Remix",Lunay,401768,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
100,"Lo siento",Beret,396081,https://open.spotify.com/track/5o2M4yHxo9kyNLdgihFeV1
101,"Me Quedo",Aitana,395468,https://open.spotify.com/track/6Nqi1fWKYXrVXmF3RtQbSf
102,"LA CANCIÓN","J Balvin",391439,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
103,"Con Calma","Daddy Yankee",390556,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
104,"Con La Miel En Los Labios",Aitana,390364,https://open.spotify.com/track/2QJcrJNa4KGxQ6bw0MH3Zx
105,Infeliz,Arcangel,384119,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
106,PORFA,Feid,382244,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
107,"Me vas a ver",Beret,378838,https://open.spotify.com/track/3iVwzH29gquHzkrZuy3M4w
108,"Calma - Remix","Pedro Capó",374908,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
109,"I Don't Care (with Justin Bieber)","Ed Sheeran",373596,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
110,"No Vuelvas Más",Darell,370913,https://open.spotify.com/track/0mcBgVRVsvESTkEyVHt7Ue
111,Goteo,Duki,369212,https://open.spotify.com/track/57kdZIOAaolxAjB67d2yU3
112,"Déjate Querer","Lalo Ebratt",364048,https://open.spotify.com/track/3mN2DtljBhnrIpc3Nu2pJ8
113,"Dream Girl - Remix","Ir Sais",354288,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX
114,"Dónde Estás",KHEA,351928,https://open.spotify.com/track/16DNJ8y6k97DxuMyV49W7V
115,"Mi Error - Remix","Eladio Carrion",344757,https://open.spotify.com/track/5IjOqh4XLyjHINuOGolmAt
116,"La Mentira (feat. Joaquín Sabina)","Dani Martín",343875,https://open.spotify.com/track/21by4HhbV3w4uUNrotR02z
117,"Vas A Quedarte",Aitana,342975,https://open.spotify.com/track/0fwIHsKXNEcb57u2um7z9I
118,"No Te Preocupes por Mi",Leiva,340959,https://open.spotify.com/track/7hv7synVPhVu30Ex2amJQc
119,"100 Preguntas",Ozuna,339751,https://open.spotify.com/track/21Oh0PHE9KQPXPUvXk7sY9
120,Cinderella,"Ayax y Prok",338403,https://open.spotify.com/track/48LCnGeww8DfeXVc5V3tAR
121,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake",337619,https://open.spotify.com/track/5QXQy0f2q8wJNpPwJtjifx
122,"Lola Bunny","Lola Indigo",337619,https://open.spotify.com/track/7IzbHY75UhGztauT7U5eKb
123,Prendío,Rvfv,335901,https://open.spotify.com/track/1pUq8PePQRODKRKwY2nvC8
124,"Coronao Now (Remix)","El Alfa",335660,https://open.spotify.com/track/047WmwIeerHyIUstFAEz5A
125,Fuego,Estopa,330704,https://open.spotify.com/track/5Aax4WuBCyiVp4NDB3lg5j
126,"Una Foto en Blanco y Negro","David Otero",329120,https://open.spotify.com/track/4BNqM0h2wukiQkAUKZjurV
127,"¿Qué Ha Pasao'?","Abraham Mateo",326908,https://open.spotify.com/track/2zkVH2daHyjS51g7PRJFDn
128,"11 PM",Maluma,325571,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
129,Piensan,"Myke Towers",319175,https://open.spotify.com/track/1A9PKAFEHMWgXNLpgf7k4J
130,"Soldadito marinero","Fito y Fitipaldis",317163,https://open.spotify.com/track/0eVborSuxUeSg0meWYd9dZ
131,"Mi Persona Favorita","Alejandro Sanz",311258,https://open.spotify.com/track/1O4dGIPUXUanseRdv4fNzw
132,Shallow,"Lady Gaga",310399,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
133,"Pikete italiano",KvndySwing,306999,https://open.spotify.com/track/0irFsBbVTns85AOtJQ9kis
134,Easy,"Jhay Cortez",304045,https://open.spotify.com/track/7fTsw0IKbbPDN19keS32tF
135,"Me llama",Beret,303882,https://open.spotify.com/track/06ovTE7S3xHfpqxNZxVfSn
136,"Life Is Good (feat. Drake)",Future,302271,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
137,"5 Sentidos",Dvicio,301884,https://open.spotify.com/track/7chjOPhoxbpRYSrO1rvdnu
138,"Kemba Walker","Eladio Carrion",301608,https://open.spotify.com/track/4jhHaLksdP8DJZzxYAjOSz
139,"Contando Lunares (feat. Anitta & Rauw Alejandro) - Remix","Don Patricio",296905,https://open.spotify.com/track/4r2IrqOOdh3dPUKyvRHaSE
140,"Adan y Eva","Paulo Londra",294422,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
141,Porno,"Rich Music LTD",293043,https://open.spotify.com/track/34ZngZgo8xicbt1EE8Ob8Z
142,"La Playa","Myke Towers",292973,https://open.spotify.com/track/6768f4xbHQBpJo5lvFVNvs
143,Circles,"Post Malone",291491,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
144,"Enchochado de Ti","Don Patricio",291212,https://open.spotify.com/track/6G8TNOdTBpBPmDdJAvoVhA
145,"Como Si Fueras a Morir Mañana",Leiva,290884,https://open.spotify.com/track/4aAfLSx9IthpC3Pw5pNk3E
146,"Cuerpo en Venta",Noriel,290396,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7
147,Princesas,Pereza,290128,https://open.spotify.com/track/3hlWUNjAlbZ6nOjAbrivBv
148,Piropo,Noriel,290051,https://open.spotify.com/track/5YrjfKuFd0pMmYTGeRDV6X
149,Velitas,Darell,288036,https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq
150,"Te Robaré","Nicky Jam",287401,https://open.spotify.com/track/4PJ3umtW1aWdfh5EITHc6T
151,Bonita,Juanes,285791,https://open.spotify.com/track/3ewwb5s3WHYqEdkBnwKlTS
152,"Forever (feat. Post Malone & Clever)","Justin Bieber",282620,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
153,"Un Año","Sebastian Yatra",282592,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
154,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,281529,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
155,"QUE PRETENDES","J Balvin",281525,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
156,"Cuando Nadie Ve",Morat,280623,https://open.spotify.com/track/71iAechwVKGu26pahzFL0k
157,"Qué Pena",Maluma,280547,https://open.spotify.com/track/5099x34vBakWpGkHourFxP
158,"Borracho De Amor","Cali Y El Dandee",280330,https://open.spotify.com/track/4QtQgsK7DChmU4EM5NtqyK
159,"Juro Que",ROSALÍA,275419,https://open.spotify.com/track/3ZwQCZ2LuYwuQ6R1p1CJ3w
160,"Les Duele",Morad,274424,https://open.spotify.com/track/3MGvNhxusgtZMVi1PqeTKh
161,"Beautiful People (feat. Khalid)","Ed Sheeran",274237,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
162,Mirándote,Rvfv,273835,https://open.spotify.com/track/6wywJ7RutAY0JL7cMP7uFN
163,"A Escondidas",$kyhook,273469,https://open.spotify.com/track/7754vHc34U2wQMIJFWRhVK
164,"Coronao Now","El Alfa",272437,https://open.spotify.com/track/7FbKipScVxkjQxQXwTd0gL
165,Loco,Beéle,271964,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
166,"Adore You","Harry Styles",271702,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
167,Diavla,"Chris Viz",270997,https://open.spotify.com/track/0Hv33beQ6rSQPnRPlt83O8
168,"Mi Religión","Nil Moliner",270017,https://open.spotify.com/track/2uynv2Yi23wUILfpkRFGPd
169,"Only Human","Jonas Brothers",269911,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
170,Tú,"Myke Towers",268517,https://open.spotify.com/track/7xX3wvvcZvxGCa06KlgTCp
171,"Ride It",Regard,268460,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
172,"No Te Debí Besar","C. Tangana",267161,https://open.spotify.com/track/1KdwnsWOvhM53vezy5ROuf
173,LowKey,"Bryant Myers",267130,https://open.spotify.com/track/3aSZoM8ZylbB0xCBkGpNTg
174,"Maldad (with Maluma)","Steve Aoki",264473,https://open.spotify.com/track/35HXnvswjdVWjQRmqtXPJD
175,"Si Se Da - Remix","Myke Towers",263565,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
