,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"EL BAÑO (feat. Bad Bunny)","Enrique Iglesias",1741180,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
2,"Échame La Culpa","Luis Fonsi",1692845,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
3,Corazón,Maluma,1437586,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
4,Sensualidad,"Bad Bunny",1437417,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
5,Criminal,"Natti Natasha",1230419,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
6,Downtown,Anitta,1178174,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
7,"Havana (feat. Young Thug)","Camila Cabello",1151807,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
8,"Déjate Llevar","Juan Magán",1106044,https://open.spotify.com/track/3xWEI23MLJrD0dpDcDUTW6
9,"Se Preparó",Ozuna,1062319,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
10,Mayores,"Becky G",1041288,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
11,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",1028765,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
12,"Bum Bum Tam Tam","MC Fioti",1003645,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
13,"Suena El Dembow","Joey Montana",917787,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI
14,"Perro Fiel (feat. Nicky Jam)",Shakira,902126,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL
15,"Báilame - Remix",Nacho,887372,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
16,"No vaya a ser","Pablo Alborán",848924,https://open.spotify.com/track/6ZZOdrcqRZzTCwGlsy00SU
17,"Me Rehúso","Danny Ocean",825226,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
18,"New Rules","Dua Lipa",805191,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
19,"Robarte un Beso","Carlos Vives",800769,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
20,SUTRA,"Sebastian Yatra",782991,https://open.spotify.com/track/5TmZYdHW6HJ9gt7Aokuql5
21,"Havana - Remix","Camila Cabello",782546,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
22,rockstar,"Post Malone",746722,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
23,"Besos En Guerra",Morat,742125,https://open.spotify.com/track/1d0c62VFYauOOgxZ2eFUxx
24,Perfect,"Ed Sheeran",734409,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
25,Vuelve,"Daddy Yankee",730663,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv
26,"Que Va","Alex Sensation",724759,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
27,Dura,"Daddy Yankee",721719,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
28,"Quiero Repetir",Ozuna,719990,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
29,Guerrera,DELLAFUENTE,707416,https://open.spotify.com/track/3Q6zROQvMXRtR9NYfDpNWL
30,Wolves,"Selena Gomez",701519,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
31,"Síguelo Bailando",Ozuna,678782,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
32,"She Don't Give a FO (feat. Khea)",Duki,672023,https://open.spotify.com/track/7ehmaSwhEZv4aaJzxsVMGY
33,"Escápate Conmigo (feat. Ozuna)",Wisin,648313,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
34,"El Patio","Pablo López",646462,https://open.spotify.com/track/3YWh4qEPAkWYu2830DFcga
35,"Bella y Sensual","Romeo Santos",641193,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
36,"Shape of You","Ed Sheeran",640121,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
37,Chambea,"Bad Bunny",625619,https://open.spotify.com/track/6ElmxV9B2mSNscEjP27M7i
38,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",619593,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
39,"Explícale (feat. Bad Bunny)",Yandel,612816,https://open.spotify.com/track/1LszjjoVwDDZcWUQbzeDLG
40,"Loco Enamorado","Abraham Mateo",608975,https://open.spotify.com/track/4N1c5rmWOzRmB9SMacr5wB
41,Bella,Wolfine,575384,https://open.spotify.com/track/4R55IUi2x7S5ek2SpebOiE
42,"La isla del amor (feat. Maki)","Demarco Flamenco",542325,https://open.spotify.com/track/0Gw9QC3RqHmTdGqHIWLHb6
43,"Una Lady Como Tú","Manuel Turizo",540020,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
44,"3 A.M.","Jesse & Joy",536872,https://open.spotify.com/track/0yyZN5ASdrYu0XYWFzfxUu
45,"Dusk Till Dawn - Radio Edit",ZAYN,531095,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
46,"La Llamada",Leiva,529569,https://open.spotify.com/track/5ZCamgcqvkckdf2FdfYuth
47,"Háblame Bajito","Abraham Mateo",525614,https://open.spotify.com/track/1s46xFwjfRUkRlPlX3PwPk
48,"Never Be the Same","Camila Cabello",525250,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
49,"Mi Gente","J Balvin",522674,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
