,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,China,"Anuel AA",3633797,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
2,"Yo x Ti, Tu x Mi",ROSALÍA,3116643,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
3,"Otro Trago - Remix",Sech,2299036,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
4,"Adicto (with Anuel AA & Ozuna)",Tainy,2030734,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
5,Callaita,"Bad Bunny",1929903,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
6,"De Tranquilote","Danny Romero",1795228,https://open.spotify.com/track/1IDFcb3cjkj2dhv3UaxX9b
7,"LA CANCIÓN","J Balvin",1696138,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
8,"La Rubia - Remix 2","La Nueva Escuela",1673039,https://open.spotify.com/track/7KKTnv81z6DmfPIGsZWjOW
9,"No Me Conoce - Remix","Jhay Cortez",1646786,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
10,Diavla,"Chris Viz",1600059,https://open.spotify.com/track/1KfrcxnOLyDhd3p4hGrhVe
11,Goteo,Duki,1575483,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B
12,Señorita,"Shawn Mendes",1527530,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
13,"Lola Bunny","Lola Indigo",1493044,https://open.spotify.com/track/7IzbHY75UhGztauT7U5eKb
14,"Soltera (Remix)",Lunay,1472580,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza
15,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,1456562,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
16,"QUE PRETENDES","J Balvin",1439826,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
17,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",1378692,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
18,Velitas,Darell,1314055,https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq
19,DOLLAR,"Becky G",1251184,https://open.spotify.com/track/4ziiAuFyXiY1HNSLGM1xv8
20,Gan-Ga,"Bryant Myers",1215769,https://open.spotify.com/track/2J3jxgfp6GWoBsMPIa20oC
21,"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",1213537,https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD
22,Mirándote,Rvfv,1200244,https://open.spotify.com/track/2Zl9S0KGB7VkqQMJgHBQXN
23,"Si Se Da - Remix","Myke Towers",1169621,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
24,"Indios y Vaqueros",Sinsinati,1093031,https://open.spotify.com/track/3u5GmyJP2MU3tEJgyiAG2T
25,"11 PM",Maluma,1047493,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
26,"A Escondidas",$kyhook,1044144,https://open.spotify.com/track/7754vHc34U2wQMIJFWRhVK
