,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Échame La Culpa","Luis Fonsi",1617639,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
2,"EL BAÑO (feat. Bad Bunny)","Enrique Iglesias",1574974,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
3,Corazón,Maluma,1355973,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
4,Sensualidad,"Bad Bunny",1321601,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
5,"Lo Malo - Operación Triunfo 2017",Aitana,1217360,https://open.spotify.com/track/0Ur4DvUsF7GedvPygHtaRv
6,Criminal,"Natti Natasha",1185796,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
7,"Tu Canción - Operación Triunfo 2017",Amaia,1155729,https://open.spotify.com/track/4KCGvQuZSg7UFmjvipUtZY
8,Downtown,Anitta,1137368,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
9,"Déjate Llevar","Juan Magán",1090554,https://open.spotify.com/track/3xWEI23MLJrD0dpDcDUTW6
10,"Havana (feat. Young Thug)","Camila Cabello",1042710,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
11,Dura,"Daddy Yankee",997603,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
12,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",993520,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
13,"Bum Bum Tam Tam","MC Fioti",989989,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
14,"Se Preparó",Ozuna,969480,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
15,Mayores,"Becky G",944776,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
16,Machika,"J Balvin",889533,https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy
17,"Suena El Dembow","Joey Montana",858237,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI
18,"Báilame - Remix",Nacho,832460,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr
19,"Arde - Operación Triunfo 2017",Aitana,829821,https://open.spotify.com/track/49jhcLhfG1EtNpeVpso7NE
20,"Perro Fiel (feat. Nicky Jam)",Shakira,822689,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL
21,"No vaya a ser","Pablo Alborán",796918,https://open.spotify.com/track/6ZZOdrcqRZzTCwGlsy00SU
22,"Me Rehúso","Danny Ocean",785808,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
23,Solita,Ozuna,754415,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
24,"Robarte un Beso","Carlos Vives",753982,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
25,"New Rules","Dua Lipa",746863,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
26,Guerrera,DELLAFUENTE,727300,https://open.spotify.com/track/3Q6zROQvMXRtR9NYfDpNWL
27,SUTRA,"Sebastian Yatra",726670,https://open.spotify.com/track/5TmZYdHW6HJ9gt7Aokuql5
28,"Havana - Remix","Camila Cabello",721881,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
29,"Quiero Repetir",Ozuna,720463,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
30,"Besos En Guerra",Morat,714762,https://open.spotify.com/track/1d0c62VFYauOOgxZ2eFUxx
31,"Que Nos Sigan Las Luces - Operación Triunfo 2017","Alfred García",708539,https://open.spotify.com/track/34ixN7x3HCqXnM7i0BNdh0
32,"God's Plan",Drake,699668,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
33,Vuelve,"Daddy Yankee",697402,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv
34,rockstar,"Post Malone",697308,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
35,Perfect,"Ed Sheeran",693380,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
36,Bella,Wolfine,674059,https://open.spotify.com/track/4R55IUi2x7S5ek2SpebOiE
37,"Que Va","Alex Sensation",670946,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O
38,"She Don't Give a FO (feat. Khea)",Duki,659539,https://open.spotify.com/track/7ehmaSwhEZv4aaJzxsVMGY
39,"Síguelo Bailando",Ozuna,643336,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
40,Wolves,"Selena Gomez",631330,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
41,"Escápate Conmigo (feat. Ozuna)",Wisin,616392,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
42,"Bella y Sensual","Romeo Santos",613543,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3
43,"Shape of You","Ed Sheeran",609790,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
44,Dembow,"Danny Ocean",596495,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
45,"La Llamada",Leiva,595591,https://open.spotify.com/track/5ZCamgcqvkckdf2FdfYuth
