,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,90MIN,Salmo,4423198,https://open.spotify.com/track/1YzlPeHWPU0JeM0u4ya5zj
2,"Trap Phone (feat. Capo Plaza)","Guè Pequeno",1911495,https://open.spotify.com/track/50Vy6DvEWNLDaQV5j9TdDS
3,"Borsello (feat. Sfera Ebbasta & DrefGold)","Guè Pequeno",1756360,https://open.spotify.com/track/6gAySqc7QK27KEASxmc7Ag
4,"D'estate non vale (feat. Ana Mena)","Fred De Palma",1475014,https://open.spotify.com/track/3dCEtkAfWhk15bLAWZAKLy
5,Pablo,Rvssian,1376414,https://open.spotify.com/track/0l8vhDaEztxLCQsFOAX64d
6,"2% (feat. Frah Quintale)","Guè Pequeno",1307451,https://open.spotify.com/track/1GZPzAyqLxOu9ANPIKMlCs
7,Balla,Zoda,1295333,https://open.spotify.com/track/1ex3YwDpPLF2JeA8ZgPBto
8,Nera,Irama,1232891,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX
9,"Modalità Aereo (feat. Luchè & Marracash)","Guè Pequeno",1200697,https://open.spotify.com/track/6rvSAESqueLmDe00pudWtr
10,"Amore e Capoeira","Takagi & Ketra",1148029,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk
11,Rollercoaster,"Emis Killa",1147786,https://open.spotify.com/track/2Qe5XpRwGHFmMkZim0gRye
12,"Claro (feat. Tony Effe & Prynce)","Guè Pequeno",1147480,https://open.spotify.com/track/56f4pUF10wZMmGtjtw569u
13,"Felicità puttana",Thegiornalisti,1093616,https://open.spotify.com/track/695AOnYHYnvHIMaTNKjkA5
14,"Tesla (feat. Sfera Ebbasta & DrefGold)","Capo Plaza",1084568,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q
15,"Girls Like You (feat. Cardi B)","Maroon 5",1066647,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
16,"Davide (feat. Coez)",Gemitaiz,1040290,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J
17,"Da zero a cento","Baby K",1032730,https://open.spotify.com/track/4cQR1R25cpABjPMzpybNSQ
18,"I Love It (& Lil Pump)","Kanye West",996827,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
19,"Fotografia (feat. Francesca Michielin & Fabri Fibra)","Carl Brave",978981,https://open.spotify.com/track/3fw3W15QK6a9UxJGgndtYu
20,"Guarda Come Flexo 2",MamboLosco,971807,https://open.spotify.com/track/6PX2GtCt8YJzOQ4ulJM41k
21,"In My Mind",Dynoro,959997,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
22,"Falling Down - Bonus Track","Lil Peep",921327,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
23,"Te Boté - Remix","Nio Garcia",918888,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
24,Mala,"Elettra Lamborghini",913892,https://open.spotify.com/track/2N85HU7TqO8lAmHA7AkNdP
25,"Moscow Mule","Benji & Fede",866032,https://open.spotify.com/track/1Lfjom9CoL5hIyvjYey9zs
26,"Nero Bali",Elodie,848342,https://open.spotify.com/track/2hygc41DOo6dGocHEk6Jx1
27,"Solo (feat. Demi Lovato)","Clean Bandit",818003,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
28,"Bella Giornata (prod. Dogslife, Mago del blocco) (feat. Dogslife & Mago del Blocco)","OG Eastbull",812126,https://open.spotify.com/track/76xea5TfeyVu8c4dGWpFD2
29,"Poesia senza veli",Ultimo,810557,https://open.spotify.com/track/3f2b204xj4jZdoHjo9wj0W
30,"Bastardi Senza Gloria (feat. Noyz Narcos)","Guè Pequeno",810178,https://open.spotify.com/track/2ssOc4e6FAIneETAB2fQZK
31,"In My Feelings",Drake,803495,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
32,Italiana,J-AX,786028,https://open.spotify.com/track/0ptaq4BSl6jrXfGyLzJjYE
33,"Bling Bling (Oro)","Guè Pequeno",771261,https://open.spotify.com/track/0UyV3ehXT0z3wzkuW7fSxo
34,"New York",Thegiornalisti,764410,https://open.spotify.com/track/1nhEQjgj0NrtAoDuFEhMEL
35,"Mwaka Moon - Remix",Kalash,745021,https://open.spotify.com/track/1OGORI9Hx45AEYqxkndMhN
36,"Faccio Quello Che Voglio","Fabio Rovazzi",739944,https://open.spotify.com/track/3ZSiGHNkkWgFInQqPEP0xb
37,"Ne è valsa la pena (feat. Ghali)","Capo Plaza",735847,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO
38,"Porto Cervo",Lazza,724111,https://open.spotify.com/track/0TAt3c8KXb1D3sWT8ENar8
39,"Vaina Loca",Ozuna,723368,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
40,"Jackie Chan",Tiësto,717626,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
41,"Peace & Love","Charlie Charles",682082,https://open.spotify.com/track/4BGmYEDOK1swwoxTtfmVZD
42,"Uno squillo","Capo Plaza",677199,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
