,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Soldi,Mahmood,3600104,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
2,"Con Calma","Daddy Yankee",2734363,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
3,"I Tuoi Particolari",Ultimo,2525985,https://open.spotify.com/track/524euygKKFWurhvIdSrkg6
4,"Per Un Milione",Boomdabash,2202234,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
5,"Calma - Remix","Pedro Capó",2086254,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
6,"È sempre bello",Coez,2059982,https://open.spotify.com/track/18LXrvm337xqvFxpaB9Puj
7,"Sweet but Psycho","Ava Max",2004588,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
8,"La ragazza con il cuore di latta",Irama,1961376,https://open.spotify.com/track/0NmyHZZMfVBiUSOfDmz9Bf
9,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,1806386,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
10,"Baila Baila Baila",Ozuna,1764040,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
11,Shallow,"Lady Gaga",1491953,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
12,"Senza farlo apposta",Shade,1490509,https://open.spotify.com/track/55t2S1tpx1Bj3C5bIEn2BF
13,"Stamm Fort (feat. Sfera Ebbasta)",Luche,1421736,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
14,"Catrame (feat. Tedua)",Lazza,1281519,https://open.spotify.com/track/5qbVso0dAtoI2gFhj7V8oG
15,Happier,Marshmello,1254249,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
16,"Hola (I Say) (feat. Tom Walker)","Marco Mengoni",1224468,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi
17,"Adan y Eva","Paulo Londra",1168957,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
18,"Box Logo (feat. Fabri Fibra)",Lazza,1079411,https://open.spotify.com/track/62HMQx6P4BOuHCjbyldghK
19,Netflix,Lazza,1075094,https://open.spotify.com/track/1XiF40UZiMZstIl37DdRaC
20,"Rolls Royce (feat. Boss Doms & Frenetik&Orang3)","Achille Lauro",1069035,https://open.spotify.com/track/68IBz8C8oFUIVC4Xgf0f0g
21,"Cascare nei tuoi occhi",Ultimo,1014297,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
