,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Veleno 7",Gemitaiz,7042153,https://open.spotify.com/track/3fV9z98dnQLSIPIMMJXCm7
2,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",3705397,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
3,"Ostia Lido",J-AX,3345072,https://open.spotify.com/track/2J9TGb5CRT4omfAgnKmXn5
4,Elisir,Tedua,2798441,https://open.spotify.com/track/7sbVjYS23l02aoYoUsKSbQ
5,JAMBO,"Takagi & Ketra",2773803,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
6,"bad guy","Billie Eilish",2074775,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
7,"Per Un Milione",Boomdabash,2024443,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
8,"I Don't Care (with Justin Bieber)","Ed Sheeran",1865766,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
9,"Con Calma","Daddy Yankee",1823550,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
10,"Look Back at It (feat. CAPO PLAZA)","A Boogie Wit da Hoodie",1700637,https://open.spotify.com/track/34Jnbbi34tPtYdutY5Pd6G
11,"Dove e quando","Benji & Fede",1614100,https://open.spotify.com/track/5BAJMdCQqax0oBQigQTl5h
12,Mademoiselle,"Sfera Ebbasta",1573982,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c
13,"Calma - Remix","Pedro Capó",1530031,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
14,"Someone You Loved","Lewis Capaldi",1514716,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
15,m8nstar,"tha Supreme",1500151,https://open.spotify.com/track/5Aw0QmDZJZID69ZcTvEzXI
16,"È sempre bello",Coez,1491817,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
17,Arrogante,Irama,1409032,https://open.spotify.com/track/14lgKkkbNsJl9fItqnEfpV
