,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Fumo Da Solo",Izi,2632965,https://open.spotify.com/track/4sYbBt781iAS2S76IeMwIG
2,"Torna a casa",Måneskin,2448080,https://open.spotify.com/track/7dV2UrZQ58Mn18u0V19S3Y
3,"Cambiare Adesso","Dark Polo Gang",2186955,https://open.spotify.com/track/01MJgnPL3AuwmYQ4EbHzD7
4,"Fuoco e benzina","Emis Killa",1943988,https://open.spotify.com/track/4mIJzlHwszGdvjhbOuAU6j
5,90MIN,Salmo,1767267,https://open.spotify.com/track/1YzlPeHWPU0JeM0u4ya5zj
6,"Trap Phone (feat. Capo Plaza)","Guè Pequeno",1342858,https://open.spotify.com/track/50Vy6DvEWNLDaQV5j9TdDS
7,"D'estate non vale (feat. Ana Mena)","Fred De Palma",1300075,https://open.spotify.com/track/3dCEtkAfWhk15bLAWZAKLy
8,"Borsello (feat. Sfera Ebbasta & DrefGold)","Guè Pequeno",1241938,https://open.spotify.com/track/6gAySqc7QK27KEASxmc7Ag
9,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1192702,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
10,Pablo,Rvssian,1179439,https://open.spotify.com/track/0l8vhDaEztxLCQsFOAX64d
11,"In My Mind",Dynoro,1104477,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
12,Rollercoaster,"Emis Killa",1062059,https://open.spotify.com/track/2Qe5XpRwGHFmMkZim0gRye
13,"2% (feat. Frah Quintale)","Guè Pequeno",1010730,https://open.spotify.com/track/1GZPzAyqLxOu9ANPIKMlCs
14,Nera,Irama,1003881,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX
15,"Davide (feat. Coez)",Gemitaiz,967631,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J
16,Splash,"Dark Polo Gang",966085,https://open.spotify.com/track/3plul4vw51AF1e8FRykm96
17,Balla,Zoda,964466,https://open.spotify.com/track/1ex3YwDpPLF2JeA8ZgPBto
18,"Girls Like You (feat. Cardi B)","Maroon 5",931627,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
19,"Tesla (feat. Sfera Ebbasta & DrefGold)","Capo Plaza",915580,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q
20,"Cascare nei tuoi occhi",Ultimo,890795,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
21,"Guarda Come Flexo 2",MamboLosco,884756,https://open.spotify.com/track/6PX2GtCt8YJzOQ4ulJM41k
22,"Amore e Capoeira","Takagi & Ketra",868989,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk
23,"Fotografia (feat. Francesca Michielin & Fabri Fibra)","Carl Brave",858312,https://open.spotify.com/track/3fw3W15QK6a9UxJGgndtYu
24,Vertigini,Tedua,827053,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU
25,"Modalità Aereo (feat. Luchè & Marracash)","Guè Pequeno",824031,https://open.spotify.com/track/6rvSAESqueLmDe00pudWtr
26,"La stessa","Alessandra Amoroso",814295,https://open.spotify.com/track/6ZOsBNvsw48kvmUFDet8tK
27,"I Love It (& Lil Pump)","Kanye West",800753,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
28,"New York",Thegiornalisti,789483,https://open.spotify.com/track/1nhEQjgj0NrtAoDuFEhMEL
29,"Bella Giornata (prod. Dogslife, Mago del blocco) (feat. Dogslife & Mago del Blocco)","OG Eastbull",781113,https://open.spotify.com/track/76xea5TfeyVu8c4dGWpFD2
30,"Te Boté - Remix","Nio Garcia",774654,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
31,"Toy Boy","Dark Polo Gang",770398,https://open.spotify.com/track/7CoEfOFe6fmJ2IIkTxQ2EK
32,"Poesia senza veli",Ultimo,768063,https://open.spotify.com/track/3f2b204xj4jZdoHjo9wj0W
33,"Da zero a cento","Baby K",766779,https://open.spotify.com/track/4cQR1R25cpABjPMzpybNSQ
34,"Felicità puttana",Thegiornalisti,746430,https://open.spotify.com/track/695AOnYHYnvHIMaTNKjkA5
35,Happier,Marshmello,738899,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
36,"Moscow Mule","Benji & Fede",738247,https://open.spotify.com/track/1Lfjom9CoL5hIyvjYey9zs
37,"Vaina Loca",Ozuna,731518,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
38,"Promises (with Sam Smith)","Calvin Harris",727188,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
39,"Solo (feat. Demi Lovato)","Clean Bandit",711647,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
40,"Uno squillo","Capo Plaza",676691,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
41,"Morirò da Re",Måneskin,668001,https://open.spotify.com/track/47LqR8uKRA8WcZcSXkdAbz
42,"Ne è valsa la pena (feat. Ghali)","Capo Plaza",663954,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO
43,"Mwaka Moon - Remix",Kalash,654925,https://open.spotify.com/track/1OGORI9Hx45AEYqxkndMhN
44,"Nero Bali",Elodie,646765,https://open.spotify.com/track/2hygc41DOo6dGocHEk6Jx1
45,"Falling Down - Bonus Track","Lil Peep",640684,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
46,"Solo Te E Me (feat. Giulia Jean)",GionnyScandal,639838,https://open.spotify.com/track/7zPr2eaVerEShHQ36BHQTD
47,"Porto Cervo",Lazza,638654,https://open.spotify.com/track/0TAt3c8KXb1D3sWT8ENar8
48,"Jackie Chan",Tiësto,638488,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
49,"Peace & Love","Charlie Charles",631740,https://open.spotify.com/track/4BGmYEDOK1swwoxTtfmVZD
50,"Tutto tua madre",J-AX,623011,https://open.spotify.com/track/1PahySwtcIaiG7GUnCy9tx
51,Moonlight,XXXTENTACION,612840,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
52,Malibu,"Vegas Jones",599505,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw
53,Pianeti,Ultimo,588843,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
54,"In My Feelings",Drake,585489,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
55,"Claro (feat. Tony Effe & Prynce)","Guè Pequeno",579934,https://open.spotify.com/track/56f4pUF10wZMmGtjtw569u
56,"Un domani (feat. Mr.Rain)",Annalisa,575435,https://open.spotify.com/track/5ZUbSBnGDbmBGcH2l1575M
57,"Faccio Quello Che Voglio","Fabio Rovazzi",574044,https://open.spotify.com/track/3ZSiGHNkkWgFInQqPEP0xb
58,"My Life Is Going On - Burak Yeter Remix","Burak Yeter",567081,https://open.spotify.com/track/2qzyXvxqBlOx4BUzbTzPvu
59,SAD!,XXXTENTACION,554261,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
60,"Bling Bling (Oro)","Guè Pequeno",541520,https://open.spotify.com/track/0UyV3ehXT0z3wzkuW7fSxo
61,"I Like It","Cardi B",533996,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
62,"Non Ho Mai Avuto La Mia Età",Rkomi,528426,https://open.spotify.com/track/1AOBOTURBuPE4dpfe8D97A
63,"Torna Da Me",Luche,513893,https://open.spotify.com/track/5iSHLCuc0K3pUW16b7sSP4
64,"Keanu Reeves (feat. Achille Lauro)",Gemitaiz,511955,https://open.spotify.com/track/1MGXWglFoINJdrcp2W0U0w
65,"Non Abbiamo Età",Luche,503455,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3
66,Italiana,J-AX,501322,https://open.spotify.com/track/0ptaq4BSl6jrXfGyLzJjYE
67,"La musica non c'è",Coez,499484,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
68,"Il ballo delle incertezze",Ultimo,494820,https://open.spotify.com/track/0Wq6iAraiUpSbBSPmv4gLu
69,"Young Rich Gang","Dark Polo Gang",490573,https://open.spotify.com/track/4OxhRzZVJmCraeu8F45fxe
70,"Solletico (feat. Tedua & The Night Skinny)",Rkomi,483699,https://open.spotify.com/track/6gan8nbS78t2sUy0M9UpAX
71,"Hands Up (feat. DNCE)","Merk & Kremont",478741,https://open.spotify.com/track/0nlyO7lNTOYB0gjDp7NI7H
72,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,478001,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
73,"Venom - Music From The Motion Picture",Eminem,476812,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
74,Youngblood,"5 Seconds of Summer",472923,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
75,British,"Dark Polo Gang",463220,https://open.spotify.com/track/3JEvpERjiUoFXZO1BUc2dv
76,"Be Alright","Dean Lewis",456670,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
77,"Eastside (with Halsey & Khalid)","benny blanco",453955,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
78,Mala,"Elettra Lamborghini",434922,https://open.spotify.com/track/2N85HU7TqO8lAmHA7AkNdP
79,Thunderclouds,Sia,433736,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
80,"Cupido (feat. Quavo)","Sfera Ebbasta",429875,https://open.spotify.com/track/0dLToDou8YHYJpQltj3Ijy
81,"Bastardi Senza Gloria (feat. Noyz Narcos)","Guè Pequeno",428344,https://open.spotify.com/track/2ssOc4e6FAIneETAB2fQZK
82,"Uomini E Donne","Dark Polo Gang",427173,https://open.spotify.com/track/18gUkxXyOVGMo6rhPokdX7
83,Bulldozer,"JUNIOR CALLY",426946,https://open.spotify.com/track/15iRDprdBB9CvBIRPvThj6
84,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,419032,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
85,"Questa nostra stupida canzone d'amore",Thegiornalisti,415584,https://open.spotify.com/track/1Kw6V4wiZKTVwLZ5YcYJR3
86,"Lucky You (feat. Joyner Lucas)",Eminem,414539,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
87,Rise,"Jonas Blue",414447,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
88,Calypso,"Luis Fonsi",413389,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
89,Natural,"Imagine Dragons",411905,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
90,STOOPID,6ix9ine,403450,https://open.spotify.com/track/1jQvUmf16VE9WQCPuK2e8K
91,"Fumo bianco","Chadia Rodriguez",403339,https://open.spotify.com/track/54ivBWjaiBH5W2fAVYV1k3
92,"Ricchi x Sempre","Sfera Ebbasta",401952,https://open.spotify.com/track/0kHTkvGavvk2MjBTSUtOZx
93,"One Kiss (with Dua Lipa)","Calvin Harris",399156,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
94,"Purple Rain (feat. Gemitaiz & Frenetik&Orang3)","Achille Lauro",391984,https://open.spotify.com/track/0PpB4YTfszDRmQxLirA4pM
95,BEBE,6ix9ine,389305,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
