,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Happy Birthday","Sfera Ebbasta",3449329,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2
2,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,3098082,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
3,"Torna a casa",Måneskin,2074708,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
4,Popstar,"Sfera Ebbasta",1939877,https://open.spotify.com/track/1fIuF52zouQWN13q3X9FHk
5,"La fine del mondo",Anastasio,1655355,https://open.spotify.com/track/3FhWEh7VTAOYK4edZqNWNB
6,90MIN,Salmo,1623019,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
7,"oh 9od","tha Supreme",1619807,https://open.spotify.com/track/0UuqwLM3UFmwcXSJgfFHvr
8,"CABRIOLET (feat. Sfera Ebbasta)",Salmo,1603143,https://open.spotify.com/track/7wC76LWyNxaP3hjGzbWOcN
9,"Uh Ah Hey","Sfera Ebbasta",1552105,https://open.spotify.com/track/2zsJ7dZdvtmUBDOuRSqQ5h
10,"STAI ZITTO (feat. Fabri Fibra)",Salmo,1432848,https://open.spotify.com/track/2rgOAX5Cj3pk8JFnaPwJbd
11,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1387203,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
12,Cherofobia,"Martina Attili",1215719,https://open.spotify.com/track/2TfcMUAZ4vH4fTA9eF53v2
13,"Cascare nei tuoi occhi",Ultimo,1204830,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
14,LUNEDI',Salmo,1179528,https://open.spotify.com/track/1VNARx6Sm6ZYAsDMCGiU1B
15,"Fuoco e benzina","Emis Killa",1112132,https://open.spotify.com/track/4Fs1sEg9Mwn6vykFD89xvc
16,"Cambiare Adesso","Dark Polo Gang",1109836,https://open.spotify.com/track/01MJgnPL3AuwmYQ4EbHzD7
17,"SPARARE ALLA LUNA (feat. Coez)",Salmo,1108597,https://open.spotify.com/track/4spkZ6gRKh827yp6JI6TN1
