,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",2523453,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
2,"Per Un Milione",Boomdabash,1795512,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
3,"È sempre bello",Coez,1638539,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
4,"bad guy","Billie Eilish",1628351,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
5,Mademoiselle,"Sfera Ebbasta",1585107,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c
6,"Con Calma","Daddy Yankee",1569358,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
7,m8nstar,"tha Supreme",1554731,https://open.spotify.com/track/5Aw0QmDZJZID69ZcTvEzXI
8,"Calma - Remix","Pedro Capó",1410448,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
9,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,1339370,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
10,Soldi,Mahmood,1190445,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
11,"Sweet but Psycho","Ava Max",1136058,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
12,"I Tuoi Particolari",Ultimo,1130773,https://open.spotify.com/track/0psAGFzUF64N2Ae4gMExzu
13,"Rondini Al Guinzaglio",Ultimo,1090646,https://open.spotify.com/track/1jhHPnmgZepKU8qX4VhRZ0
14,"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)","Takagi & Ketra",1080290,https://open.spotify.com/track/0swoHiwTazywpoqiKDUtGQ
15,"Adan y Eva","Paulo Londra",1052772,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
16,"I Love You",Ghali,1007357,https://open.spotify.com/track/7GOFNyZcCTwm1SsC5jOFpA
17,"Someone You Loved","Lewis Capaldi",987043,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
18,"Blu (feat. Elisa)",Rkomi,986318,https://open.spotify.com/track/0Q4v8N758nx98YxObfqkNC
19,"Don't Call Me Up",Mabel,954829,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
20,"Mon Cheri (feat. Sfera Ebbasta)",Rkomi,950918,https://open.spotify.com/track/66UkKyxN5YbJl9z7YamQOR
21,"Baila Baila Baila",Ozuna,948915,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
22,"Bad Liar","Imagine Dragons",947067,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
23,"Te Robaré","Nicky Jam",928309,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
24,HP,Maluma,906141,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
25,"Old Town Road","Lil Nas X",862068,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
26,"Dammi Un Motivo",Izi,856272,https://open.spotify.com/track/0oZlPs7TYiYlLfveiUfQJ6
27,"2% (feat. Frah Quintale)","Guè Pequeno",834110,https://open.spotify.com/track/5ODlTG5qxhCsC05E36Rv25
28,"Stamm Fort (feat. Sfera Ebbasta)",Luche,814274,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
29,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",799335,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
30,"Senza farlo apposta",Shade,767110,https://open.spotify.com/track/55t2S1tpx1Bj3C5bIEn2BF
31,Domenica,Coez,744492,https://open.spotify.com/track/2tVNMtgZ2CQpTx7vgcuTkL
32,SOS,Avicii,740809,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
33,"La ragazza con il cuore di latta",Irama,728137,https://open.spotify.com/track/0NmyHZZMfVBiUSOfDmz9Bf
34,"C'est la vie","Achille Lauro",720630,https://open.spotify.com/track/6qrzETcLAmhkNW5PbkwcJI
35,90MIN,Salmo,694235,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
36,Homicide,Logic,689743,https://open.spotify.com/track/0Lw6aQcBFWTQ9m4MSwwwes
37,"Senza Di Me (feat. Venerus & Franco126)",Gemitaiz,684752,https://open.spotify.com/track/3xGD5KhnizETt7KQwxtUAc
38,"High Hopes","Panic! At The Disco",663941,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
39,"Contra La Pared","Sean Paul",658356,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
40,"Posso (feat. Max Gazzé)","Carl Brave",638823,https://open.spotify.com/track/5N0nmOmc0MqPZTYKw4fVV6
