,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"blun7 a swishland","tha Supreme",7271621,https://open.spotify.com/track/0oR0Wr9N52K1vbAOuGvMJz
2,"SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)",Marracash,4587655,https://open.spotify.com/track/020wG4EHTwBy5h2rbpxqvK
3,"CRUDELIA - I nervi",Marracash,3404344,https://open.spotify.com/track/1OeIJITrlUR4qss2kywMEn
4,"Dance Monkey","Tones And I",2961298,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt",2331568,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
6,"RITMO (Bad Boys For Life)","Black Eyed Peas",2029192,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
7,"MADAME - L'anima (feat. Madame)",Marracash,1981428,https://open.spotify.com/track/2wL96n9ToLGhekNTFrPhxj
8,"Pookie (feat. Capo Plaza) - Remix","Aya Nakamura",1977101,https://open.spotify.com/track/6h5nbfvIJHRNH3oGrNWJwn
9,"APPARTENGO - Il sangue (feat. Massimo Pericolo)",Marracash,1866278,https://open.spotify.com/track/2tpfOljBdskx8G331TjRps
10,"QUELLI CHE NON PENSANO - Il cervello (feat. Coez)",Marracash,1851360,https://open.spotify.com/track/6l1Jnqfu7GAOV4MDgA2bNP
11,"BRAVI A CADERE - I polmoni",Marracash,1831284,https://open.spotify.com/track/4SpV49wwekArulAVjEez3i
12,"QUALCOSA IN CUI CREDERE - Lo scheletro (feat. Guè Pequeno)",Marracash,1686736,https://open.spotify.com/track/39hRcGieqFaKfZ7LN91Vy5
13,Chiasso,Random,1635606,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
14,Bossoli,Shiva,1535572,https://open.spotify.com/track/5mn8bU8IjYqr8ZqTDmLtSO
15,"Non Avere Paura","Tommaso Paradiso",1535201,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
16,Flashback,Ghali,1520456,https://open.spotify.com/track/0brdfMwwi0kQKFuW1UtiPx
17,"Una volta ancora (feat. Ana Mena)","Fred De Palma",1515648,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
18,"SPORT - I muscoli (feat. Luchè)",Marracash,1408149,https://open.spotify.com/track/3HVm4g9bZHo0aMsjzGS7Ro
19,Barrio,Mahmood,1384428,https://open.spotify.com/track/1MCSc1ZxlwV5muFXKocAnW
20,"G.O.A.T. - Il cuore",Marracash,1378674,https://open.spotify.com/track/50c3vq2uUkSV8QrcbcPWW3
21,"Twerk (con Boro Boro)",MamboLosco,1360632,https://open.spotify.com/track/4jiCUUfjuJoG03gnw3jj1r
22,"NON SONO MARRA - La pelle (feat. Mahmood)",Marracash,1358777,https://open.spotify.com/track/0pl6P6vTEB9pNABaD53SgS
23,"Gigolò (feat. Sfera Ebbasta & Capo Plaza)",Lazza,1334705,https://open.spotify.com/track/4KilYheWwxakB1L43ECTeP
24,"BODY PARTS - I denti",Marracash,1332893,https://open.spotify.com/track/4WOXQYfq3fYVRMcaXuHBAD
25,"GANG (feat. Geolier)","Samurai Jay",1231433,https://open.spotify.com/track/2Yd6hF9rBSibtF4hlcnBEw
26,"Cin Cin",Alfa,1215814,https://open.spotify.com/track/0EThQdS5hqhByp2CLttKin
27,Lento,"Boro Boro",1212576,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
28,"Fuori E Dentro (feat. tha Supreme)",Gemitaiz,1190729,https://open.spotify.com/track/34UHhwlly3SHryWuVfMOJm
29,Memories,"Maroon 5",1156523,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
30,Rossetto,Random,1091237,https://open.spotify.com/track/4nWtDExgGzlOQwxmp5JjUT
31,"POCO DI BUONO - Il fegato",Marracash,1076992,https://open.spotify.com/track/4ykwdc532KqgY4z8CJcUwO
32,"Piccola Stella",Ultimo,1070155,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
33,"C'est La Vie",TY1,1059488,https://open.spotify.com/track/5l93giGtSBNAJUVj8hPygt
34,"YOSHI (feat. Fabri Fibra) - prod. Strage",MACHETE,997828,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
35,"GRETA THUNBERG - Lo stomaco (feat. Cosmo)",Marracash,995512,https://open.spotify.com/track/38VKvSaq4ic5k5zCHshjMo
36,"DA BUTTARE - Il ca**o",Marracash,990033,https://open.spotify.com/track/2auOwPOpAxhGmJfIaxS0kQ
37,"Mon Fre - feat. Emis Killa",Shiva,978375,https://open.spotify.com/track/4dDMgEj5GpBTI1lvVlYPu7
38,"TUTTO QUESTO NIENTE - Gli occhi",Marracash,970340,https://open.spotify.com/track/5Lwin5QMDUiC5W39iJ6nsi
39,"La tua canzone",Coez,955876,https://open.spotify.com/track/4Z43nMEiOiNeDrqu2BN0JD
40,"SCACCIACANI - feat. Massimo Pericolo - prod. Crookers & Nic Sarno",Ketama126,907193,https://open.spotify.com/track/1T4Q9sLfxlFP4EMvedo8p3
41,"Na Na Na",Holden,883132,https://open.spotify.com/track/3arKLum0IMREFOSq3OkpaF
42,"MI AMI O NO (feat. Capo Plaza)",Giaime,879233,https://open.spotify.com/track/2UsAeEA2JH7kKSOflP23zY
43,"Il tuo profumo","Fred De Palma",878784,https://open.spotify.com/track/0sqbGUEecNagMilnntIsuZ
44,"LOVE BANDANA - feat. Tedua",Ketama126,869991,https://open.spotify.com/track/15hXSWGLcvtUZLtzCY7E0Q
45,"Non sto più in zona",Shiva,848329,https://open.spotify.com/track/2PQuj6TMxl5hcgMG30e2Ij
