,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Amore e Capoeira","Takagi & Ketra",2308724,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk
2,Nera,Irama,2199929,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX
3,Pablo,Rvssian,2119883,https://open.spotify.com/track/0l8vhDaEztxLCQsFOAX64d
4,"Da zero a cento","Baby K",2108800,https://open.spotify.com/track/4cQR1R25cpABjPMzpybNSQ
5,"In My Feelings",Drake,1648795,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
6,"Tesla (feat. Sfera Ebbasta & DrefGold)","Capo Plaza",1570023,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q
7,"Fotografia (feat. Francesca Michielin & Fabri Fibra)","Carl Brave",1511084,https://open.spotify.com/track/3fw3W15QK6a9UxJGgndtYu
8,Italiana,J-AX,1486977,https://open.spotify.com/track/0ptaq4BSl6jrXfGyLzJjYE
9,"Felicità puttana",Thegiornalisti,1450567,https://open.spotify.com/track/7iyhPEsF6Ea83e3eR87UjY
10,Rollercoaster,"Emis Killa",1357430,https://open.spotify.com/track/2Qe5XpRwGHFmMkZim0gRye
11,"Nero Bali",Elodie,1355474,https://open.spotify.com/track/2hygc41DOo6dGocHEk6Jx1
12,"Davide (feat. Coez)",Gemitaiz,1325278,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J
13,"Te Boté - Remix","Nio Garcia",1285019,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
14,"Non Ti Dico No",Boomdabash,1270699,https://open.spotify.com/track/07Xuc7SQU2GAJY6Gnt93ub
15,"D'estate non vale (feat. Ana Mena)","Fred De Palma",1257745,https://open.spotify.com/track/3dCEtkAfWhk15bLAWZAKLy
16,"Moscow Mule","Benji & Fede",1252341,https://open.spotify.com/track/1Lfjom9CoL5hIyvjYey9zs
17,"Girls Like You (feat. Cardi B)","Maroon 5",1111624,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
18,"One Kiss (with Dua Lipa)","Calvin Harris",1008431,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
19,"Solo (feat. Demi Lovato)","Clean Bandit",996420,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
20,"Morirò da Re",Måneskin,992306,https://open.spotify.com/track/47LqR8uKRA8WcZcSXkdAbz
21,"Faccio Quello Che Voglio","Fabio Rovazzi",977187,https://open.spotify.com/track/3ZSiGHNkkWgFInQqPEP0xb
22,"La Cintura","Alvaro Soler",965286,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
23,"Jackie Chan",Tiësto,906573,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
