,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,3078408,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
2,"La fine del mondo",Anastasio,2598815,https://open.spotify.com/track/3FhWEh7VTAOYK4edZqNWNB
3,"Happy Birthday","Sfera Ebbasta",2360246,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2
4,"Torna a casa",Måneskin,2011404,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
5,90MIN,Salmo,1538957,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
6,"CABRIOLET (feat. Sfera Ebbasta)",Salmo,1489383,https://open.spotify.com/track/7wC76LWyNxaP3hjGzbWOcN
7,"oh 9od","tha Supreme",1470424,https://open.spotify.com/track/0UuqwLM3UFmwcXSJgfFHvr
8,"STAI ZITTO (feat. Fabri Fibra)",Salmo,1344596,https://open.spotify.com/track/2rgOAX5Cj3pk8JFnaPwJbd
9,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1305219,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
10,"Cascare nei tuoi occhi",Ultimo,1273160,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
11,"Los Angeles",Luna,1174764,https://open.spotify.com/track/44oZqBLSPMKbxB0bOuUrEN
12,Cherofobia,"Martina Attili",1174363,https://open.spotify.com/track/2TfcMUAZ4vH4fTA9eF53v2
13,LUNEDI',Salmo,1135907,https://open.spotify.com/track/1VNARx6Sm6ZYAsDMCGiU1B
14,"Fuoco e benzina","Emis Killa",1115755,https://open.spotify.com/track/4Fs1sEg9Mwn6vykFD89xvc
15,"Cambiare Adesso","Dark Polo Gang",1096667,https://open.spotify.com/track/01MJgnPL3AuwmYQ4EbHzD7
16,Popstar,"Sfera Ebbasta",1042698,https://open.spotify.com/track/1fIuF52zouQWN13q3X9FHk
17,"SPARARE ALLA LUNA (feat. Coez)",Salmo,1020696,https://open.spotify.com/track/4spkZ6gRKh827yp6JI6TN1
18,"MIA (feat. Drake)","Bad Bunny",1009336,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
19,"All I Want for Christmas Is You","Mariah Carey",966272,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
20,"Bella e rovinata",Irama,955899,https://open.spotify.com/track/5uPQRVuGquShCnqzuOTq4B
21,"Hola (I Say) (feat. Tom Walker)","Marco Mengoni",944088,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi
