,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Gigolò (feat. Sfera Ebbasta & Capo Plaza)",Lazza,3641910,https://open.spotify.com/track/4KilYheWwxakB1L43ECTeP
2,"Pookie (feat. Capo Plaza) - Remix","Aya Nakamura",2806874,https://open.spotify.com/track/1MtmXPxXP4ntSjfF5xnOyM
3,Chiasso,Random,2259082,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
4,"Una volta ancora (feat. Ana Mena)","Fred De Palma",2213758,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
5,"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt",2123811,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
6,"Dance Monkey","Tones And I",1927878,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
7,Bossoli,Shiva,1818028,https://open.spotify.com/track/5mn8bU8IjYqr8ZqTDmLtSO
8,"Twerk (con Boro Boro)",MamboLosco,1762568,https://open.spotify.com/track/4jiCUUfjuJoG03gnw3jj1r
9,"Non sto più in zona",Shiva,1721547,https://open.spotify.com/track/2PQuj6TMxl5hcgMG30e2Ij
10,Barrio,Mahmood,1711795,https://open.spotify.com/track/1MCSc1ZxlwV5muFXKocAnW
11,"Fuori E Dentro (feat. tha Supreme)",Gemitaiz,1622969,https://open.spotify.com/track/34UHhwlly3SHryWuVfMOJm
12,Lento,"Boro Boro",1610775,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
13,"Non Avere Paura","Tommaso Paradiso",1562743,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
14,"Cin Cin",Alfa,1546717,https://open.spotify.com/track/0EThQdS5hqhByp2CLttKin
15,"MI AMI O NO (feat. Capo Plaza)",Giaime,1442600,https://open.spotify.com/track/2UsAeEA2JH7kKSOflP23zY
16,"Dove e quando","Benji & Fede",1395868,https://open.spotify.com/track/5BAJMdCQqax0oBQigQTl5h
17,"Yacht (feat. Luchè)",Geolier,1367455,https://open.spotify.com/track/2XOMWoSURsGJy0KTzbzroh
18,"Mon Fre - feat. Emis Killa",Shiva,1326476,https://open.spotify.com/track/4dDMgEj5GpBTI1lvVlYPu7
19,"YOSHI (feat. tha Supreme, Fabri Fibra & Capo Plaza) - prod. Strage [Remix]",MACHETE,1290368,https://open.spotify.com/track/0VU34EBWTAlHVIZE3aWlZA
20,"Piccola Stella",Ultimo,1205738,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
21,Lalala,Y2K,1203718,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
22,"YOSHI (feat. Fabri Fibra) - prod. Strage",MACHETE,1201502,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
23,"HIGHEST IN THE ROOM","Travis Scott",1191756,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
24,"Margarita (con Marracash)",Elodie,1175638,https://open.spotify.com/track/3qBtltssunsFuzn6DxXI0b
25,"Na Na Na",Holden,1174161,https://open.spotify.com/track/1cg6IqyZgBCU6P34gY161z
26,"La hit dell'estate",Shade,1073744,https://open.spotify.com/track/443cnFF139Ql85enXOTWEu
27,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",1073499,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
28,"Non Ci Sto (con Marracash & Carl Brave)",Shablo,1050056,https://open.spotify.com/track/5stH9hqpR941AmiJ9tVzrN
29,FIORI,Giaime,1044744,https://open.spotify.com/track/500c6DLy4ag8gFAnkuzTxP
30,Señorita,"Shawn Mendes",1030456,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
31,"SCACCIACANI - feat. Massimo Pericolo - prod. Crookers & Nic Sarno",Ketama126,1022274,https://open.spotify.com/track/2665YLaM0dLaIhkjpUHT7k
32,"Mambo Salentino",Boomdabash,1008504,https://open.spotify.com/track/7piIo15vVy3ULGXSpFs5xc
33,"Esagono (feat. Salmo)",Gemitaiz,991901,https://open.spotify.com/track/0Rsfm3UqHkNzKsb6L0Yz3Y
34,"Nisciun' (feat. Geolier)","Rocco Hunt",973906,https://open.spotify.com/track/6nUJr7wd4hiPBLjC8Db2Cr
35,Arrogante,Irama,965312,https://open.spotify.com/track/14lgKkkbNsJl9fItqnEfpV
36,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",960287,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
37,"Million Dollar (feat. Emis Killa)",Lazza,956964,https://open.spotify.com/track/02u0HfMJJHounSHHPGyjeY
38,"Look Back at It (feat. CAPO PLAZA)","A Boogie Wit da Hoodie",948778,https://open.spotify.com/track/34Jnbbi34tPtYdutY5Pd6G
39,JAMBO,"Takagi & Ketra",919409,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
40,Ouver2re,Lazza,915899,https://open.spotify.com/track/5c591Ck7sCY0jqsBZgQayy
41,China,"Anuel AA",897042,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
42,"Veleno 7",Gemitaiz,881141,https://open.spotify.com/track/2jkIbZ43eH3rM1yro2Ojzh
43,"Stay Away (feat. Ketama126, Side Baby & Franco126)","Night Skinny",852984,https://open.spotify.com/track/6oZJl2T2hdHnMYcZR6VJGb
44,"MARYLEAN (feat. Marracash) - prod. Low Kidd",MACHETE,839590,https://open.spotify.com/track/28fRkU3vhqAJdl9i9458pQ
45,"Duemila volte","Marco Mengoni",831536,https://open.spotify.com/track/7wQ9SAdzNgJ7dR1mXQiYfF
46,"Polo nord - C+N Progressive Mix","Massimo Pericolo",829043,https://open.spotify.com/track/1Wbc0N0X1zkFqnKGcj8Quh
47,"Piece Of Your Heart",MEDUZA,818222,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
48,"Karate (feat. Mahmood)",Gemitaiz,809769,https://open.spotify.com/track/2OtQyoZSL78nBC4mUUKMav
49,"Fiori (feat. Marracash & Guè Pequeno)",Gemitaiz,805809,https://open.spotify.com/track/0zlAKx6NDKKGWjWJE1AX1S
50,Playa,"Baby K",797419,https://open.spotify.com/track/7bBIBrSmHvdMlTC7b9p8Vq
51,"Dry (La Mia Ora)",Lazza,792160,https://open.spotify.com/track/4JDmBiVDC19xUtTi4ohrEJ
52,"HO PAURA DI USCIRE 2 - prod. Mace",MACHETE,791051,https://open.spotify.com/track/0nFCpnM7nistUWXRZpzOWM
53,"Someone You Loved","Lewis Capaldi",770622,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
