,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Stamm Fort (feat. Sfera Ebbasta)",Luche,4210036,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
2,"È sempre bello",Coez,2574404,https://open.spotify.com/track/18LXrvm337xqvFxpaB9Puj
3,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,2399401,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
4,"Calma - Remix","Pedro Capó",2057791,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
5,"Happy Birthday","Sfera Ebbasta",1590144,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2
6,"Supernova (feat. Emis Killa)",MadMan,1460760,https://open.spotify.com/track/3gr1Ghb0F4QKWQsiseWORj
7,"7 rings","Ariana Grande",1348691,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
8,90MIN,Salmo,1271165,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
9,"Torna a casa",Måneskin,1269415,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
10,"Giornate vuote (feat. Gemitaiz)",Frenetik&Orang3,1239475,https://open.spotify.com/track/1sZX1kdlVK3DbcuJXBnlqY
11,"Cambiare Adesso","Dark Polo Gang",1193243,https://open.spotify.com/track/01MJgnPL3AuwmYQ4EbHzD7
12,"Hola (I Say) (feat. Tom Walker)","Marco Mengoni",1173269,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi
13,"Senza Di Me (feat. Venerus & Franco126)",Gemitaiz,1159186,https://open.spotify.com/track/3xGD5KhnizETt7KQwxtUAc
14,"La fine del mondo",Anastasio,1149464,https://open.spotify.com/track/3FhWEh7VTAOYK4edZqNWNB
15,"Cascare nei tuoi occhi",Ultimo,1143500,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
16,"oh 9od","tha Supreme",1100130,https://open.spotify.com/track/0UuqwLM3UFmwcXSJgfFHvr
17,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1099782,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
18,"Stanza Singola (feat. Tommaso Paradiso)",Franco126,1090704,https://open.spotify.com/track/0PCvaT4vuW1auRtjN6nZta
19,Happier,Marshmello,1030641,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
20,"MIA (feat. Drake)","Bad Bunny",995268,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
21,"Fuoco e benzina","Emis Killa",980934,https://open.spotify.com/track/4Fs1sEg9Mwn6vykFD89xvc
22,MALA,6ix9ine,977950,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE
23,"CABRIOLET (feat. Sfera Ebbasta)",Salmo,950694,https://open.spotify.com/track/7wC76LWyNxaP3hjGzbWOcN
24,"STAI ZITTO (feat. Fabri Fibra)",Salmo,931250,https://open.spotify.com/track/2rgOAX5Cj3pk8JFnaPwJbd
