,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Cupido (feat. Quavo)","Sfera Ebbasta",1467211,https://open.spotify.com/track/0dLToDou8YHYJpQltj3Ijy
2,Malibu,"Vegas Jones",1411517,https://open.spotify.com/track/2uEqIGEHBfrx41k2rWnBxG
3,Rockstar,"Sfera Ebbasta",1337127,https://open.spotify.com/track/3js3wKPw8VxBWtcXtwyUnA
4,"Sciroppo (feat. DrefGold)","Sfera Ebbasta",1276847,https://open.spotify.com/track/4VVG3HBGaqSNZqIpmewIA6
5,"God's Plan",Drake,1214193,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
6,Boss,DrefGold,1118888,https://open.spotify.com/track/66eqL56FRz3LJMCWINapai
7,"Cara Italia",Ghali,1074887,https://open.spotify.com/track/7K8krdGeSIvwDGw1WUqJuK
8,"Ricchi x Sempre","Sfera Ebbasta",1039368,https://open.spotify.com/track/0kHTkvGavvk2MjBTSUtOZx
9,"Pem Pem","Elettra Lamborghini",945748,https://open.spotify.com/track/6NprDUe0yiLIVGgcnFGgtq
10,"Serpenti A Sonagli","Sfera Ebbasta",888531,https://open.spotify.com/track/5Z0Mx6SeUAFA2rgZB9t1Nu
11,IDGAF,"Dua Lipa",835237,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
12,X,"Nicky Jam",800241,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
13,"Serio (feat. Capo Plaza)","Emis Killa",782418,https://open.spotify.com/track/2Cm9pUNjLYpLo2gjIiTBPa
14,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,774827,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
15,"Il ballo delle incertezze",Ultimo,751867,https://open.spotify.com/track/0Wq6iAraiUpSbBSPmv4gLu
16,Ipernova,Mr.Rain,739499,https://open.spotify.com/track/1TaSkLG2bXx84YuKmJvncw
17,"Sangue misto",Tedua,734980,https://open.spotify.com/track/47quNj56sFEMCBXN1xm5RO
18,"La musica non c'è",Coez,706953,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
19,Vertigini,Tedua,694038,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU
20,SAD!,XXXTENTACION,655876,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
21,Uber,"Sfera Ebbasta",639106,https://open.spotify.com/track/4oZhBLWGhtIyBckervj3sb
22,FRIENDS,Marshmello,627025,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
23,"Échame La Culpa","Luis Fonsi",612657,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
24,"Irraggiungibile (feat. Federica Carta)",Shade,600348,https://open.spotify.com/track/03PDOt4cRKQgpYfA9I9wnC
25,"Centro (feat. Coez)",MadMan,592989,https://open.spotify.com/track/540qZ2h2nFsuky4w42Quw8
26,"Non mi avete fatto niente","Ermal Meta",592924,https://open.spotify.com/track/6d3sJyECf0XccpnosXyxT7
27,"Una Vita In Vacanza","Lo Stato Sociale",584454,https://open.spotify.com/track/554Cnj9FKhRGABIxSaGJGG
28,"Psycho (feat. Ty Dolla $ign)","Post Malone",570952,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
29,Dura,"Daddy Yankee",566694,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
30,"Il mondo prima di te",Annalisa,527487,https://open.spotify.com/track/0qM6TGkkinhKFllbcRfL8u
31,"La legge del più forte",Tedua,527203,https://open.spotify.com/track/1fHP9qfz4v4df0XiAppzmf
32,"Guarda come flexo",MamboLosco,518101,https://open.spotify.com/track/7pNSr2gQMVghpTcZvQUroa
33,"Leave a Light On","Tom Walker",515525,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
34,"Tran Tran","Sfera Ebbasta",514933,https://open.spotify.com/track/3cGuiySfwJPXqvE15OiEEg
35,"Havana (feat. Young Thug)","Camila Cabello",507793,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
36,"All The Stars (with SZA)","Kendrick Lamar",492066,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
37,"Me Rehúso","Danny Ocean",470302,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
38,Habibi,Ghali,468805,https://open.spotify.com/track/1lwpe8mLgHhytakM7m6R3W
39,"Giovane Fuoriclasse","Capo Plaza",467497,https://open.spotify.com/track/7GFCOl2gVEv9d6gwdY5Fvb
40,Nevermind,"Dennis Lloyd",451913,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
41,Bancomat,"Sfera Ebbasta",448880,https://open.spotify.com/track/0AQgJrBY3l12K49HTvnT99
42,"3 Chances (Dilla tutta)",Tedua,448647,https://open.spotify.com/track/5lUxWWt9fmQ29jkv8HNVzn
43,Mine,Bazzi,443564,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
44,"River (feat. Ed Sheeran)",Eminem,437113,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
45,"Whatever It Takes","Imagine Dragons",427703,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
46,Moonlight,XXXTENTACION,426625,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
47,"20 Collane","Sfera Ebbasta",409383,https://open.spotify.com/track/6cj01yz96YqEgsMX15H6FN
48,rockstar,"Post Malone",408812,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
49,XNX,"Sfera Ebbasta",375926,https://open.spotify.com/track/0W2dRTfCkaanZgRimFEMay
50,PERDONAMI,Salmo,374125,https://open.spotify.com/track/7kK2m2KDEL0W8oFq6fuOcf
51,"The Middle",Zedd,370068,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
52,"Thoiry Remix (Samba Trap Vol. 3 - Mitraglia Rec) (feat. Gemitaiz, Quentin40 & Puritano)","Achille Lauro",364544,https://open.spotify.com/track/1YTw1eDNxBn0sO78sDPkvr
53,"Bum Bum Tam Tam","MC Fioti",362064,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
54,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",360236,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
55,"Acqua (Malpensandoti)",Tedua,359466,https://open.spotify.com/track/7ptjE5B67m9zEyB7Mbr44s
56,"Sconosciuti da una vita",J-AX,347870,https://open.spotify.com/track/2x82H3RSJRRQKZDMFlIpG3
57,"Let You Down",NF,343812,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
58,"Dusk Till Dawn - Radio Edit",ZAYN,338343,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
59,Leggenda,"Sfera Ebbasta",337956,https://open.spotify.com/track/17bXwlGLFeAGCaIMBwjq5k
60,Perfect,"Ed Sheeran",334875,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
61,"Come neve",Giorgia,327078,https://open.spotify.com/track/4J2sEQXwxYI0csO3AYsnh5
62,Pesto,"Calcutta ",326224,https://open.spotify.com/track/6PQqchEoE1JR2QNPN7lXz0
63,"Him & I (with Halsey)",G-Eazy,322568,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
64,Chosen,Måneskin,321597,https://open.spotify.com/track/2lDgdWIGLYuk74pDeRPgPF
65,"Auto blu","JUNIOR CALLY",316571,https://open.spotify.com/track/5Px3bD732noiQ5ncREM0Xo
66,"Shape of You","Ed Sheeran",306804,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
67,"Sick Boy","The Chainsmokers",297808,https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX
68,"L'amore è","Enrico Nigiotti",295138,https://open.spotify.com/track/0iOHkI1AyDXfDeoXEFaP2e
69,"Da sola / In the night (feat. Tommaso Paradiso e Elisa)","Takagi & Ketra",291348,https://open.spotify.com/track/0X6qDfo1vU22juUE08yCjf
70,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,287278,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
71,Burnout,Tedua,285078,https://open.spotify.com/track/3tK7XzkTAXZTAsXzodsBYN
72,Ciro,"Enzo Dong",284255,https://open.spotify.com/track/3t0eKlR4pVqcq81ynrzz2N
73,"Fashion Week",Tedua,281745,https://open.spotify.com/track/1fGoFnExheBO89oKkiotyd
74,"Hollywood (feat. Gemitaiz)",MadMan,281398,https://open.spotify.com/track/1R1j6Z3HfBvkLnw1uTJJp0
75,Machika,"J Balvin",279844,https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy
76,"El Party","Jake La Furia",279787,https://open.spotify.com/track/5xyExId5XWZplBvjmbIuy6
77,"EL BAÑO (feat. Bad Bunny)","Enrique Iglesias",279684,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
78,"Sempre In Due","Carl Brave x Franco126",279631,https://open.spotify.com/track/6ElWuGFrYbsf2mdHWUoGCk
79,"Le luci della città",Coez,277367,https://open.spotify.com/track/381VH1JFj9q08V1OMlPU5m
80,"How Long","Charlie Puth",276712,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
81,"Diego Armando Maradona","Dark Polo Gang",276361,https://open.spotify.com/track/42budRHAm0QroIwreRwF1l
82,"Nessuno Vuole Essere Robin","Cesare Cremonini",275879,https://open.spotify.com/track/2BWWqHu2HsHyDgt5V0uG4f
83,Magicabula,"JUNIOR CALLY",275711,https://open.spotify.com/track/0wBlRxVSWAPgezz4ZYDrGT
84,Poetica,"Cesare Cremonini",273050,https://open.spotify.com/track/6m7ia7vhUezCfa1xWusWSF
85,"Look Alive (feat. Drake)","BlocBoy JB",269423,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
86,Criminal,"Natti Natasha",264706,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
87,"Al lupo al lupo",Tedua,263732,https://open.spotify.com/track/54HneFr51YFxUIyeqWB23O
88,"New Rules","Dua Lipa",262878,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
89,Dune,Tedua,260132,https://open.spotify.com/track/2CEmTyHOiCOLCnjdX9RMCv
90,"Lario (feat. Fabri Fibra) - RMX",Lazza,258970,https://open.spotify.com/track/2fCrGBbflxxcSXO6HUhJcS
91,"More Than You Know","Axwell /\ Ingrosso",258279,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
92,"Faccio un casino",Coez,257530,https://open.spotify.com/track/6qNXkVk19OYLu4CoqjDfZ0
93,"I Miss You (feat. Julia Michaels)","Clean Bandit",257328,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
94,"Allenamento #2","Capo Plaza",257158,https://open.spotify.com/track/2z3sYBYhLhsGTOKZe5vkcM
95,"No Roots","Alice Merton",255757,https://open.spotify.com/track/5iwvoI2MM2tOrdUhNjcsqf
96,Pianeti,Ultimo,252097,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
97,Occupato,DrefGold,250975,https://open.spotify.com/track/4DODnpnNZMZD1jR6NvyPuc
98,Wolves,"Selena Gomez",249380,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
99,"Milano Bachata",Rkomi,249222,https://open.spotify.com/track/0obKdyLE89Hrry8slkX9Ey
100,"Il fabbricante di chiavi",Tedua,249197,https://open.spotify.com/track/2UWB2SMuUb3AxH2WjnFmq8
