,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Gang Shit (feat. Capo Plaza)","Dark Polo Gang",2443591,https://open.spotify.com/track/7EkJMf7yOPU7wOK2FcryQg
2,"È sempre bello",Coez,2244638,https://open.spotify.com/track/18LXrvm337xqvFxpaB9Puj
3,"Stamm Fort (feat. Sfera Ebbasta)",Luche,2146440,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
4,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,2092121,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
5,R8,MadMan,1964311,https://open.spotify.com/track/1Z5y1PBVbvBdl98UPybxdb
6,"Calma - Remix","Pedro Capó",1959768,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
7,"Mignolo (feat. Mostro)",MadMan,1730699,https://open.spotify.com/track/5xkSyjqdQhVOBTyemRI7BB
8,"Sweet but Psycho","Ava Max",1565052,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
9,24/7,MadMan,1528698,https://open.spotify.com/track/30Cste6qnaVsOethYhyoAn
10,"Baila Baila Baila",Ozuna,1510377,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
11,Numeri,MadMan,1509627,https://open.spotify.com/track/7mVV2Rb9IpbsklRP9Mfz11
12,"Supernova (feat. Emis Killa)",MadMan,1422902,https://open.spotify.com/track/65qZmnEjaadebCi68eNLiZ
13,Ludovico,MadMan,1353545,https://open.spotify.com/track/5Ev5WYvReWx5ScH5iYUjem
14,"I Tuoi Particolari",Ultimo,1341777,https://open.spotify.com/track/524euygKKFWurhvIdSrkg6
15,"Happy Birthday","Sfera Ebbasta",1317121,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2
16,Happier,Marshmello,1312295,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
17,"Hola (I Say) (feat. Tom Walker)","Marco Mengoni",1242564,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi
18,"7 rings","Ariana Grande",1234179,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
19,"Beatrix Kiddo (feat. Vale Lambo)",MadMan,1210127,https://open.spotify.com/track/3NR8xopBopMRrl8yA3dOyI
20,"Cambiare Adesso","Dark Polo Gang",1120893,https://open.spotify.com/track/01MJgnPL3AuwmYQ4EbHzD7
21,"Cascare nei tuoi occhi",Ultimo,1117908,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
22,"TVTB (feat. Dark Polo Gang)",Fedez,1115137,https://open.spotify.com/track/3J1ZGGnDdhfAN3z4qRRonq
23,"Queen Rmx (feat. Geolier)",MadMan,1106009,https://open.spotify.com/track/0XgFjNOKo4AlscZBJdZh8v
24,90MIN,Salmo,1068840,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
25,"Torna a casa",Måneskin,1064712,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
26,"MIA (feat. Drake)","Bad Bunny",1017902,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
27,"Senza Di Me (feat. Venerus & Franco126)",Gemitaiz,1007174,https://open.spotify.com/track/3xGD5KhnizETt7KQwxtUAc
28,"Fuori Piove",MadMan,984196,https://open.spotify.com/track/5VaaARS0gXiL4ysFlTgAiz
29,"A/R (feat. Priestess)",MadMan,972458,https://open.spotify.com/track/2WYP6nbGg20AL8zkgvZxex
30,"Fuoco e benzina","Emis Killa",950202,https://open.spotify.com/track/4Fs1sEg9Mwn6vykFD89xvc
31,"Posso (feat. Max Gazzé)","Carl Brave",949878,https://open.spotify.com/track/5N0nmOmc0MqPZTYKw4fVV6
32,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",944691,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
33,"oh 9od","tha Supreme",920865,https://open.spotify.com/track/0UuqwLM3UFmwcXSJgfFHvr
34,MALA,6ix9ine,903100,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE
35,"NI BIEN NI MAL","Bad Bunny",902780,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
36,"7/8 Sour",MadMan,902066,https://open.spotify.com/track/02jxUVBnihub7LKkcjadFI
37,"La ragazza con il cuore di latta",Irama,879559,https://open.spotify.com/track/1OvoC77TS6iKJecRCaq0hN
38,"Ngopp'A Luna","Rocco Hunt",878187,https://open.spotify.com/track/5290vWQUgvvVu9TtFRSSjw
39,"La fine del mondo",Anastasio,860185,https://open.spotify.com/track/3FhWEh7VTAOYK4edZqNWNB
40,"High Hopes","Panic! At The Disco",813935,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
41,"Stanza Singola (feat. Tommaso Paradiso)",Franco126,797100,https://open.spotify.com/track/23hpOtox5sIuRqVBVVJxsO
42,"Holding out for You (feat. Zara Larsson)",Fedez,776221,https://open.spotify.com/track/6eiVP1Q0XaevZEZnQFpYEH
43,"Adan y Eva","Paulo Londra",776066,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
44,"bury a friend","Billie Eilish",768339,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
45,Pianeti,Ultimo,759010,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
46,"CABRIOLET (feat. Sfera Ebbasta)",Salmo,758984,https://open.spotify.com/track/7wC76LWyNxaP3hjGzbWOcN
47,"Uova D'Oro (feat. Lil Pin & Mattaman)",MadMan,750075,https://open.spotify.com/track/1ycMW5JWaH4vzzp5dSgUWq
48,"STAI ZITTO (feat. Fabri Fibra)",Salmo,744931,https://open.spotify.com/track/2rgOAX5Cj3pk8JFnaPwJbd
49,"Comodino (feat. Nacho)",MadMan,742630,https://open.spotify.com/track/4QtcXJtIWeny5wVa753PYl
50,"Bella e rovinata",Irama,707096,https://open.spotify.com/track/5uPQRVuGquShCnqzuOTq4B
