,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"È sempre bello",Coez,2124284,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
2,"Con Calma","Daddy Yankee",2076873,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
3,"Per Un Milione",Boomdabash,2011082,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
4,Mademoiselle,"Sfera Ebbasta",1937149,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c
5,"I Tuoi Particolari",Ultimo,1855243,https://open.spotify.com/track/0psAGFzUF64N2Ae4gMExzu
6,"Calma - Remix","Pedro Capó",1770867,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
7,"Rondini Al Guinzaglio",Ultimo,1660312,https://open.spotify.com/track/1jhHPnmgZepKU8qX4VhRZ0
8,Soldi,Mahmood,1609113,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
9,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,1489727,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
10,"Sweet but Psycho","Ava Max",1375603,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
11,"Baila Baila Baila",Ozuna,1290338,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
12,"Mon Cheri (feat. Sfera Ebbasta)",Rkomi,1256678,https://open.spotify.com/track/66UkKyxN5YbJl9z7YamQOR
13,"Colpa Delle Favole",Ultimo,1213701,https://open.spotify.com/track/1C5zFIXqqJt6POOhcHfSmn
14,"Adan y Eva","Paulo Londra",1207386,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
15,"Piccola Stella",Ultimo,1179874,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
16,"Blu (feat. Elisa)",Rkomi,1094012,https://open.spotify.com/track/0Q4v8N758nx98YxObfqkNC
17,"Amati Sempre",Ultimo,1062622,https://open.spotify.com/track/0W3fsnIsf0m1n7JXOvYbsc
18,"Bad Liar","Imagine Dragons",1018492,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
19,Ipocondria,Ultimo,1014289,https://open.spotify.com/track/6YrDRkcDktxgsPcH8x77xm
20,"Quando Fuori Piove",Ultimo,1013451,https://open.spotify.com/track/2p0qsfmL5oCtpZ72tuMwHN
21,"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)","Takagi & Ketra",1008749,https://open.spotify.com/track/0swoHiwTazywpoqiKDUtGQ
22,"Stamm Fort (feat. Sfera Ebbasta)",Luche,1002372,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
23,"bad guy","Billie Eilish",980232,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
24,"I Love You",Ghali,934229,https://open.spotify.com/track/7GOFNyZcCTwm1SsC5jOFpA
