,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Karaoke,Boomdabash,4186634,https://open.spotify.com/track/0D4GpOPInKiPxEfQMchu4p
2,Mediterranea,Irama,3841872,https://open.spotify.com/track/47xPl1gvgdx4Z9dNUuloPg
3,"M' Manc (con Geolier & Sfera Ebbasta)",Shablo,3727784,https://open.spotify.com/track/0MLu1cFYL4ikdRTdasCQT9
4,"Sono un bravo ragazzo un po' fuori di testa",Random,2608151,https://open.spotify.com/track/5EXLYWZGnmYC01H53WUAhi
5,MAMACITA,"Black Eyed Peas",2368764,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
6,"Good Times",Ghali,2187613,https://open.spotify.com/track/5165XjbVxwq9dQDxNk7hmf
7,"Immortale (feat. Sfera Ebbasta)","Guè Pequeno",2183224,https://open.spotify.com/track/2bF1qPRPlrODKWFMGtQXq1
8,Superclassico,Ernia,2089221,https://open.spotify.com/track/6Ahg1hncxUdK0ICqU03BCu
9,"Chico (feat. Rose Villain & Luchè)","Guè Pequeno",2042029,https://open.spotify.com/track/3Xhl7OqWAFgVxQKrWhyVVO
10,"Cyborg (feat. Geolier)","Guè Pequeno",2039751,https://open.spotify.com/track/54wRUYPMEHLttFdLImOlAt
11,"Non mi basta più (feat. Chiara Ferragni)","Baby K",2018148,https://open.spotify.com/track/5ZUeBvBEH8hpdLMW3yCmHb
12,"Bimbi Per Strada (Children)",Fedez,1963483,https://open.spotify.com/track/6KF78W66DcQ9m5YqR0r5Ig
13,"Medellin (feat. Lazza)","Guè Pequeno",1926823,https://open.spotify.com/track/1hqV0kb6c8Rp9jvJRPcDy7
14,"Breaking Me",Topic,1863783,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
15,"Il bacio di Klimt","Emanuele Aloia",1789450,https://open.spotify.com/track/3E1FgPTXX203rgBTD5nlKF
16,Guaranà,Elodie,1763327,https://open.spotify.com/track/1KXpcoggYmNTPCRXIz2m9Z
17,"Ti Levo Le Collane (feat. Paky)","Guè Pequeno",1710525,https://open.spotify.com/track/48NEryJWd2W3T6V6yKHzz6
18,"ELEGANTE (feat. Sfera Ebbasta)",DrefGold,1700167,https://open.spotify.com/track/7qADAhkEs9vv3ll4hP8ybC
