,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",3604358,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
2,"Ostia Lido",J-AX,3337114,https://open.spotify.com/track/2J9TGb5CRT4omfAgnKmXn5
3,JAMBO,"Takagi & Ketra",3148952,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
4,"Veleno 7",Gemitaiz,2893932,https://open.spotify.com/track/3fV9z98dnQLSIPIMMJXCm7
5,"Dove e quando","Benji & Fede",2255865,https://open.spotify.com/track/5BAJMdCQqax0oBQigQTl5h
6,"Corazón Morado (feat. Sfera Ebbasta)","Elettra Lamborghini",2068756,https://open.spotify.com/track/6stctriNY7UC7KyHcG7ZBH
7,"I Don't Care (with Justin Bieber)","Ed Sheeran",2032983,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
8,"bad guy","Billie Eilish",1992826,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
9,"Mambo Salentino",Boomdabash,1919865,https://open.spotify.com/track/7piIo15vVy3ULGXSpFs5xc
10,"Look Back at It (feat. CAPO PLAZA)","A Boogie Wit da Hoodie",1830019,https://open.spotify.com/track/34Jnbbi34tPtYdutY5Pd6G
11,"Con Calma","Daddy Yankee",1788347,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
12,"Una volta ancora (feat. Ana Mena)","Fred De Palma",1623426,https://open.spotify.com/track/6gaeewGjNiQhWOUkWRSLTa
13,"Someone You Loved","Lewis Capaldi",1590310,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
14,"Per Un Milione",Boomdabash,1579825,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
15,Elisir,Tedua,1492119,https://open.spotify.com/track/7sbVjYS23l02aoYoUsKSbQ
16,"Adan y Eva","Paulo Londra",1470336,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
17,"Calma - Remix","Pedro Capó",1444760,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
18,Arrogante,Irama,1439371,https://open.spotify.com/track/14lgKkkbNsJl9fItqnEfpV
19,"Te Robaré","Nicky Jam",1399650,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
20,"Maradona y Pelé",Thegiornalisti,1316177,https://open.spotify.com/track/3xALgUxUFNYIrbMew1sbnC
21,"È sempre bello",Coez,1309926,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
22,Playa,"Baby K",1284064,https://open.spotify.com/track/7bBIBrSmHvdMlTC7b9p8Vq
23,"Old Town Road","Lil Nas X",1262920,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
24,"Baila Baila Baila",Ozuna,1255846,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
25,"Don't Call Me Up",Mabel,1234144,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
26,"Piece Of Your Heart",MEDUZA,1231838,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
27,m8nstar,"tha Supreme",1227022,https://open.spotify.com/track/5Aw0QmDZJZID69ZcTvEzXI
28,"I Love You",Ghali,1221927,https://open.spotify.com/track/7GOFNyZcCTwm1SsC5jOFpA
29,Lento,"Boro Boro",1216075,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
30,Domenica,Coez,1192426,https://open.spotify.com/track/2tVNMtgZ2CQpTx7vgcuTkL
31,"48H (feat. Sfera Ebbasta)",Izi,1163933,https://open.spotify.com/track/05mrU7mN3c1822bpY58UBC
32,"Contra La Pared","Sean Paul",1132513,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
33,"Taki Taki","Dark Polo Gang",1131298,https://open.spotify.com/track/5NF5Y4xv0tnTJFJgrqbA5o
34,Mademoiselle,"Sfera Ebbasta",1129076,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c
35,Panamera,NDG,1107514,https://open.spotify.com/track/0Zvdpp7GLZYT3OVtx4myHl
36,Soldi,Mahmood,1098387,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
37,"SOS (feat. Aloe Blacc)",Avicii,1040604,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
38,HP,Maluma,1039875,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
