,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",3687536,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
2,"Per Un Milione",Boomdabash,1848198,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
3,"È sempre bello",Coez,1694924,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
4,"Con Calma","Daddy Yankee",1661750,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
5,Mademoiselle,"Sfera Ebbasta",1638033,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c
6,"Calma - Remix","Pedro Capó",1534623,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
7,"bad guy","Billie Eilish",1409663,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
8,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,1359885,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
9,Soldi,Mahmood,1306441,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
10,"Sweet but Psycho","Ava Max",1158066,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
11,"I Tuoi Particolari",Ultimo,1130878,https://open.spotify.com/track/0psAGFzUF64N2Ae4gMExzu
12,"Baila Baila Baila",Ozuna,1110987,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
13,"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)","Takagi & Ketra",1075473,https://open.spotify.com/track/0swoHiwTazywpoqiKDUtGQ
14,"Rondini Al Guinzaglio",Ultimo,1042508,https://open.spotify.com/track/1jhHPnmgZepKU8qX4VhRZ0
15,"Adan y Eva","Paulo Londra",1022089,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
16,"Blu (feat. Elisa)",Rkomi,999513,https://open.spotify.com/track/0Q4v8N758nx98YxObfqkNC
17,"I Love You",Ghali,976758,https://open.spotify.com/track/7GOFNyZcCTwm1SsC5jOFpA
18,"Mon Cheri (feat. Sfera Ebbasta)",Rkomi,964490,https://open.spotify.com/track/66UkKyxN5YbJl9z7YamQOR
19,HP,Maluma,920376,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
20,"Bad Liar","Imagine Dragons",903789,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
21,"Te Robaré","Nicky Jam",882856,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
22,"Don't Call Me Up",Mabel,870366,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
23,"Stamm Fort (feat. Sfera Ebbasta)",Luche,810234,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
24,"Old Town Road","Lil Nas X",792121,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
25,"Senza farlo apposta",Shade,785037,https://open.spotify.com/track/55t2S1tpx1Bj3C5bIEn2BF
26,"2% (feat. Frah Quintale)","Guè Pequeno",772878,https://open.spotify.com/track/5ODlTG5qxhCsC05E36Rv25
27,"La ragazza con il cuore di latta",Irama,753712,https://open.spotify.com/track/0NmyHZZMfVBiUSOfDmz9Bf
28,"Hola (I Say) (feat. Tom Walker)","Marco Mengoni",713242,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi
29,SOS,Avicii,707299,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
30,90MIN,Salmo,687349,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
31,"Someone You Loved","Lewis Capaldi",686711,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
32,"High Hopes","Panic! At The Disco",685318,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
