,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Tesla (feat. Sfera Ebbasta & DrefGold)","Capo Plaza",2678849,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q
2,"Peace & Love","Charlie Charles",2413346,https://open.spotify.com/track/4BGmYEDOK1swwoxTtfmVZD
3,Italiana,J-AX,2038218,https://open.spotify.com/track/0ptaq4BSl6jrXfGyLzJjYE
4,"Davide (feat. Coez)",Gemitaiz,1912190,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J
5,Zingarello,Ghali,1701874,https://open.spotify.com/track/12tAWUo1yKx0FRuEhYZjxQ
6,Malibu,"Vegas Jones",1462821,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw
7,British,"Dark Polo Gang",1457380,https://open.spotify.com/track/3eIRxkHV1xKsSJ8WWFfGjE
8,X,"Nicky Jam",1383446,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
9,"La Cintura","Alvaro Soler",1300823,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
10,"Ne è valsa la pena (feat. Ghali)","Capo Plaza",1210283,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO
11,"Cupido (feat. Quavo)","Sfera Ebbasta",1148590,https://open.spotify.com/track/0dLToDou8YHYJpQltj3Ijy
12,"Fotografia (feat. Francesca Michielin & Fabri Fibra)","Carl Brave",1113324,https://open.spotify.com/track/3fw3W15QK6a9UxJGgndtYu
13,"Questa nostra stupida canzone d'amore",Thegiornalisti,1105451,https://open.spotify.com/track/2LYt5nf0m90Bz8fuudLQd1
14,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1085155,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
15,"One Kiss (with Dua Lipa)","Calvin Harris",974612,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
16,Paracetamolo,"Calcutta ",936860,https://open.spotify.com/track/4OQ1G3dyVx0SPUzBiWCNat
17,"Morirò da Re",Måneskin,905133,https://open.spotify.com/track/47LqR8uKRA8WcZcSXkdAbz
18,Pesto,"Calcutta ",838805,https://open.spotify.com/track/4UHDgfDtSSv9SqyfEFr4sF
19,"Non cambierò mai","Capo Plaza",833219,https://open.spotify.com/track/1PB00xFcBdahfUcJIkB8wG
20,Flames,"David Guetta",819779,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
21,Crazy,"Lost Frequencies",816022,https://open.spotify.com/track/2hqy4QmpvMeVz6zeolDeLQ
22,"Sciroppo (feat. DrefGold)","Sfera Ebbasta",799618,https://open.spotify.com/track/4VVG3HBGaqSNZqIpmewIA6
23,IDGAF,"Dua Lipa",785708,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
24,"Keanu Reeves (feat. Achille Lauro)",Gemitaiz,754738,https://open.spotify.com/track/1MGXWglFoINJdrcp2W0U0w
25,Rockstar,"Sfera Ebbasta",747549,https://open.spotify.com/track/3js3wKPw8VxBWtcXtwyUnA
26,"Mwaka Moon - Remix",Kalash,738553,https://open.spotify.com/track/1OGORI9Hx45AEYqxkndMhN
27,"Cara Italia",Ghali,732791,https://open.spotify.com/track/3atDsUhlUgDlQQrI0XFh7I
28,"Te Boté - Remix","Nio Garcia",716571,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
29,"God's Plan",Drake,713698,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
30,"Pem Pem","Elettra Lamborghini",679984,https://open.spotify.com/track/6NprDUe0yiLIVGgcnFGgtq
31,Dura,"Daddy Yankee",670272,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
32,FRIENDS,Marshmello,657656,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
33,Boss,DrefGold,650895,https://open.spotify.com/track/66eqL56FRz3LJMCWINapai
34,"Échame La Culpa","Luis Fonsi",650270,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
35,"Malibu (feat. Gemitaiz)","Carl Brave",625147,https://open.spotify.com/track/5S2Bshrq6Bh4zHZoXkUtvf
36,"Ricchi x Sempre","Sfera Ebbasta",619927,https://open.spotify.com/track/0kHTkvGavvk2MjBTSUtOZx
37,"La musica non c'è",Coez,617943,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
38,"Uno squillo","Capo Plaza",615268,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
39,"Il ballo delle incertezze",Ultimo,602279,https://open.spotify.com/track/0Wq6iAraiUpSbBSPmv4gLu
40,"Me Niego (feat. Ozuna & Wisin)",Reik,594458,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
41,"Irraggiungibile (feat. Federica Carta)",Shade,581320,https://open.spotify.com/track/03PDOt4cRKQgpYfA9I9wnC
42,"Better Now","Post Malone",576627,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
