,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Genda Phool (feat. Payal Dev)",Badshah,874391,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf
2,Shayad,Pritam,819499,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
3,"death bed (coffee for your head)",Powfu,734236,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
4,"Toosie Slide",Drake,638608,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
5,Falling,"Trevor Daniel",617447,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
6,"Roses - Imanbek Remix","SAINt JHN",601316,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
7,Skechers,DripReport,592336,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
8,"Blinding Lights","The Weeknd",589850,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
9,"Ghungroo (From ""War"")","Arijit Singh",589385,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
10,"Illegal Weapon 2.0","Jasmine Sandlas",539333,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw
11,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",536423,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
12,"Haan Main Galat",Pritam,530451,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
13,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,519011,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF
14,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",508601,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
15,"Intentions (feat. Quavo)","Justin Bieber",493010,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
16,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",477679,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
17,Makhna,"Tanishk Bagchi",477535,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
18,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Ayushmann Khurrana",457464,https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u
19,"Be Kind (with Halsey)",Marshmello,449456,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
20,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",445139,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
21,"The Box","Roddy Ricch",427242,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
22,Memories,"Maroon 5",427092,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
23,"Dance Monkey","Tones And I",414387,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
