,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Shayad,Pritam,914573,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
2,"Savage Love (Laxed - Siren Beat)","Jawsh 685",848907,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
3,Khairiyat,"Arijit Singh",834114,https://open.spotify.com/track/5O932cZmzOZGOGZz9RHx20
4,"Play Date","Melanie Martinez",790510,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
5,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",675858,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
6,Memories,"Maroon 5",633609,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
7,"ily (i love you baby) (feat. Emilee)","Surf Mesa",605131,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
8,"Ghungroo (From ""War"")","Arijit Singh",582167,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
9,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,581993,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
10,"Blinding Lights","The Weeknd",578165,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
11,Liggi,Ritviz,575515,https://open.spotify.com/track/66Nmp3ztIMqX1j8yYtWl1X
12,Makhna,"Tanishk Bagchi",564935,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
13,Chidiya,Vilen,554335,https://open.spotify.com/track/7mNZUnDWUDidWBFaUpVtOC
14,"death bed (coffee for your head)",Powfu,550602,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
15,"Genda Phool (feat. Payal Dev)",Badshah,542264,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf
16,"Roses - Imanbek Remix","SAINt JHN",537935,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
17,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",531006,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
18,"How You Like That",BLACKPINK,529553,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
19,Falling,"Trevor Daniel",516555,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
20,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",511445,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
21,"Dil Bechara","A.R. Rahman",501041,https://open.spotify.com/track/4UJkUnfEEL8B2JZ1OQfYOO
22,Señorita,"Shawn Mendes",488984,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
23,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",477431,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
24,"Dance Monkey","Tones And I",465325,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
25,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Ayushmann Khurrana",459797,https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u
26,Kasoor,"Prateek Kuhad",452689,https://open.spotify.com/track/08kTa3SL9sV6Iy8KLKtGql
27,"Illegal Weapon 2.0","Jasmine Sandlas",450699,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw
