,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ghungroo (From ""War"")","Arijit Singh",953596,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
2,"Lose You To Love Me","Selena Gomez",782097,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
3,Memories,"Maroon 5",745185,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
4,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",712029,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
5,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",711499,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
6,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",648641,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
7,Señorita,"Shawn Mendes",638221,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
8,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",557354,https://open.spotify.com/track/5QVHNa0ppJUOoqSd36ovQS
9,"Look At Her Now","Selena Gomez",534909,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
10,"Shaitan Ka Saala (From ""Housefull 4"")","Sohail Sen",501595,https://open.spotify.com/track/7IAJzec1UxGYmNvbPTHbxx
11,"O Saki Saki (From ""Batla House"")","Neha Kakkar",500624,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
12,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",500552,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
13,"Ve Maahi","Arijit Singh",483524,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
14,"Psycho Saiyaan (From ""Saaho"")","Sachet Tandon",465252,https://open.spotify.com/track/3ZjMdVOWxQ53FKrmkgCv95
15,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",461417,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
16,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",428743,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
17,"Duniyaa (From ""Luka Chuppi"")",Akhil,416284,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
18,Circles,"Post Malone",408085,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
19,Makhna,"Tanishk Bagchi",405725,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
20,"Ik Mulaqaat","Meet Bros.",394934,https://open.spotify.com/track/17uI7afUaul1hCzMTF9txd
21,"Jai Jai Shivshankar (From ""War"")","Vishal Dadlani",390801,https://open.spotify.com/track/6lfSsCL894Qw15xbt7cSUy
22,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",353670,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
23,"Trampoline (with ZAYN)",SHAED,349294,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
24,"hot girl bummer",blackbear,348902,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
25,"Thodi Jagah (From ""Marjaavaan"")","Arijit Singh",347292,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r
26,Kohinoor,DIVINE,336136,https://open.spotify.com/track/1VYMsDdZ3toHtlZxAGS95n
27,"Naah Goriye (From ""Bala"")","B Praak",329961,https://open.spotify.com/track/1CM4rFDU9q4EoLy2K44qE6
28,"Kalank (Title Track)","Arijit Singh",329358,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
29,Samajavaragamana,"Sid Sriram",325424,https://open.spotify.com/track/3j9DrRebdWK1jkpOw9FZUy
