,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Play Date","Melanie Martinez",903396,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
2,Shayad,Pritam,896523,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
3,"death bed (coffee for your head)",Powfu,712943,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
4,"Genda Phool (feat. Payal Dev)",Badshah,649995,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf
5,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",626039,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
6,Falling,"Trevor Daniel",599070,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
7,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",578050,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
8,"Blinding Lights","The Weeknd",567988,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
9,"Ghungroo (From ""War"")","Arijit Singh",567633,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
10,"Roses - Imanbek Remix","SAINt JHN",562978,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
11,Makhna,"Tanishk Bagchi",478159,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
12,"Haan Main Galat",Pritam,475970,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
13,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",472962,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
14,"Illegal Weapon 2.0","Jasmine Sandlas",468524,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw
15,"Humraah (From ""Malang - Unleash The Madness"")","Sachet Tandon",453978,https://open.spotify.com/track/4xmkpE1Si5JL7NFxWrhV0S
16,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",450735,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
17,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,450539,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
18,"Dance Monkey","Tones And I",447131,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
19,Memories,"Maroon 5",446816,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
20,"Toosie Slide",Drake,437543,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
21,"Meri Aashiqui","Jubin Nautiyal",435237,https://open.spotify.com/track/2Zwv2vKU8mwgh2LI5GUKcT
22,Señorita,"Shawn Mendes",431898,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
23,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,427841,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF
24,"Intentions (feat. Quavo)","Justin Bieber",424599,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
25,Liggi,Ritviz,411269,https://open.spotify.com/track/66Nmp3ztIMqX1j8yYtWl1X
26,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",403349,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
27,Mehrama,Pritam,397176,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
28,Skechers,DripReport,393747,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
29,"Duniyaa (From ""Luka Chuppi"")",Akhil,384229,https://open.spotify.com/track/3s3J70eRpRH2hcYq4mEXTJ
30,"ily (i love you baby) (feat. Emilee)","Surf Mesa",377714,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
31,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Ayushmann Khurrana",377671,https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u
32,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",361213,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
33,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",358490,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
34,"Don't Start Now","Dua Lipa",352353,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
35,"The Box","Roddy Ricch",344246,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
36,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",337166,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
37,"Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik",334336,https://open.spotify.com/track/1fzAokzOONl4XEPUFoammu
38,"Ve Maahi","Arijit Singh",334131,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
39,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",316964,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
40,"Yaad Piya Ki Aane Lagi","Neha Kakkar",316819,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
41,"Main Suneya","Ammy Virk",316099,https://open.spotify.com/track/4AR1na46nYoPXPmNRgciUH
42,"lovely (with Khalid)","Billie Eilish",315311,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
43,"Stuck with U (with Justin Bieber)","Ariana Grande",304907,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
