,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",1003058,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
2,"Ghungroo (From ""War"")","Arijit Singh",832245,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
3,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",790495,https://open.spotify.com/track/5QVHNa0ppJUOoqSd36ovQS
4,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",728652,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
5,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",693012,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
6,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",539477,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
7,"Psycho Saiyaan (From ""Saaho"")","Sachet Tandon",483675,https://open.spotify.com/track/3ZjMdVOWxQ53FKrmkgCv95
8,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",476168,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
9,"Ve Maahi","Arijit Singh",475168,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
10,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",465451,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
11,"O Saki Saki (From ""Batla House"")","Neha Kakkar",456700,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
12,"Duniyaa (From ""Luka Chuppi"")",Akhil,424168,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
13,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",414433,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
14,Samajavaragamana,"Sid Sriram",409534,https://open.spotify.com/track/3j9DrRebdWK1jkpOw9FZUy
15,Circles,"Post Malone",389283,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
16,Memories,"Maroon 5",377455,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
17,"Bad Boy (From ""Saaho"")",Badshah,352197,https://open.spotify.com/track/5I3Xih0C2ID3fqngBrBbGv
18,"Ik Mulaqaat","Meet Bros.",330855,https://open.spotify.com/track/17uI7afUaul1hCzMTF9txd
19,"Jai Jai Shivshankar (From ""War"")","Vishal Dadlani",325728,https://open.spotify.com/track/6lfSsCL894Qw15xbt7cSUy
20,"Goodbyes (Feat. Young Thug)","Post Malone",298951,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
21,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",295960,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
22,"Kalank (Title Track)","Arijit Singh",290264,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
23,Sakhiyaan,"Maninder Buttar",287740,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
24,Vaaste,"Dhvani Bhanushali",283191,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
25,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Arijit Singh",280341,https://open.spotify.com/track/6aPMWbbdhDhiJHlknZb9Yx
26,"Odhani (From ""Made in China"")",Sachin-Jigar,268866,https://open.spotify.com/track/2q0V50aNlI1RQXJyE5HDgD
27,Liar,"Camila Cabello",265863,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
28,"The Wakhra Song","Navv Inder",262032,https://open.spotify.com/track/6N6mJlsjYRV0yoMSPS5JiQ
29,changes,XXXTENTACION,259713,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
30,"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik",259694,https://open.spotify.com/track/6vuMdb0E8buJeSHArN3dXk
31,"I Like Me Better",Lauv,259324,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
32,"Ik Tera","Maninder Buttar",259311,https://open.spotify.com/track/57DhVYA7E1CyrE4OKuyLb7
33,"Someone You Loved","Lewis Capaldi",254920,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
34,Paagal,Badshah,254538,https://open.spotify.com/track/4gyPGtExOjj1rsByKW33LR
35,"Hoyna Hoyna (From ""Gang Leader"")","Anirudh Ravichander",248719,https://open.spotify.com/track/7hADNKBDHS8MblpUzLebLf
36,Kohinoor,DIVINE,248286,https://open.spotify.com/track/6SNFuJXjkgauo3Kg9XJcj6
37,"bad guy","Billie Eilish",246894,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
38,"Dil Hi Toh Hai",Pritam,246433,https://open.spotify.com/track/0hpP2fBridGH2Bq6qmg9LM
39,"Proper Patola",Badshah,245079,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
40,Prada,"The Doorbeen",244920,https://open.spotify.com/track/6NLzzwFbAD1imLXGBMj9jo
41,"Trampoline (with ZAYN)",SHAED,239287,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
