,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Shayad,Pritam,888089,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
2,"Play Date","Melanie Martinez",869689,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
3,Khairiyat,"Arijit Singh",788161,https://open.spotify.com/track/5O932cZmzOZGOGZz9RHx20
4,"Bambiha Bole","Sidhu Moose Wala",706694,https://open.spotify.com/track/60GK6ultL3skUR60O9haSJ
5,"death bed (coffee for your head)",Powfu,640090,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
6,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",610641,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
7,"Genda Phool (feat. Payal Dev)",Badshah,587841,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf
8,"Blinding Lights","The Weeknd",562732,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
9,Makhna,"Tanishk Bagchi",562012,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
10,Falling,"Trevor Daniel",560207,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
11,"Roses - Imanbek Remix","SAINt JHN",542386,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
12,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",538210,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
13,"Ghungroo (From ""War"")","Arijit Singh",530523,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
14,"Haan Main Galat",Pritam,460299,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
15,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",448629,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
16,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",448326,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
17,Memories,"Maroon 5",447374,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
18,"Dance Monkey","Tones And I",435668,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
19,"Illegal Weapon 2.0","Jasmine Sandlas",431706,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw
20,Señorita,"Shawn Mendes",419636,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
21,"Humraah (From ""Malang - Unleash The Madness"")","Sachet Tandon",413361,https://open.spotify.com/track/4xmkpE1Si5JL7NFxWrhV0S
22,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,412346,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
23,"Toosie Slide",Drake,409358,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
24,"ily (i love you baby) (feat. Emilee)","Surf Mesa",405242,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
25,"Intentions (feat. Quavo)","Justin Bieber",404857,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
26,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,400448,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF
27,Liggi,Ritviz,396147,https://open.spotify.com/track/66Nmp3ztIMqX1j8yYtWl1X
28,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",393230,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
29,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Ayushmann Khurrana",379547,https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u
30,"Duniyaa (From ""Luka Chuppi"")",Akhil,374827,https://open.spotify.com/track/3s3J70eRpRH2hcYq4mEXTJ
31,Mehrama,Pritam,367896,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
32,Skechers,DripReport,364817,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
33,"Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik",354269,https://open.spotify.com/track/1fzAokzOONl4XEPUFoammu
34,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",353672,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
35,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",348511,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
36,"Meri Aashiqui","Jubin Nautiyal",332125,https://open.spotify.com/track/2Zwv2vKU8mwgh2LI5GUKcT
37,"Jab Tak (From ""M.S.Dhoni - The Untold Story"")","Armaan Malik",331716,https://open.spotify.com/track/6tkl6rjuXWtVOCaXSSSCz2
38,"Ve Maahi","Arijit Singh",328594,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
39,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",328147,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
40,"Don't Start Now","Dua Lipa",328122,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
41,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",317939,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
42,"The Box","Roddy Ricch",317895,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
43,"lovely (with Khalid)","Billie Eilish",309163,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
44,"Watermelon Sugar","Harry Styles",303711,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
45,"Main Suneya","Ammy Virk",296580,https://open.spotify.com/track/4AR1na46nYoPXPmNRgciUH
46,"Yaad Piya Ki Aane Lagi","Neha Kakkar",293464,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
47,Believer,"Imagine Dragons",291713,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
48,"YALGAAR CARRYMINATI","Khushank Dalal",286582,https://open.spotify.com/track/52cOLvWvc7xlEpXiljIECG
49,"Stuck with U (with Justin Bieber)","Ariana Grande",284447,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
50,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",275381,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
51,"Someone You Loved","Lewis Capaldi",274019,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
52,"Lagdi Lahore Di (From ""Street Dancer 3D"")","Guru Randhawa",269573,https://open.spotify.com/track/5ZQnQnbUVtBO0pl3ShqVHG
53,"Namo Namo","Amit Trivedi",268574,https://open.spotify.com/track/5QtQFSdyZEl0w4iDxAyv76
54,"Kuch Bhi Ho Jaye","B Praak",267084,https://open.spotify.com/track/0IkC8QAKW1z0larWWtnSOO
55,"Ik Vaari Aa (From ""Raabta"")","Arijit Singh",261278,https://open.spotify.com/track/5sul5AkWmzi2fE70oS7mK9
56,ROXANNE,"Arizona Zervas",260787,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
57,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")","Arijit Singh",259988,https://open.spotify.com/track/1aIhAX6324JZmhNnGltwkK
58,"Kaun Tujhe (From ""M.S.Dhoni - The Untold Story"")","Palak Muchhal",253616,https://open.spotify.com/track/5b7u3idwfY2LyqMQlCwscm
59,"Kalank (Title Track)","Arijit Singh",250584,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
60,"Can We Kiss Forever?",Kina,250331,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
61,"Tujhe Kitna Chahein Aur (Film Version) [From ""Kabir Singh""]","Jubin Nautiyal",250154,https://open.spotify.com/track/3lT4SlZVvqLhMeiuBv7gHW
62,"Break My Heart","Dua Lipa",248477,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
63,"Udd Gaye - Bacardi House Party Sessions",Ritviz,247763,https://open.spotify.com/track/6wZJsut8fjiWiMPaccRAOX
64,Sakhiyaan,"Maninder Buttar",246982,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
65,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon,246411,https://open.spotify.com/track/2U0BLmYoSESYOdwMxW2yA9
66,"On My Way","Alan Walker",244796,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
67,Qaafirana,"Arijit Singh",244435,https://open.spotify.com/track/0xkGTPTijMU84dtHr3KQQi
68,Takeaway,"The Chainsmokers",243321,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
69,"I Like Me Better",Lauv,242907,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
70,"Boss Bitch","Doja Cat",240854,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
71,"Without Me",Halsey,240719,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
72,Yummy,"Justin Bieber",240151,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
73,"Rain On Me (with Ariana Grande)","Lady Gaga",236883,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
74,"Tere Naal","Tulsi Kumar",236408,https://open.spotify.com/track/2Vw94w6FxCyaYwyCivi9Py
75,"Let Me Down Slowly","Alec Benjamin",235893,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
76,"Buttabomma - Telugu","Armaan Malik",233915,https://open.spotify.com/track/0dnDTvdUco2UbaBjUtPxNS
77,"Let 'em Play","Karan Aujla",229750,https://open.spotify.com/track/6S6HSSk9HzWe3pqvUJn6Vq
78,Jannat,"B Praak",229520,https://open.spotify.com/track/1RS7tM3j3ZHdiekHcC0lxr
79,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",228292,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
80,"Savage Love (Laxed - Siren Beat)","Jawsh 685",227334,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
81,"Be Kind (with Halsey)",Marshmello,224594,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
82,"Aaj Bhi","Vishal Mishra",224537,https://open.spotify.com/track/6LpswW9691XT9OjVSvDU6G
83,"Blueberry Faygo","Lil Mosey",222406,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
84,"bad guy","Billie Eilish",222035,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
85,Cradles,"Sub Urban",220184,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
86,"Boy With Luv (feat. Halsey)",BTS,219340,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
87,"Kalla Sohna Nai",Akhil,217006,https://open.spotify.com/track/4yurVSNjaPBKkOpbZWtuJO
88,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar",215753,https://open.spotify.com/track/7ofWUKeNCUw1P64ArIwG9b
89,Circles,"Post Malone",214708,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
90,"Asal Mein","Darshan Raval",214023,https://open.spotify.com/track/1StFDfq4raRws97W8Wb3QS
91,Faded,"Alan Walker",212492,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz
92,"Saari Ki Saari 2.0","Darshan Raval",212390,https://open.spotify.com/track/34ppgPuSUgKIqUIBT26ulf
93,"Dil Diyan Gallan","Atif Aslam",211608,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta
94,"Teri Mitti",Arko,209456,https://open.spotify.com/track/75hrPAosuDiO9F3DKwVP12
95,"Party Girl",StaySolidRocky,205201,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
96,Satisfya,"Imran Khan",201730,https://open.spotify.com/track/6HGoVbCUr63SgU3TjxEVj6
97,"Thandi Hawa",Ritviz,200581,https://open.spotify.com/track/7EPMILezRmD7gHhgx11e7k
98,"Raabta (Title Track) [From ""Raabta""]","Arijit Singh",199785,https://open.spotify.com/track/4e9dIemIXO8Tzg0k4aWujk
99,Closer,"The Chainsmokers",198720,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
