,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Boy With Luv (feat. Halsey)",BTS,584721,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
2,Mikrokosmos,BTS,311457,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC
3,"On My Way","Alan Walker",301175,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
4,"Make It Right",BTS,298954,https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH
5,"Duniyaa (From ""Luka Chuppi"")",Akhil,277902,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
6,Vaaste,"Dhvani Bhanushali",270702,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
7,HOME,BTS,268055,https://open.spotify.com/track/7lthOBXNue2IvedLRfkod8
8,Dionysus,BTS,250042,https://open.spotify.com/track/6JdS5rJvJaRA7B1tcm7kxZ
9,Sucker,"Jonas Brothers",246431,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
10,"Kalank (Title Track)","Arijit Singh",241509,https://open.spotify.com/track/1Y8jKq7CYLEW6PWp11jWZC
11,"Jamais Vu",BTS,237762,https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa
12,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",226897,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
13,"bad guy","Billie Eilish",200152,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
14,"7 rings","Ariana Grande",194985,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
15,SOS,Avicii,188880,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
16,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",183921,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
17,"Kill This Love",BLACKPINK,175824,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
18,"Intro : Persona",BTS,163249,https://open.spotify.com/track/2isSdmQfVv32j2haL6hk9x
19,"Old Town Road","Lil Nas X",161287,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
20,"Here With Me",Marshmello,159416,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
