,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",1263252,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
2,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",901712,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
3,"O Saki Saki (From ""Batla House"")","Neha Kakkar",789810,https://open.spotify.com/track/4cFwhwH5ydnHgB0Tv3lZsm
4,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",757654,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
5,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",640465,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
6,"Ve Maahi","Arijit Singh",633698,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
7,"Tera Ban Jaunga","Akhil Sachdeva",617822,https://open.spotify.com/track/3oWxFNsXstcancCR1wODR4
8,"Psycho Saiyaan (From ""Saaho"")","Sachet Tandon",542367,https://open.spotify.com/track/3ZjMdVOWxQ53FKrmkgCv95
9,"Duniyaa (From ""Luka Chuppi"")",Akhil,517115,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
10,"The Wakhra Song","Navv Inder",490048,https://open.spotify.com/track/6N6mJlsjYRV0yoMSPS5JiQ
11,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",476668,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
12,"Goodbyes (Feat. Young Thug)","Post Malone",428872,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
13,Paagal,Badshah,389544,https://open.spotify.com/track/4gyPGtExOjj1rsByKW33LR
14,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Arijit Singh",377285,https://open.spotify.com/track/6aPMWbbdhDhiJHlknZb9Yx
15,"Hauli Hauli (From ""De De Pyaar De"")","Garry Sandhu",372379,https://open.spotify.com/track/1z0A545pZMaqYRkruladlk
16,"Kalank (Title Track)","Arijit Singh",364441,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
17,"Koka (From ""Khandaani Shafakhana"")","Jasbir Jassi",358149,https://open.spotify.com/track/4H2wyTfSobQHsVnt2JYPMf
18,Vaaste,"Dhvani Bhanushali",354932,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
19,Yaari,Nikk,339171,https://open.spotify.com/track/04UzZSWfw8hkK832P27QLq
20,"Takeaway (feat. Lennon Stella)","The Chainsmokers",323919,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
21,"The Hook Up Song",Vishal-Shekhar,319892,https://open.spotify.com/track/1bLNqR3bqpyWkwWKECjVrw
22,"Sheher Ki Ladki (From ""Khandaani Shafakhana"")",Badshah,313862,https://open.spotify.com/track/24d3IPklAxzBJB2nuWeSpg
23,"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik",309852,https://open.spotify.com/track/6vuMdb0E8buJeSHArN3dXk
24,"Sorry Song","Neha Kakkar",302914,https://open.spotify.com/track/6RnFfNQik3Cq6vrmifPMlA
25,"Dheeme Dheeme","Tony Kakkar",298412,https://open.spotify.com/track/4At0CnQes5Kx1ROSnnP4lK
26,"Hawa Banke","Darshan Raval",289354,https://open.spotify.com/track/3YVQHUpNexOqkLI7IclsoT
27,"On My Way","Alan Walker",285422,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
28,"Proper Patola",Badshah,279844,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
29,"Chashni (From ""Bharat"")","Abhijeet Srivastava",273774,https://open.spotify.com/track/5X5db3FrBOHbibrFKA02MQ
30,"Live Fast - PUBGM","Alan Walker",271646,https://open.spotify.com/track/1VUGWjzlqudhTqvhc17miB
31,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",271358,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
32,"Coca Cola (From ""Luka Chuppi"")","Tony Kakkar",270684,https://open.spotify.com/track/4bKkdGBttnK4SYjT4zPC1U
33,"Pehla Pyaar","Armaan Malik",270679,https://open.spotify.com/track/0ojpEubhy4JNeVftmVuiN7
34,"Khadke Glassy","Yo Yo Honey Singh",269523,https://open.spotify.com/track/7E2iTG33dfcHlxldckKQIi
35,"The Jawaani Song",Vishal-Shekhar,266801,https://open.spotify.com/track/3IzQc4KEAFd8lIc90X7FZr
