,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Genda Phool (feat. Payal Dev)",Badshah,1002881,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf
2,Shayad,Pritam,792424,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
3,"death bed (coffee for your head)",Powfu,782597,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
4,Skechers,DripReport,705789,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
5,Falling,"Trevor Daniel",658045,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
6,"Ghungroo (From ""War"")","Arijit Singh",626547,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
7,"Blinding Lights","The Weeknd",624178,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
8,"Toosie Slide",Drake,620387,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
9,"Roses - Imanbek Remix","SAINt JHN",618931,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
10,"Illegal Weapon 2.0","Jasmine Sandlas",586687,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw
11,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,581122,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF
12,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",573488,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
13,"Haan Main Galat",Pritam,562894,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
14,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",534527,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
15,"Intentions (feat. Quavo)","Justin Bieber",521990,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
16,Makhna,"Tanishk Bagchi",505814,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
17,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",489150,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
18,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Ayushmann Khurrana",488205,https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u
19,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",457475,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
20,"The Box","Roddy Ricch",454821,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
21,"Dance Monkey","Tones And I",433324,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
22,Memories,"Maroon 5",425359,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
23,"Yaad Piya Ki Aane Lagi","Neha Kakkar",425278,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
24,"THE SCOTTS","THE SCOTTS",422677,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
25,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",420180,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
26,Mehrama,Pritam,415242,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
27,Señorita,"Shawn Mendes",413098,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
28,"Duniyaa (From ""Luka Chuppi"")",Akhil,405776,https://open.spotify.com/track/3s3J70eRpRH2hcYq4mEXTJ
29,Liggi,Ritviz,396133,https://open.spotify.com/track/66Nmp3ztIMqX1j8yYtWl1X
30,"Don't Start Now","Dua Lipa",386075,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
31,"Ve Maahi","Arijit Singh",365243,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
32,"Lagdi Lahore Di","Guru Randhawa",363263,https://open.spotify.com/track/31d3tVd82tx2sjA2VQ3PMZ
33,"Humraah (From ""Malang - Unleash The Madness"")","Sachet Tandon",356889,https://open.spotify.com/track/4xmkpE1Si5JL7NFxWrhV0S
34,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",343235,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
35,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",341664,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
36,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",328545,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
37,ROXANNE,"Arizona Zervas",324510,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
38,Yummy,"Justin Bieber",323714,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
39,"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",Romy,321486,https://open.spotify.com/track/0OcVZqIer0LLu3K8sdU5Yb
40,"Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist","Manu Pilas",319391,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu
41,"Say So","Doja Cat",317157,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
42,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",312556,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
43,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",308628,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
44,Astronomia,Vicetone,307941,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
45,"Blueberry Faygo","Lil Mosey",300285,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
46,"Boss Bitch","Doja Cat",299727,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
47,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar",297400,https://open.spotify.com/track/7ofWUKeNCUw1P64ArIwG9b
48,"ily (i love you baby) (feat. Emilee)","Surf Mesa",293563,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
49,Sakhiyaan,"Maninder Buttar",291692,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
50,Loca,"Yo Yo Honey Singh",291015,https://open.spotify.com/track/10Hks1iBOnKIIhouOI4rrk
51,"Old Skool","Sidhu Moose Wala",285938,https://open.spotify.com/track/1pZbjOj49hg04l9VBO97hp
52,"lovely (with Khalid)","Billie Eilish",283150,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
53,"Asal Mein","Darshan Raval",281750,https://open.spotify.com/track/1StFDfq4raRws97W8Wb3QS
54,"Kalla Sohna Nai",Akhil,276396,https://open.spotify.com/track/4yurVSNjaPBKkOpbZWtuJO
55,"Someone You Loved","Lewis Capaldi",274347,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
56,"Aaj Bhi","Vishal Mishra",267574,https://open.spotify.com/track/6LpswW9691XT9OjVSvDU6G
57,"Can We Kiss Forever?",Kina,267196,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
58,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",262144,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
59,"Dus Bahane 2.0 (From ""Baaghi 3"") (feat. K.K., Shaan, Tulsi Kumar)",Vishal,260386,https://open.spotify.com/track/0z9lOAVgQT5bysEKZ6Wwbk
60,Takeaway,"The Chainsmokers",259806,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
61,"Kudi Nu Nachne De (From ""Angrezi Medium"")","Vishal Dadlani",255418,https://open.spotify.com/track/4YIhJmihoXwjtbY4vsV9Nh
