,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ghungroo (From ""War"")","Arijit Singh",878124,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
2,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",767531,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
3,Memories,"Maroon 5",742225,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
4,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",672579,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
5,"Lose You To Love Me","Selena Gomez",634077,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
6,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",618509,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
7,Señorita,"Shawn Mendes",597076,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
8,"Shaitan Ka Saala (From ""Housefull 4"")","Sohail Sen",529912,https://open.spotify.com/track/7IAJzec1UxGYmNvbPTHbxx
9,Makhna,"Tanishk Bagchi",526037,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
10,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",495972,https://open.spotify.com/track/5QVHNa0ppJUOoqSd36ovQS
11,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",473157,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
12,"Ve Maahi","Arijit Singh",445004,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
13,Circles,"Post Malone",443768,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
14,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",442290,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
15,"Trampoline (with ZAYN)",SHAED,438952,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
