,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Shayad,Pritam,1210010,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
2,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",1116763,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
3,"Illegal Weapon 2.0","Jasmine Sandlas",1085743,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw
4,Falling,"Trevor Daniel",1066949,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
5,"Intentions (feat. Quavo)","Justin Bieber",1056419,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
6,"Haan Main Galat",Pritam,989540,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
7,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,872723,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF
8,Makhna,"Tanishk Bagchi",828758,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
9,Yummy,"Justin Bieber",812361,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
10,Mehrama,Pritam,768488,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
11,"Humraah (From ""Malang - Unleash The Madness"")","Sachet Tandon",764098,https://open.spotify.com/track/4xmkpE1Si5JL7NFxWrhV0S
12,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",736564,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
13,"Ghungroo (From ""War"")","Arijit Singh",735345,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
14,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",725787,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
15,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",665668,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
16,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon,646354,https://open.spotify.com/track/2U0BLmYoSESYOdwMxW2yA9
17,"Blinding Lights","The Weeknd",634688,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
18,Memories,"Maroon 5",594577,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
19,"No Time To Die","Billie Eilish",583498,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
20,"Lagdi Lahore Di","Guru Randhawa",575451,https://open.spotify.com/track/31d3tVd82tx2sjA2VQ3PMZ
21,"Yaad Piya Ki Aane Lagi","Neha Kakkar",569889,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
22,ROXANNE,"Arizona Zervas",542741,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
23,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",536703,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
24,Señorita,"Shawn Mendes",532817,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
25,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",502779,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
26,"Forever (feat. Post Malone & Clever)","Justin Bieber",485272,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ
27,"Hui Malang (From ""Malang - Unleash The Madness"")","Asees Kaur",462844,https://open.spotify.com/track/5bAed2aRbQbjDZF9qkNSA2
28,"Duniyaa (From ""Luka Chuppi"")",Akhil,452932,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
29,"Can We Kiss Forever?",Kina,442816,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
30,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",435560,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
31,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",421817,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
32,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar",407319,https://open.spotify.com/track/7ofWUKeNCUw1P64ArIwG9b
33,"Buttabomma - Telugu","Armaan Malik",407230,https://open.spotify.com/track/0dnDTvdUco2UbaBjUtPxNS
34,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",403557,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
35,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",402789,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
36,"Ve Maahi","Arijit Singh",398178,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
37,"Godzilla (feat. Juice WRLD)",Eminem,396695,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
38,"Dus Bahane 2.0 (From ""Baaghi 3"") (feat. K.K., Shaan, Tulsi Kumar)",Vishal,388458,https://open.spotify.com/track/0z9lOAVgQT5bysEKZ6Wwbk
39,Circles,"Post Malone",379624,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
40,"Sauda Khara Khara","Diljit Dosanjh",377950,https://open.spotify.com/track/1v8H06ctqfMX8IUxU9nCaI
41,"Chal Bombay",DIVINE,365277,https://open.spotify.com/track/6AooRgSRDzbCYL4NZ4RCjU
42,"My Oh My (feat. DaBaby)","Camila Cabello",352398,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
43,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",347673,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
44,"Sip Sip 2.0 (From ""Street Dancer 3D"")","Garry Sandhu",347636,https://open.spotify.com/track/7Jo4yv6Iiwxla5z10lE1L9
45,"Old Skool","Prem Dhillon Ft. Sidhu Moosewala",346604,https://open.spotify.com/track/76IXpU3ve4gHmvcduUN88d
46,"8 Parche","Baani Sandhu",345246,https://open.spotify.com/track/42ETKyApzUl8hTtytFAjen
47,"bad guy","Billie Eilish",339732,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
48,"everything i wanted","Billie Eilish",339378,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
49,Baari,"Bilal Saeed",337912,https://open.spotify.com/track/7cuYb19oTyv1tLTgzH7qpv
50,"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",Romy,330249,https://open.spotify.com/track/0OcVZqIer0LLu3K8sdU5Yb
51,"On My Way","Alan Walker",325448,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
52,"O Saki Saki (From ""Batla House"")","Neha Kakkar",314840,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
53,"Kutti Story (From ""Master"")","Anirudh Ravichander",311178,https://open.spotify.com/track/0Xm3PXjA4kXu2GxBhkLk61
54,Sakhiyaan,"Maninder Buttar",311010,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
55,"Life Is Good (feat. Drake)",Future,307711,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
56,"Someone You Loved","Lewis Capaldi",303017,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
57,"Rahogi Meri",Pritam,300838,https://open.spotify.com/track/2X72RoxsswQEfzOWYDSBWD
58,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Ayushmann Khurrana",299473,https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u
59,"I Like Me Better",Lauv,293831,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
60,Samajavaragamana,"Sid Sriram",293329,https://open.spotify.com/track/3j9DrRebdWK1jkpOw9FZUy
61,Takeaway,"The Chainsmokers",292446,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
62,"Shaitan Ka Saala (From ""Housefull 4"")","Sohail Sen",290130,https://open.spotify.com/track/7IAJzec1UxGYmNvbPTHbxx
