,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ghungroo (From ""War"")","Arijit Singh",994864,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
2,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",794008,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
3,Señorita,"Shawn Mendes",783914,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
4,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",673218,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
5,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",671383,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
6,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",653859,https://open.spotify.com/track/5QVHNa0ppJUOoqSd36ovQS
7,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",496359,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
8,"Psycho Saiyaan (From ""Saaho"")","Sachet Tandon",465839,https://open.spotify.com/track/3ZjMdVOWxQ53FKrmkgCv95
9,"Jai Jai Shivshankar (From ""War"")","Vishal Dadlani",445593,https://open.spotify.com/track/6lfSsCL894Qw15xbt7cSUy
10,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",444132,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
11,"Ve Maahi","Arijit Singh",439698,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
12,"O Saki Saki (From ""Batla House"")","Neha Kakkar",431297,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
13,Samajavaragamana,"Sid Sriram",426817,https://open.spotify.com/track/3j9DrRebdWK1jkpOw9FZUy
14,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",426594,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
15,Memories,"Maroon 5",414980,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
16,Makhna,"Tanishk Bagchi",408275,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
