,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"If I Can't Have You","Shawn Mendes",275685,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
2,"Duniyaa (From ""Luka Chuppi"")",Akhil,263531,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
3,"bad guy","Billie Eilish",260645,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
4,Vaaste,"Dhvani Bhanushali",251014,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
5,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",245806,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
6,"On My Way","Alan Walker",245632,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
7,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",232944,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
8,"Boy With Luv (feat. Halsey)",BTS,229604,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
9,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",217632,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
10,"Homicide (feat. Eminem)",Logic,209250,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
11,Sucker,"Jonas Brothers",205519,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
12,"Kalank (Title Track)","Arijit Singh",200523,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
13,"The Hook Up Song",Vishal-Shekhar,180591,https://open.spotify.com/track/1bLNqR3bqpyWkwWKECjVrw
14,"Ve Maahi","Arijit Singh",180543,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
15,"7 rings","Ariana Grande",172363,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
16,"Without Me",Halsey,168840,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
17,SOS,Avicii,166130,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
18,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,160401,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk
19,"Hauli Hauli (From ""De De Pyaar De"")","Garry Sandhu",145104,https://open.spotify.com/track/60XrRbNjDMAGUZ2xLkU9W3
20,"The Jawaani Song",Vishal-Shekhar,144306,https://open.spotify.com/track/3IzQc4KEAFd8lIc90X7FZr
21,"Coca Cola (From ""Luka Chuppi"")","Tony Kakkar",140336,https://open.spotify.com/track/4bKkdGBttnK4SYjT4zPC1U
22,"Old Town Road","Lil Nas X",137784,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
23,"Apna Time Aayega","Ranveer Singh",137157,https://open.spotify.com/track/5uaIbU3oHHcSOK6WFNK5nj
24,"First Class","Arijit Singh",136132,https://open.spotify.com/track/7s0qlp1ibUxVXLsOM0YWia
25,"Photo (From ""Luka Chuppi"")","Karan Sehmbi",127299,https://open.spotify.com/track/5wdlz4N7s1Xyr4y4RXhZJM
26,"i'm so tired...",Lauv,124122,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
27,,,121681,https://open.spotify.com/track/47rbjDud83d3aqvbcTssei
28,"Kill This Love",BLACKPINK,121497,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
29,"Proper Patola",Badshah,119844,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
30,Wow.,"Post Malone",119407,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
31,"Here With Me",Marshmello,117610,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
32,"Aankh Marey (From ""Simmba"")","Neha Kakkar",115062,https://open.spotify.com/track/790uNrqzKWCvj8rR1QXNpU
33,"Talk (feat. Disclosure)",Khalid,115061,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
34,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",112972,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
35,"Tough Love",Avicii,112504,https://open.spotify.com/track/4XZxalvnG4Yo8YZLuiT1kV
36,Lamberghini,"The Doorbeen",112086,https://open.spotify.com/track/45P9g6kUb7itdonjjGjDdS
