,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",4742990,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
2,"Don't Start Now","Dua Lipa",3787279,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
3,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",3526471,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
4,BRABA,"Luísa Sonza",3246690,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
5,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",2954617,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
6,"Rave de Favela (feat. BEAM)","Major Lazer",2877452,https://open.spotify.com/track/1K7WzjKDcDdVbKNGrB0gej
7,"Graveto - Ao Vivo","Marília Mendonça",2790913,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
8,"Litrão - Ao Vivo","Matheus & Kauan",2734240,https://open.spotify.com/track/5W1kqz2l1lDX77DXBMeXZg
9,"S de Saudade","Luíza & Maurílio",2580277,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
10,"água com açúcar - ao vivo","Luan Santana",2253460,https://open.spotify.com/track/6nI98wtHOJAYSASq22TCYu
11,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",2227903,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe
12,"Te Prometo","Dennis DJ",2204646,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
13,Ranking,"Jorge & Mateus",2201568,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
14,"Roses - Imanbek Remix","SAINt JHN",2182890,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
15,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",2133660,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
16,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2120786,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul
17,SENTADÃO,"Pedro Sampaio",2052005,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
18,"Dance Monkey","Tones And I",1996538,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
19,"Cheirosa - Ao Vivo","Jorge & Mateus",1965484,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
