,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Parado no Bailão","MC L da Vinte",4283458,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT
2,"Atrasadinha - Ao Vivo","Felipe Araújo",3821234,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb
3,"Ciumeira - Ao Vivo","Marília Mendonça",3306557,https://open.spotify.com/track/2H1liABu20HXBOmbt5SQz1
4,"Quem Me Dera","Márcia Fellipe",3193746,https://open.spotify.com/track/29dRTbLTxRaSl63DIzbjvl
5,"Só Pra Castigar","Wesley Safadão",3182370,https://open.spotify.com/track/2X8sssaxS5GReg6945B6RW
6,"Medley da Gaiola - Dennis DJ Remix","MC Kevin o Chris",2967896,https://open.spotify.com/track/7rLegaz7zKB6EtDNzcslKE
7,"thank u, next","Ariana Grande",2825475,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
8,"Não Fala Não pra Mim","Humberto & Ronaldo",2757830,https://open.spotify.com/track/0PaAB17axL9hn88mHiw8g0
9,Veneno,Anitta,2732481,https://open.spotify.com/track/1KFN3kB4hc6r7ILpifFsqf
10,"O Bebê","MC Kevinho",2576891,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
11,"Só Você","Dennis DJ",2427087,https://open.spotify.com/track/4xc6RrWzEOdprPqYn9Cyen
12,Sapequinha,Lexa,2311549,https://open.spotify.com/track/7LPR6AdkOQR9WpEixCGNCk
13,"Ouvi Dizer",Melim,2187708,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
14,"Sofazinho - Ao Vivo","Luan Santana",2173758,https://open.spotify.com/track/2PMLdLt5QeOuOgxfAvx1in
15,"Saudade Nível Hard","Yasmin Santos",2173015,https://open.spotify.com/track/2dmGj5Nf01FcR6N4HPzAbL
16,"Largado Às Traças - Ao Vivo","Zé Neto & Cristiano",2122610,https://open.spotify.com/track/1IJH7QjV5V99eJBtKXqGXE
17,"Cidade Vizinha - Ao Vivo","Henrique & Juliano",2016845,https://open.spotify.com/track/6pgoGpBkKUvXrrU95j0khl
18,"Hoje Eu Vou Parar Na Gaiola","Mc Livinho",1952939,https://open.spotify.com/track/0IQCOAw9ZAI6WnXIrl481F
19,"Ao Vivo E A Cores","Matheus & Kauan",1783625,https://open.spotify.com/track/2Ab1wPTEqulaCGoBak1gUo
20,"Propaganda - Ao Vivo","Jorge & Mateus",1756412,https://open.spotify.com/track/74n5d5M21JnC4WJ6gdkggK
21,"Quem Pegou, Pegou - Ao Vivo","Henrique & Juliano",1745527,https://open.spotify.com/track/0kCqaybZgYcLYxzZymmBoc
22,"Notificação Preferida - Ao Vivo","Zé Neto & Cristiano",1740770,https://open.spotify.com/track/2qkNnJvQvhLiZ63X1L3eFz
23,"Meu Abrigo",Melim,1690291,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
24,"Pouca Pausa",Clau,1646699,https://open.spotify.com/track/2odzriVVZBwYOiYJEj30tm
25,"Zé da Recaída - Ao Vivo","Gusttavo Lima",1624704,https://open.spotify.com/track/7uU04pPMnKELpv8mIJ3yLa
26,Kikadinha,"Jerry Smith",1582788,https://open.spotify.com/track/5TUYLsiIi3tuvR2fCJjZUy
27,"Me Desculpa Jay Z","Baco Exu do Blues",1565496,https://open.spotify.com/track/2BF6mQdYAkLmeRQmX7YyPy
28,"O Alvo (feat. Henrique & Juliano) - Ao Vivo","Diego & Victor Hugo",1556190,https://open.spotify.com/track/5Vw6ZLNB6Ko7VZM6vmNIbr
29,"Deixa (feat. Ana Gabriela)",Lagum,1529398,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
30,"Sem Sal - Ao Vivo","Marília Mendonça",1507107,https://open.spotify.com/track/0E5S49GCejjIo9Bjmo5Q4z
31,"Solteiro Nunca Está Só","MC Kekel",1477769,https://open.spotify.com/track/0qFHLde09T8wwoxQOhGtJQ
32,Devagarinho,"Luísa Sonza",1475354,https://open.spotify.com/track/0aZfIiaO3b2HTNxZ3sv1cg
33,Favela,Alok,1474424,https://open.spotify.com/track/2JVbZEpewmqNlSzmXJTx2E
34,"Status Que Eu Não Queria - Ao Vivo","Zé Neto & Cristiano",1428081,https://open.spotify.com/track/1fyhyOy6iS9E2NckAzjmTo
35,"Vingança - Ao Vivo","Luan Santana",1402304,https://open.spotify.com/track/7KdcbYcVF8LkQeQcTYOixJ
36,Fuleragem,"MC WM",1375846,https://open.spotify.com/track/6tuzPD1zPPvwMbGiD0TBay
37,"Bebida Na Ferida - Ao Vivo","Zé Neto & Cristiano",1357270,https://open.spotify.com/track/3HEb6Y5dv8PgD6JgsIQNac
38,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",1304145,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
39,"Pra Inveja É Tchau","Mc Kevin",1297892,https://open.spotify.com/track/4cnNrOojGyU6J3OXqVTPIg
