,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ciumeira - Ao Vivo","Marília Mendonça",3621485,https://open.spotify.com/track/2H1liABu20HXBOmbt5SQz1
2,"O Bebê","MC Kevinho",2994323,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
3,"Largado Às Traças - Ao Vivo","Zé Neto & Cristiano",2565329,https://open.spotify.com/track/1IJH7QjV5V99eJBtKXqGXE
4,"Disk Me","Pabllo Vittar",2546218,https://open.spotify.com/track/3xgDQRexKiyS4Eq3oAvLaD
5,"Medley da Gaiola - Dennis DJ Remix","MC Kevin o Chris",2485155,https://open.spotify.com/track/7rLegaz7zKB6EtDNzcslKE
6,"Só Você","Dennis DJ",2436973,https://open.spotify.com/track/4xc6RrWzEOdprPqYn9Cyen
7,"Saudade Nível Hard","Yasmin Santos",2310883,https://open.spotify.com/track/2dmGj5Nf01FcR6N4HPzAbL
8,"Meu Abrigo",Melim,2280022,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
9,"Ao Vivo E A Cores","Matheus & Kauan",2224185,https://open.spotify.com/track/2Ab1wPTEqulaCGoBak1gUo
10,"Zé da Recaída","Gusttavo Lima",2150031,https://open.spotify.com/track/4iGwWeV7XVIWO9Yy5QExOr
11,"Só Pra Castigar","Wesley Safadão",2129808,https://open.spotify.com/track/2X8sssaxS5GReg6945B6RW
12,"Propaganda - Ao Vivo","Jorge & Mateus",1958615,https://open.spotify.com/track/74n5d5M21JnC4WJ6gdkggK
13,"Pouca Pausa",Clau,1908318,https://open.spotify.com/track/2odzriVVZBwYOiYJEj30tm
14,"Notificação Preferida - Ao Vivo","Zé Neto & Cristiano",1814141,https://open.spotify.com/track/2qkNnJvQvhLiZ63X1L3eFz
15,Kikadinha,"Jerry Smith",1812602,https://open.spotify.com/track/5TUYLsiIi3tuvR2fCJjZUy
16,"Sofazinho - Ao Vivo","Luan Santana",1765972,https://open.spotify.com/track/2PMLdLt5QeOuOgxfAvx1in
17,Favela,Alok,1759124,https://open.spotify.com/track/2JVbZEpewmqNlSzmXJTx2E
18,"Atrasadinha - Ao Vivo","Felipe Araújo",1728559,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb
