,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Atrasadinha - Ao Vivo","Felipe Araújo",3796408,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb
2,"Parado no Bailão","MC L da Vinte",3628889,https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT
3,"Ciumeira - Ao Vivo","Marília Mendonça",3162118,https://open.spotify.com/track/2H1liABu20HXBOmbt5SQz1
4,"Só Pra Castigar","Wesley Safadão",3069983,https://open.spotify.com/track/2X8sssaxS5GReg6945B6RW
5,"Medley da Gaiola - Dennis DJ Remix","MC Kevin o Chris",2862837,https://open.spotify.com/track/7rLegaz7zKB6EtDNzcslKE
6,Veneno,Anitta,2836029,https://open.spotify.com/track/1KFN3kB4hc6r7ILpifFsqf
7,"Quem Me Dera","Márcia Fellipe",2793710,https://open.spotify.com/track/29dRTbLTxRaSl63DIzbjvl
8,"Não Fala Não pra Mim","Humberto & Ronaldo",2703998,https://open.spotify.com/track/0PaAB17axL9hn88mHiw8g0
9,"O Bebê","MC Kevinho",2584030,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
10,"Só Você","Dennis DJ",2315661,https://open.spotify.com/track/4xc6RrWzEOdprPqYn9Cyen
11,"Sofazinho - Ao Vivo","Luan Santana",2274432,https://open.spotify.com/track/2PMLdLt5QeOuOgxfAvx1in
12,"Saudade Nível Hard","Yasmin Santos",2155287,https://open.spotify.com/track/2dmGj5Nf01FcR6N4HPzAbL
13,"Ouvi Dizer",Melim,2109871,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV
14,"Largado Às Traças - Ao Vivo","Zé Neto & Cristiano",2024408,https://open.spotify.com/track/1IJH7QjV5V99eJBtKXqGXE
15,"Cidade Vizinha - Ao Vivo","Henrique & Juliano",2007049,https://open.spotify.com/track/6pgoGpBkKUvXrrU95j0khl
16,Sapequinha,Lexa,1929236,https://open.spotify.com/track/7LPR6AdkOQR9WpEixCGNCk
17,"thank u, next","Ariana Grande",1846161,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
18,"Ao Vivo E A Cores","Matheus & Kauan",1766791,https://open.spotify.com/track/2Ab1wPTEqulaCGoBak1gUo
19,"Meu Abrigo",Melim,1762634,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
20,"Hoje Eu Vou Parar Na Gaiola","Mc Livinho",1713267,https://open.spotify.com/track/0IQCOAw9ZAI6WnXIrl481F
21,"Notificação Preferida - Ao Vivo","Zé Neto & Cristiano",1710972,https://open.spotify.com/track/2qkNnJvQvhLiZ63X1L3eFz
22,"Propaganda - Ao Vivo","Jorge & Mateus",1672273,https://open.spotify.com/track/74n5d5M21JnC4WJ6gdkggK
23,"Pouca Pausa",Clau,1660883,https://open.spotify.com/track/2odzriVVZBwYOiYJEj30tm
24,"Zé da Recaída - Ao Vivo","Gusttavo Lima",1586561,https://open.spotify.com/track/7uU04pPMnKELpv8mIJ3yLa
25,"O Alvo (feat. Henrique & Juliano) - Ao Vivo","Diego & Victor Hugo",1551269,https://open.spotify.com/track/5Vw6ZLNB6Ko7VZM6vmNIbr
26,Devagarinho,"Luísa Sonza",1474787,https://open.spotify.com/track/0aZfIiaO3b2HTNxZ3sv1cg
27,"Solteiro Nunca Está Só","MC Kekel",1469560,https://open.spotify.com/track/0qFHLde09T8wwoxQOhGtJQ
28,Kikadinha,"Jerry Smith",1446073,https://open.spotify.com/track/5TUYLsiIi3tuvR2fCJjZUy
29,Favela,Alok,1443860,https://open.spotify.com/track/2JVbZEpewmqNlSzmXJTx2E
30,"Deixa (feat. Ana Gabriela)",Lagum,1388150,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
31,"Vingança - Ao Vivo","Luan Santana",1379875,https://open.spotify.com/track/7KdcbYcVF8LkQeQcTYOixJ
32,"Status Que Eu Não Queria - Ao Vivo","Zé Neto & Cristiano",1366324,https://open.spotify.com/track/1fyhyOy6iS9E2NckAzjmTo
33,"A Culpa É Dele - Ao Vivo | Acústico","Marília Mendonça",1309297,https://open.spotify.com/track/6yxYagNp6Gapd7jXmWzgVc
34,Fuleragem,"MC WM",1282040,https://open.spotify.com/track/6tuzPD1zPPvwMbGiD0TBay
35,"Quem Pegou, Pegou - Ao Vivo","Henrique & Juliano",1277761,https://open.spotify.com/track/0kCqaybZgYcLYxzZymmBoc
36,Medicina,Anitta,1274052,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
37,"Bebida Na Ferida - Ao Vivo","Zé Neto & Cristiano",1262005,https://open.spotify.com/track/3HEb6Y5dv8PgD6JgsIQNac
38,"Me Desculpa Jay Z","Baco Exu do Blues",1244873,https://open.spotify.com/track/2BF6mQdYAkLmeRQmX7YyPy
39,"Sem Sal - Ao Vivo","Marília Mendonça",1244382,https://open.spotify.com/track/0E5S49GCejjIo9Bjmo5Q4z
40,"Novinha Você É uma Flor","MCs Thin e Alexandre",1226441,https://open.spotify.com/track/4kiauw5SBqEsu5GuGD09aM
41,"Posto 24h (feat. Wesley Safadão) - Ao Vivo","Lucas Lucco",1214017,https://open.spotify.com/track/3mNmUjoDHYDYj08IaRPtg0
42,"Sou Favela",Ruanzinho,1212585,https://open.spotify.com/track/6VcaTmR9UhOuZD7aNNilOV
43,"Romance Com Safadeza","Wesley Safadão",1212410,https://open.spotify.com/track/0RBOFW5424gCCCZrgECbt6
44,"Pra Inveja É Tchau","Mc Kevin",1185968,https://open.spotify.com/track/4cnNrOojGyU6J3OXqVTPIg
45,"Finalidade Era Ficar em Casa","MC Kevin o Chris",1178194,https://open.spotify.com/track/2Y73798F4zbbbvKT02fbtE
46,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1175848,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
47,"É natural (Participação especial de Bruno Cardoso) - Ao vivo",Ferrugem,1124970,https://open.spotify.com/track/0vT797IpZpF5o1XLCnWCUL
48,"Bohemian Rhapsody - 2011 Mix",Queen,1112663,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
49,Shallow,"Lady Gaga",1096920,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
50,"Dona de mim",IZA,1090276,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN
51,"Siga a Seta (feat. Matheus & Kauan) - Ao Vivo","Marcos & Belutti",1088703,https://open.spotify.com/track/5vbUG4Vo536Lyy6dwdY6Kg
52,"Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo","Atitude 67",1058687,https://open.spotify.com/track/2PADJK4rhdklqFLQFa5oMX
53,"Sua Mãe Vai Me Amar","Turma do Pagode",1025649,https://open.spotify.com/track/4fMjqKYYsvtT6Fvca8lGFl
54,"Não perco meu tempo",Anitta,1019194,https://open.spotify.com/track/5zhnwbZWsbfJFNcrdO3LYB
55,Cobaia,"Lauana Prado",1017138,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
56,"In My Mind",Dynoro,1011877,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
57,"Coladinha em Mim - Ao Vivo","Gustavo Mioto",1006066,https://open.spotify.com/track/4JPSfCXQe6kDliMIJTqISW
58,"Amor de Verdade","MC Kekel",980188,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
59,"Bem Pior Que Eu - Ao Vivo","Marília Mendonça",971764,https://open.spotify.com/track/4CdMz076UN8RyeWGQCdqFZ
60,"Girls Like You (feat. Cardi B)","Maroon 5",948103,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
61,"Disk Me","Pabllo Vittar",942065,https://open.spotify.com/track/3xgDQRexKiyS4Eq3oAvLaD
62,"Cada um na Sua - Ao Vivo","Fernando & Sorocaba",936759,https://open.spotify.com/track/5ReZ4aO1vRnzhxINvPiGJD
63,"Pour Over","Vintage Culture",926693,https://open.spotify.com/track/574kOxVgCcy70oq623rvPE
64,"3 Dias Virado","Mc IG",902101,https://open.spotify.com/track/4uD7ypL7pDmOiMiVX6TCCa
65,"O Sol","Vitor Kley",901664,https://open.spotify.com/track/4lvGHfDuzfv9uDTHMrRMiH
66,Happier,Marshmello,899182,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
67,"Juramento do Dedinho","Mano Walter",884323,https://open.spotify.com/track/0lCmp1Mws7I9K4a0OAgces
68,"Dentro do Carro","MC Kevin o Chris",878249,https://open.spotify.com/track/6FWMkcaZyKS8I60zR6ro7h
69,"Ai, Amor",ANAVITÓRIA,878013,https://open.spotify.com/track/3bR8wBqLky6b61ROJlaBEF
70,"Terra Sem CEP - Ao Vivo","Jorge & Mateus",868851,https://open.spotify.com/track/2U94QDSo9N4e1iXrjo7KAB
71,Morena,"Vitor Kley",862327,https://open.spotify.com/track/36UiRg8wGUOFC3E0gdyvFA
72,"Oi Nego (Não Vai Dar Parte 3)","Jefferson Moraes",848780,https://open.spotify.com/track/5M78WUOq5AjcDfLoj9yi6a
73,"Ausência - Ao Vivo | Acústico","Marília Mendonça",846553,https://open.spotify.com/track/37erXXnh4mlWE7mdO6EYOp
74,"Espaçosa Demais - Ao Vivo","Felipe Araújo",844806,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9
75,"Mulher Maravilha - Ao Vivo","Zé Neto & Cristiano",829223,https://open.spotify.com/track/2cbMXc0P5s271VwZOUk1Gb
76,"Dancin (feat. Luvli) - Krono Remix","Aaron Smith",813346,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM
77,"Bonita, Lindinha e Sagaz","Mc Davi",807806,https://open.spotify.com/track/1R1HmdunvOnEK4bibKp7q5
78,"Fica - Bonus Track",ANAVITÓRIA,802345,https://open.spotify.com/track/1qDZnViQgUItsMpWLVwfGb
79,"Casa da Mãe Joana - Ao Vivo","Marília Mendonça",801616,https://open.spotify.com/track/4y17a6dAJ8P1jeZpd2LCrC
80,"Pega a Receita","MC Dede",799601,https://open.spotify.com/track/0nlFCC2xIQqUJpuQIVPl7S
81,"Próximo amor",Alok,798435,https://open.spotify.com/track/66toMgjEVAujGwyc1PEDvx
82,"Mundo de Ilusões - Ao Vivo","Gusttavo Lima",788736,https://open.spotify.com/track/3UxbT06Mz8aTJbHYYIxwkI
83,"Pra você acreditar - Ao vivo",Ferrugem,785551,https://open.spotify.com/track/5KNi9XFap48ry4puG7rvqv
84,"Jogo do Amor","MC Bruninho",784071,https://open.spotify.com/track/3MxbRHE1u74SoMNR9iURIZ
85,Bluesman,"Baco Exu do Blues",767373,https://open.spotify.com/track/3hHMr9tAmcqGqUjX8awAzL
86,"Bye Bye - Ao Vivo","Marília Mendonça",759864,https://open.spotify.com/track/0bQWrpOuFcxQlBMiZkfkB2
87,"Deixe Me Ir - Acústico",1Kilo,757729,https://open.spotify.com/track/2srL4DYBekshpbprS6H0mO
88,Believer,"Imagine Dragons",753322,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
89,"Ta Tum Tum","MC Kevinho",753201,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
90,"Troca de Favor - Ao Vivo","Marcos & Belutti",752847,https://open.spotify.com/track/1r62NEaZiAwJllEGCySaIq
91,"Tô Com Moral No Céu! - Ao Vivo","Matheus & Kauan",752750,https://open.spotify.com/track/0uwaiApk6k7k9POyFjTKeR
92,"Boa Menina","Luísa Sonza",739923,https://open.spotify.com/track/3eCofNVG97J3lRyNhh0zPP
93,"A Distância Tá Maltratando","MC G15",738032,https://open.spotify.com/track/0IQhbmEHBKRkITY5ygyLWB
94,"Segue O Plano - Ao Vivo","George Henrique & Rodrigo",737249,https://open.spotify.com/track/4fPT1t2uhxDepW6OFMqvpD
95,"Péssimo Negócio (Ao Vivo)",Dilsinho,734430,https://open.spotify.com/track/3FOOdP48VrHCAviC34L84Q
96,"Pra Me Refazer",Sandy,731643,https://open.spotify.com/track/1KIMRoLleFJCwABBrlAOPI
97,"Queima Minha Pele","Baco Exu do Blues",728301,https://open.spotify.com/track/6cySaD4BYMOFlXI3cNS1tL
98,"Coração Infectado","Maiara & Maraisa",709849,https://open.spotify.com/track/3buGB7k4NFkMEz4RA8BMYn
99,"Girassóis de Van Gogh","Baco Exu do Blues",702227,https://open.spotify.com/track/3baOycIMQ6LRDU9vK5uvSH
100,Flamingos,"Baco Exu do Blues",696312,https://open.spotify.com/track/7wcDSsREsX9wn8P1iEdBgj
101,"Carrinho Na Areia - Ao Vivo","Gusttavo Lima",685159,https://open.spotify.com/track/126x7SdXVva2Dqh2is2CEe
102,"Bilhete 2.0 (feat. Luccas Carlos)",Rashid,679727,https://open.spotify.com/track/23DMhYv6WjRmIRck1Uwjev
103,Provocar,Lexa,677695,https://open.spotify.com/track/28SWsF1IQxfc9bP5yua35K
104,"Zé da Recaída","Gusttavo Lima",675988,https://open.spotify.com/track/4iGwWeV7XVIWO9Yy5QExOr
105,"Anti-Amor - Ao Vivo","Gustavo Mioto",669557,https://open.spotify.com/track/7JdZZfozlODQ08ATf8xIZ6
106,"Pirata e tesouro - Ao vivo",Ferrugem,668595,https://open.spotify.com/track/3Cabw7y9EoR68v7dBS76HQ
107,"Quero Que Tu Vá",Ananda,664774,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b
108,"Shape of You","Ed Sheeran",659454,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
109,"O Impossível","Sorriso Maroto",659261,https://open.spotify.com/track/3RVylAtukXgF7xSXFn2OwA
110,"Beijo Com Trap","Hungria Hip Hop",658452,https://open.spotify.com/track/37LmF3FHmdMQErxJJUQaSd
111,"My Baby","Furacao Love",653384,https://open.spotify.com/track/4I2Asr8QXhpF7lhizSEnwW
112,"Trevo (Tu)",ANAVITÓRIA,643372,https://open.spotify.com/track/2vRBYKWOyHtFMtiK60qRz7
113,"Vai perereca","MC Levin",641713,https://open.spotify.com/track/7b10G3FkGf6BlqiIuAE86l
114,"Anos Luz",Matuê,636946,https://open.spotify.com/track/0g5Bqcm6EcbcUXkiCnHxzk
115,"Ainda Sou Tão Seu - Ao Vivo","Felipe Araújo",635050,https://open.spotify.com/track/07PHNpknqZFw6N3GzNQWB8
116,"Tijolinho por Tijolinho","Enzo Rabelo",633086,https://open.spotify.com/track/1ELXy0IfF2iKYwnsUqbYIQ
117,Infarto,"Diego & Victor Hugo",633044,https://open.spotify.com/track/0XEJ7eph2IWFYZc73Jm3n2
118,"Grupo bom",UM44K,632454,https://open.spotify.com/track/7jlGVKeRzOz7fGk6pSiPlb
119,"Acabou Acabou (Quando Eu Digo Que Acabou) - Ao Vivo","Gabriel Diniz",632163,https://open.spotify.com/track/5hJJOWPZtBq15zVfWWM8lZ
120,"Minotauro de Borges","Baco Exu do Blues",628098,https://open.spotify.com/track/4f6tOwKVurENOwUvi405Gh
121,"Woman Like Me (feat. Nicki Minaj)","Little Mix",626026,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
122,"Cem Mil - Ao Vivo","Gusttavo Lima",621370,https://open.spotify.com/track/5eMmT4Ava5BGThju0AD8vQ
123,"Largado As Traças - Acústico","Zé Neto & Cristiano",621082,https://open.spotify.com/track/74gguwbBvfBTurNJUWFOsC
124,"Another One Bites The Dust - Remastered 2011",Queen,618920,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
125,"Bad Liar","Imagine Dragons",605474,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
126,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,602876,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
127,"Without Me",Halsey,598934,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
128,"Problema Seu","Pabllo Vittar",597589,https://open.spotify.com/track/7uTv9wHkOPh5P9HFmkOE28
129,"Estranho - Ao Vivo | Acústico","Marília Mendonça",596894,https://open.spotify.com/track/0rOYqGZFzJzVGcZyXrN3fO
130,"Rabetão no Chão","Mc Th",594019,https://open.spotify.com/track/4aC48Yffpsw01b7sBJxase
131,"Deus Me Livre Quem Me Dera","Israel & Rodolffo",587991,https://open.spotify.com/track/4b08wlmxdHRHS1jLS4wcmd
132,"Porque Eu Te Amo",ANAVITÓRIA,586743,https://open.spotify.com/track/3idU6lZVKD6hvGjnpSHde8
133,"Poesia Acústica #3: Capricorniana","Pineapple StormTv",583063,https://open.spotify.com/track/1YUWhlQjFv7MQpcbb77zTL
134,Jenifer,"Gabriel Diniz",582990,https://open.spotify.com/track/5ixqGGFu0hdHfErdp32QwT
135,Ocean,Alok,582500,https://open.spotify.com/track/4nraNqonMyfc0U3o8VeXVu
136,"Derreter a Aliança - Ao Vivo","Zé Neto & Cristiano",582216,https://open.spotify.com/track/2p8yzBihO2pDFXGPHS3Okh
