,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Liberdade Provisória","Henrique & Juliano",5693358,https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg
2,"Combatchy (feat. MC Rebecca)",Anitta,4825046,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
3,SENTADÃO,"Pedro Sampaio",4653048,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
4,"Surtada - Remix Brega Funk","Dadá Boladão",4247604,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
5,"Supera - Ao Vivo","Marília Mendonça",3860246,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
6,"Cheirosa - Ao Vivo","Jorge & Mateus",3814313,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
7,"Some que ele vem atrás",Anitta,3395068,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5
8,"Gaiola É o Troco","MC Du Black",3201221,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
9,Girassol,"Priscilla Alcantara",3162891,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj
10,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",3147786,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe
11,Verdinha,Ludmilla,3137106,https://open.spotify.com/track/2RMOwSvOGQyy985Vx4VSGQ
12,"Hit Contagiante","Felipe Original",2980024,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
13,"Chama Ela (feat. Pedro Sampaio)",Lexa,2878972,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ
14,"3 Batidas - Ao Vivo","Guilherme & Benuto",2822596,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
15,"Tijolão - Ao Vivo","Jorge & Mateus",2810681,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
16,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",2605903,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
17,"Lençol Dobrado","João Gustavo e Murilo",2587632,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
18,"Contatinho - Ao Vivo","Leo Santana",2549227,https://open.spotify.com/track/4RC2nzqaQygxoVQOVv3XlT
19,"Ferida Curada","Zé Neto & Cristiano",2538934,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
20,"To Voando Alto","Mc Poze do Rodo",2519669,https://open.spotify.com/track/7HLU2aJTAQfSIgJ2dMASsP
21,"menina solta","Giulia Be",2469576,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
22,"Quando a vontade bater (Participação especial de PK Delas)",Pk,2396380,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
23,"Dance Monkey","Tones And I",2385485,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
24,"S de Saudade","Luíza & Maurílio",2354703,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
25,"Sentou e Gostou","MC JottaPê",2345124,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr
26,"Tiro Certo - Ao Vivo","Zé Felipe",2284456,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk
27,"Invocada (Participação especial de Léo Santana) - Ao vivo",Ludmilla,2239033,https://open.spotify.com/track/4k20Ie47EcWtS4wMBn8w8S
28,"Serenata - Ao Vivo","Marília Mendonça",2184092,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
29,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",2169804,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
30,"quando a bad bater - ao vivo","Luan Santana",2162102,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ
31,"Kenny G",Matuê,2158998,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
