,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ao Vivo E A Cores","Matheus & Kauan",3519688,https://open.spotify.com/track/2Ab1wPTEqulaCGoBak1gUo
2,"Largado Às Traças - Ao Vivo","Zé Neto & Cristiano",3117029,https://open.spotify.com/track/1IJH7QjV5V99eJBtKXqGXE
3,"Propaganda - Ao Vivo","Jorge & Mateus",3103626,https://open.spotify.com/track/74n5d5M21JnC4WJ6gdkggK
4,Medicina,Anitta,3043052,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
5,"In My Feelings",Drake,2871498,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
6,"Jogo do Amor","MC Bruninho",2612422,https://open.spotify.com/track/3MxbRHE1u74SoMNR9iURIZ
7,"Status Que Eu Não Queria - Ao Vivo","Zé Neto & Cristiano",2611346,https://open.spotify.com/track/1fyhyOy6iS9E2NckAzjmTo
8,"Romance Com Safadeza","Wesley Safadão",2499221,https://open.spotify.com/track/0RBOFW5424gCCCZrgECbt6
9,"O Sol","Vitor Kley",2364381,https://open.spotify.com/track/3IfctMaf2sfvlSLRa42Cna
10,"Amor de Verdade","MC Kekel",2364004,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
11,"Meu Abrigo",Melim,2343697,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
12,"Amor Falso","Aldair Playboy",2299559,https://open.spotify.com/track/00zzSEe82JTtz68XlARnh7
13,"A Culpa É Dele - Ao Vivo | Acústico","Marília Mendonça",2237974,https://open.spotify.com/track/6yxYagNp6Gapd7jXmWzgVc
14,Fuleragem,"MC WM",2077003,https://open.spotify.com/track/6tuzPD1zPPvwMbGiD0TBay
15,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,2070858,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
16,"O Alvo (feat. Henrique & Juliano) - Ao Vivo","Diego & Victor Hugo",1994389,https://open.spotify.com/track/5Vw6ZLNB6Ko7VZM6vmNIbr
17,"Amor Da Sua Cama","Felipe Araújo",1992824,https://open.spotify.com/track/5rq31V6YJVklhB7HxXn9I8
18,"Anti-Amor - Ao Vivo","Gustavo Mioto",1888409,https://open.spotify.com/track/7JdZZfozlODQ08ATf8xIZ6
19,"Ta Tum Tum","MC Kevinho",1813711,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
20,"Só Quer Vrau","MC MM",1739265,https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J
21,"Coladinha em Mim - Ao Vivo","Gustavo Mioto",1722516,https://open.spotify.com/track/4JPSfCXQe6kDliMIJTqISW
22,"Mundo de Ilusões - Ao Vivo","Gusttavo Lima",1687323,https://open.spotify.com/track/3UxbT06Mz8aTJbHYYIxwkI
23,"Novinha Você É uma Flor","MCs Thin e Alexandre",1681651,https://open.spotify.com/track/4kiauw5SBqEsu5GuGD09aM
24,"Tô Com Moral No Céu! - Ao Vivo","Matheus & Kauan",1680475,https://open.spotify.com/track/0uwaiApk6k7k9POyFjTKeR
25,"Trincadinho - Ao Vivo","Jorge & Mateus",1649042,https://open.spotify.com/track/5qjMyKkmosPBws5cImS9Zz
26,"Pouca Pausa",Clau,1649012,https://open.spotify.com/track/2odzriVVZBwYOiYJEj30tm
27,"Apelido Carinhoso","Gusttavo Lima",1623037,https://open.spotify.com/track/6wXYGqXCLtEHx4VDb2TPcM
28,"Notificação Preferida - Ao Vivo","Zé Neto & Cristiano",1544204,https://open.spotify.com/track/2qkNnJvQvhLiZ63X1L3eFz
29,"Me Solta","Nego do Borel",1513174,https://open.spotify.com/track/5nqehpNGoRAz4wUFK3wT9k
30,"Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo","Atitude 67",1496679,https://open.spotify.com/track/2PADJK4rhdklqFLQFa5oMX
31,"God is a woman","Ariana Grande",1435163,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
32,"Mulher Maravilha - Ao Vivo","Zé Neto & Cristiano",1434775,https://open.spotify.com/track/2cbMXc0P5s271VwZOUk1Gb
33,"Bom Rapaz (feat. Jorge & Mateus) - Ao Vivo","Fernando & Sorocaba",1414683,https://open.spotify.com/track/5Zha6IxtfsLjqLYndyWcER
34,"Deixa (feat. Ana Gabriela)",Lagum,1367110,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
35,Ocean,Alok,1356393,https://open.spotify.com/track/4nraNqonMyfc0U3o8VeXVu
36,"Pra Inveja É Tchau","Mc Kevin",1315266,https://open.spotify.com/track/4cnNrOojGyU6J3OXqVTPIg
37,"Bebida Na Ferida - Ao Vivo","Zé Neto & Cristiano",1273886,https://open.spotify.com/track/3HEb6Y5dv8PgD6JgsIQNac
38,Indecente,Anitta,1268298,https://open.spotify.com/track/5FOCkGt7bp22nBVfQ4WSIT
39,"Pirata e tesouro - Ao vivo",Ferrugem,1263988,https://open.spotify.com/track/3Cabw7y9EoR68v7dBS76HQ
40,"No Brainer","DJ Khaled",1263271,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
41,Papum,"MC Kevinho",1259911,https://open.spotify.com/track/5tNnnptCfuLXLHnDqrL9ku
42,"Beijo Com Trap","Hungria Hip Hop",1215903,https://open.spotify.com/track/37LmF3FHmdMQErxJJUQaSd
43,"Pega a Receita","MC Dede",1202455,https://open.spotify.com/track/0nlFCC2xIQqUJpuQIVPl7S
44,"Olha Ela Aí","Eduardo Costa",1153974,https://open.spotify.com/track/7rTkKmS5LbQ0vwv7jgEGbY
45,"Já convenci - Ao vivo","Thiago Brava",1135814,https://open.spotify.com/track/7xCe2DkTYlkfwhhGAU6FbO
46,"Quero Que Tu Vá",Ananda,1128707,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b
47,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,1090621,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
48,"Largado As Traças - Acústico","Zé Neto & Cristiano",1080331,https://open.spotify.com/track/74gguwbBvfBTurNJUWFOsC
49,"Fica Tudo Bem (feat. Anitta)",Silva,1069639,https://open.spotify.com/track/3gvqZpohrsWFwGH1IoFK5b
50,"Ausência - Ao Vivo | Acústico","Marília Mendonça",1052299,https://open.spotify.com/track/37erXXnh4mlWE7mdO6EYOp
51,"Cancela o Sentimento (feat. Marília Mendonça)","Marcos & Belutti",1038953,https://open.spotify.com/track/0PVjuxjgUJldBATilksYW2
52,"Juramento do Dedinho","Mano Walter",1036339,https://open.spotify.com/track/0lCmp1Mws7I9K4a0OAgces
53,"De Trás Pra Frente - Ao Vivo","Henrique & Juliano",992194,https://open.spotify.com/track/2x67AU9q3lf7cfPSzxCDsL
54,"Deixe Me Ir - Acústico",1Kilo,980673,https://open.spotify.com/track/2srL4DYBekshpbprS6H0mO
55,"Acabou Acabou (Quando Eu Digo Que Acabou) - Ao Vivo","Gabriel Diniz",974037,https://open.spotify.com/track/5hJJOWPZtBq15zVfWWM8lZ
56,"God's Plan",Drake,955182,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
57,"Bilhete 2.0",Rashid,951361,https://open.spotify.com/track/4eizL2CPEy9lFUZw7HBKrk
58,"Bonita, Lindinha e Sagaz","Mc Davi",922789,https://open.spotify.com/track/1R1HmdunvOnEK4bibKp7q5
59,"Das 9 às 6","Henrique & Diego",912124,https://open.spotify.com/track/3HxM4lAPdlTxdl60Ecn092
60,"3 Dias Virado","Mc IG",911994,https://open.spotify.com/track/4uD7ypL7pDmOiMiVX6TCCa
61,"Girls Like You (feat. Cardi B)","Maroon 5",879210,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
62,"Derreter a Aliança - Ao Vivo","Zé Neto & Cristiano",856553,https://open.spotify.com/track/2p8yzBihO2pDFXGPHS3Okh
63,"One Kiss (with Dua Lipa)","Calvin Harris",853056,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
64,"Você Não Vale Nada","Zé Felipe",846820,https://open.spotify.com/track/6EFIK4B0jrvLO096QYEhnX
65,"Pra você acreditar - Ao vivo",Ferrugem,830705,https://open.spotify.com/track/5KNi9XFap48ry4puG7rvqv
66,"Ainda Sou Tão Seu - Ao Vivo","Felipe Araújo",822180,https://open.spotify.com/track/07PHNpknqZFw6N3GzNQWB8
67,Contrário,"Jonas Esticado",820109,https://open.spotify.com/track/76NzI3TmJCAvw28nB3EGk2
68,Devagarinho,"Luísa Sonza",811053,https://open.spotify.com/track/0aZfIiaO3b2HTNxZ3sv1cg
69,"Não Fala Não pra Mim","Humberto & Ronaldo",795190,https://open.spotify.com/track/0PaAB17axL9hn88mHiw8g0
70,"12 Horas (Ao Vivo)",Dilsinho,791188,https://open.spotify.com/track/7B826fTyDa3DkjnKpOgXFo
71,Natural,"Imagine Dragons",789113,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
72,"Estranho - Ao Vivo | Acústico","Marília Mendonça",777755,https://open.spotify.com/track/0rOYqGZFzJzVGcZyXrN3fO
73,"Shape of You","Ed Sheeran",764510,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
74,X,"Nicky Jam",745479,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
75,Youngblood,"5 Seconds of Summer",745022,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
76,"Dona Maria","Thiago Brava",740981,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
77,"Quem É Que Chora por Mim?",Leonardo,739099,https://open.spotify.com/track/4TlOLjhHZjoVGF0qbQc996
78,Believer,"Imagine Dragons",736406,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
79,Transplante,"Marília Mendonça",720994,https://open.spotify.com/track/6uyMtLQXZ8amkLyv5l7F7O
