,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Desce Pro Play (PA PA PA)","Mc Zaac",4569295,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
2,"Na Raba Toma Tapão",Niack,3665196,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe
3,"Poesia Acústica #9: Melhor Forma","Pineapple StormTv",3598333,https://open.spotify.com/track/2fmeSswdyVq4wcqhY41UHk
4,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2973929,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul
5,Ranking,"Jorge & Mateus",2960878,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
6,"Graveto - Ao Vivo","Marília Mendonça",2870115,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
7,"Tudo Aconteceu","MC Du Black",2760827,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
8,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",2739340,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0
9,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",2694475,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
10,"Vai Ter Que Aguentar","Mc Don Juan",2634312,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
11,Flores,Vitão,2619786,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl
12,"Investe Em Mim","Jonas Esticado",2608038,https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7
13,"Litrão - Ao Vivo","Matheus & Kauan",2547936,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh
14,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",2505306,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
15,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",2417940,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
16,"Te Prometo","Dennis DJ",2375252,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
17,BRABA,"Luísa Sonza",2367065,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
18,"Oh Juliana",Niack,2336554,https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt
19,"S de Saudade","Luíza & Maurílio",2274066,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
20,"Sogra - Ao Vivo",Dilsinho,2162121,https://open.spotify.com/track/4x8XaoLvpo6kd51PZD16RK
21,"Quero Você do Jeito Que Quiser","Marília Mendonça",2154851,https://open.spotify.com/track/51uXmhqGR76tT2UeKZyeN6
22,"Viva Voz - Ao Vivo","Lauana Prado",2124862,https://open.spotify.com/track/08Sd5vVcIH3uKeAiaJdoYj
23,"Comprei um Lança","Mc Jacare",2118602,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
24,"Deus é por nós","MC Marks",2030038,https://open.spotify.com/track/6jcGoHrqfRW6fI2I6xtwBQ
25,"Saudade Sua","Gusttavo Lima",2018456,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi
26,"Libera Ela - Ao Vivo","Maiara & Maraisa",2012597,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql
27,"Despedida - Ao Vivo","Wesley Safadão",1990122,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
28,"Roses - Imanbek Remix","SAINt JHN",1967238,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
29,"Nem Doeu - Ao Vivo","Matheus & Kauan",1953896,https://open.spotify.com/track/260n4ECk9j4IEvTAVBYojl
30,"Mentira - Ao Vivo","Felipe Araújo",1918446,https://open.spotify.com/track/3oe0vGmQxem3DcarYMuzu1
31,"Desejando Eu (Ao Vivo)","Murilo Huff",1887411,https://open.spotify.com/track/3056x1XkmICnQmji68rrft
32,"Não Vai Embora",Dilsinho,1882726,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
33,"Don't Start Now","Dua Lipa",1822184,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
34,"Watermelon Sugar","Harry Styles",1795271,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
