,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Largado As Traças - Acústico","Zé Neto & Cristiano",3575527,https://open.spotify.com/track/74gguwbBvfBTurNJUWFOsC
2,"Amor de Verdade","MC Kekel",3362055,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
3,"Propaganda - Ao Vivo","Jorge & Mateus",3268230,https://open.spotify.com/track/74n5d5M21JnC4WJ6gdkggK
4,Fuleragem,"MC WM",2833601,https://open.spotify.com/track/6tuzPD1zPPvwMbGiD0TBay
5,"Ta Tum Tum","MC Kevinho",2788736,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
6,Indecente,Anitta,2721633,https://open.spotify.com/track/5FOCkGt7bp22nBVfQ4WSIT
7,"Tô Com Moral No Céu! - Ao Vivo","Matheus & Kauan",2533993,https://open.spotify.com/track/6ys0kXJnE7wBQKvGrTg0VQ
8,"Anti-Amor - Ao Vivo","Gustavo Mioto",2424268,https://open.spotify.com/track/7JdZZfozlODQ08ATf8xIZ6
9,"Romance Com Safadeza","Wesley Safadão",2389924,https://open.spotify.com/track/0RBOFW5424gCCCZrgECbt6
10,"Coladinha em Mim - Ao Vivo","Gustavo Mioto",2259093,https://open.spotify.com/track/4JPSfCXQe6kDliMIJTqISW
11,"Apelido Carinhoso","Gusttavo Lima",2251073,https://open.spotify.com/track/6wXYGqXCLtEHx4VDb2TPcM
12,"Trincadinho - Ao Vivo","Jorge & Mateus",2177011,https://open.spotify.com/track/5qjMyKkmosPBws5cImS9Zz
13,"Amor Da Sua Cama","Felipe Araújo",2128405,https://open.spotify.com/track/2cwFhwT6L2D4Olc25nhyZo
14,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,2043098,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
15,"Dona Maria","Thiago Brava",1758878,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
16,"Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo","Atitude 67",1722815,https://open.spotify.com/track/0Goo8GkDXERy3IFTQ8BYjz
17,"A Culpa É Dele - Ao Vivo | Acústico","Marília Mendonça",1713544,https://open.spotify.com/track/6yxYagNp6Gapd7jXmWzgVc
18,"Deixe Me Ir - Acústico",1Kilo,1696335,https://open.spotify.com/track/2srL4DYBekshpbprS6H0mO
19,"Agora Vai Sentar","MC's Jhowzinho & Kadinho",1660601,https://open.spotify.com/track/0pDaqgIForVNO4jrtTxcWT
20,"O Sol","Vitor Kley",1650763,https://open.spotify.com/track/3IfctMaf2sfvlSLRa42Cna
21,"Troféu do Ano","Jerry Smith",1496668,https://open.spotify.com/track/7CtFr21TzdM4ntuBkwzpxg
22,"Amar Amei","Mc Don Juan",1493422,https://open.spotify.com/track/1kNVJQEkobOlyfbctPZ4fs
23,"God's Plan",Drake,1417801,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
24,"Estranho - Ao Vivo | Acústico","Marília Mendonça",1406981,https://open.spotify.com/track/4NFqlsk3yQn7DULU8OGnfP
25,"Só Quer Vrau","MC MM",1393708,https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J
26,"Bom Rapaz (feat. Jorge & Mateus) - Ao Vivo","Fernando & Sorocaba",1360422,https://open.spotify.com/track/5Zha6IxtfsLjqLYndyWcER
27,Transplante,"Marília Mendonça",1352312,https://open.spotify.com/track/6uyMtLQXZ8amkLyv5l7F7O
28,X,"Nicky Jam",1328775,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
