,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Largado Às Traças - Ao Vivo","Zé Neto & Cristiano",2893500,https://open.spotify.com/track/1IJH7QjV5V99eJBtKXqGXE
2,"Ao Vivo E A Cores","Matheus & Kauan",2886435,https://open.spotify.com/track/2Ab1wPTEqulaCGoBak1gUo
3,"Meu Abrigo",Melim,2660952,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe
4,"Só Você","Dennis DJ",2595823,https://open.spotify.com/track/4xc6RrWzEOdprPqYn9Cyen
5,"Propaganda - Ao Vivo","Jorge & Mateus",2544751,https://open.spotify.com/track/74n5d5M21JnC4WJ6gdkggK
6,"Quero Que Tu Vá",Ananda,2440940,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b
7,Medicina,Anitta,2393036,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
8,"Pouca Pausa",Clau,2233470,https://open.spotify.com/track/2odzriVVZBwYOiYJEj30tm
9,"Ciumeira - Ao Vivo","Marília Mendonça",2042170,https://open.spotify.com/track/2H1liABu20HXBOmbt5SQz1
10,"Romance Com Safadeza","Wesley Safadão",2012299,https://open.spotify.com/track/0RBOFW5424gCCCZrgECbt6
11,"A Culpa É Dele - Ao Vivo | Acústico","Marília Mendonça",1925255,https://open.spotify.com/track/6yxYagNp6Gapd7jXmWzgVc
12,"O Alvo (feat. Henrique & Juliano) - Ao Vivo","Diego & Victor Hugo",1895009,https://open.spotify.com/track/5Vw6ZLNB6Ko7VZM6vmNIbr
13,Favela,Alok,1891996,https://open.spotify.com/track/2JVbZEpewmqNlSzmXJTx2E
14,"Amor de Verdade","MC Kekel",1832545,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
15,Fuleragem,"MC WM",1822884,https://open.spotify.com/track/6tuzPD1zPPvwMbGiD0TBay
16,"In My Feelings",Drake,1821672,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
17,"Jogo do Amor","MC Bruninho",1772011,https://open.spotify.com/track/3MxbRHE1u74SoMNR9iURIZ
18,"Status Que Eu Não Queria - Ao Vivo","Zé Neto & Cristiano",1743128,https://open.spotify.com/track/1fyhyOy6iS9E2NckAzjmTo
19,"Notificação Preferida - Ao Vivo","Zé Neto & Cristiano",1623727,https://open.spotify.com/track/2qkNnJvQvhLiZ63X1L3eFz
20,"Amor Falso","Aldair Playboy",1576940,https://open.spotify.com/track/00zzSEe82JTtz68XlARnh7
21,"Siga a Seta (feat. Matheus & Kauan) - Ao Vivo","Marcos & Belutti",1569066,https://open.spotify.com/track/5AQNVgt7BKHKRhrNFFgSPF
22,"O Sol","Vitor Kley",1562294,https://open.spotify.com/track/3IfctMaf2sfvlSLRa42Cna
23,"Problema Seu","Pabllo Vittar",1554023,https://open.spotify.com/track/0sMgOV0KurBXvZ4G5AJj4X
24,"Novinha Você É uma Flor","MCs Thin e Alexandre",1544937,https://open.spotify.com/track/4kiauw5SBqEsu5GuGD09aM
25,"Mundo de Ilusões - Ao Vivo","Gusttavo Lima",1530842,https://open.spotify.com/track/3UxbT06Mz8aTJbHYYIxwkI
26,"Coladinha em Mim - Ao Vivo","Gustavo Mioto",1430073,https://open.spotify.com/track/4JPSfCXQe6kDliMIJTqISW
27,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,1396365,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
28,"Pra Inveja É Tchau","Mc Kevin",1392420,https://open.spotify.com/track/4cnNrOojGyU6J3OXqVTPIg
29,"God is a woman","Ariana Grande",1376804,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
30,"Anti-Amor - Ao Vivo","Gustavo Mioto",1367503,https://open.spotify.com/track/7JdZZfozlODQ08ATf8xIZ6
31,"Bebida Na Ferida - Ao Vivo","Zé Neto & Cristiano",1358272,https://open.spotify.com/track/3HEb6Y5dv8PgD6JgsIQNac
32,"Amor Da Sua Cama","Felipe Araújo",1340043,https://open.spotify.com/track/5rq31V6YJVklhB7HxXn9I8
33,"Deixa (feat. Ana Gabriela)",Lagum,1327587,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
34,"Cada um na Sua - Ao Vivo","Fernando & Sorocaba",1324142,https://open.spotify.com/track/5ReZ4aO1vRnzhxINvPiGJD
35,"Vou Morrer Sozinho",Jão,1315731,https://open.spotify.com/track/1XVN2BVHfKUUcMH0jxSRZ5
36,"Mulher Maravilha - Ao Vivo","Zé Neto & Cristiano",1299026,https://open.spotify.com/track/2cbMXc0P5s271VwZOUk1Gb
37,"Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo","Atitude 67",1248979,https://open.spotify.com/track/2PADJK4rhdklqFLQFa5oMX
38,"Saudade Nível Hard","Yasmin Santos",1203382,https://open.spotify.com/track/2dmGj5Nf01FcR6N4HPzAbL
39,"In My Mind",Dynoro,1183656,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
40,"Trincadinho - Ao Vivo","Jorge & Mateus",1180866,https://open.spotify.com/track/5qjMyKkmosPBws5cImS9Zz
41,"Aquela Pessoa - Ao Vivo","Henrique & Juliano",1173924,https://open.spotify.com/track/3A1LphuJ5lQD6NjPtxtYFh
42,"Tô Com Moral No Céu! - Ao Vivo","Matheus & Kauan",1167855,https://open.spotify.com/track/0uwaiApk6k7k9POyFjTKeR
43,"Apelido Carinhoso","Gusttavo Lima",1158585,https://open.spotify.com/track/6wXYGqXCLtEHx4VDb2TPcM
44,"Ausência - Ao Vivo | Acústico","Marília Mendonça",1148148,https://open.spotify.com/track/37erXXnh4mlWE7mdO6EYOp
45,"Ta Tum Tum","MC Kevinho",1140580,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
46,"Vou Falar Pra Tu","Jerry Smith",1132063,https://open.spotify.com/track/4Tbzfb4LmjxctKOTPfgWGV
47,"Jogando sujo",Ludmilla,1081196,https://open.spotify.com/track/2OUffBn30YvuPbZ0SmBgNs
48,"Pirata e tesouro - Ao vivo",Ferrugem,1079182,https://open.spotify.com/track/3Cabw7y9EoR68v7dBS76HQ
49,"Ai, Amor",ANAVITÓRIA,1075733,https://open.spotify.com/track/3bR8wBqLky6b61ROJlaBEF
50,"Me Solta","Nego do Borel",1054020,https://open.spotify.com/track/5nqehpNGoRAz4wUFK3wT9k
51,"Não Fala Não pra Mim","Humberto & Ronaldo",1039498,https://open.spotify.com/track/0PaAB17axL9hn88mHiw8g0
52,"É natural (Participação especial de Bruno Cardoso) - Ao vivo",Ferrugem,1027271,https://open.spotify.com/track/0vT797IpZpF5o1XLCnWCUL
53,"Girls Like You (feat. Cardi B)","Maroon 5",983221,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
54,Cobaia,"Lauana Prado",973749,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
55,breathin,"Ariana Grande",942273,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
56,"Quem Pegou, Pegou - Ao Vivo","Henrique & Juliano",940283,https://open.spotify.com/track/0kCqaybZgYcLYxzZymmBoc
57,"MC Lençol e DJ Travesseiro","Luan Santana",935569,https://open.spotify.com/track/2ozsutWRgcaZKJsQ6DvFFv
