,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Só Quer Vrau","MC MM",4076477,https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J
2,"Largado As Traças - Acústico","Zé Neto & Cristiano",3710357,https://open.spotify.com/track/74gguwbBvfBTurNJUWFOsC
3,"Amor de Verdade","MC Kekel",3477849,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
4,"Propaganda - Ao Vivo","Jorge & Mateus",3356680,https://open.spotify.com/track/74n5d5M21JnC4WJ6gdkggK
5,Fuleragem,"MC WM",3277400,https://open.spotify.com/track/6tuzPD1zPPvwMbGiD0TBay
6,"Romance Com Safadeza","Wesley Safadão",2990463,https://open.spotify.com/track/0RBOFW5424gCCCZrgECbt6
7,"Ta Tum Tum","MC Kevinho",2598033,https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka
8,"Tô Com Moral No Céu! - Ao Vivo","Matheus & Kauan",2525617,https://open.spotify.com/track/6ys0kXJnE7wBQKvGrTg0VQ
9,"Anti-Amor - Ao Vivo","Gustavo Mioto",2489299,https://open.spotify.com/track/7JdZZfozlODQ08ATf8xIZ6
10,Indecente,Anitta,2341776,https://open.spotify.com/track/5FOCkGt7bp22nBVfQ4WSIT
11,"Coladinha em Mim - Ao Vivo","Gustavo Mioto",2325266,https://open.spotify.com/track/4JPSfCXQe6kDliMIJTqISW
12,"Apelido Carinhoso","Gusttavo Lima",2160352,https://open.spotify.com/track/6wXYGqXCLtEHx4VDb2TPcM
13,"A Culpa É Dele - Ao Vivo | Acústico","Marília Mendonça",2130762,https://open.spotify.com/track/6yxYagNp6Gapd7jXmWzgVc
14,Ocean,Alok,2113034,https://open.spotify.com/track/4nraNqonMyfc0U3o8VeXVu
15,"Amor Da Sua Cama","Felipe Araújo",2105074,https://open.spotify.com/track/2cwFhwT6L2D4Olc25nhyZo
