,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"quando a bad bater - ao vivo","Luan Santana",4179172,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ
2,"Supera - Ao Vivo","Marília Mendonça",3744027,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
3,"Sentou e Gostou","MC JottaPê",3544572,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr
4,"Tijolão - Ao Vivo","Jorge & Mateus",3515673,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
5,"Lençol Dobrado","João Gustavo e Murilo",3453256,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
6,"Hit Contagiante","Felipe Original",3238826,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
7,"Ferida Curada","Zé Neto & Cristiano",3146201,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
8,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",2890933,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
9,"Quando a vontade bater (Participação especial de PK Delas)",Pk,2853749,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
10,"Kenny G",Matuê,2717628,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
11,"Te Amo Sem Compromisso","MC Doni",2696271,https://open.spotify.com/track/4mkagJJ8AM1hzeyrgAJc3x
12,Milu,"Gusttavo Lima",2660944,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7
13,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",2642587,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
14,"Gaiola É o Troco","MC Du Black",2488593,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
15,Cobaia,"Lauana Prado",2404052,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
16,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",2402780,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
17,Señorita,"Shawn Mendes",2372877,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
18,"Espaçosa Demais - Ao Vivo","Felipe Araújo",2353072,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9
19,Evoluiu,"MC Kevin o Chris",2233991,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK
20,Lalala,Y2K,2176425,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
21,"Uma nora pra cada dia","MC Kevinho",2156980,https://open.spotify.com/track/2bbFhnxYjeb9jYEX2MDKLQ
22,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",2087499,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
23,"Invocada (Participação especial de Léo Santana) - Ao vivo",Ludmilla,2070487,https://open.spotify.com/track/4k20Ie47EcWtS4wMBn8w8S
24,"Serenata - Ao Vivo","Marília Mendonça",2054646,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
25,Pupila,ANAVITÓRIA,2040659,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
26,"Bebi Liguei - Ao Vivo","Marília Mendonça",1997664,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
27,"Algo Mais (Amante) - Ao Vivo","Xand Avião",1898573,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
28,"Para, Pensa e Volta - Ao Vivo","Yasmin Santos",1854568,https://open.spotify.com/track/2KyXyTrp3kp1Fsg7B1osYD
29,"Old Town Road - Remix","Lil Nas X",1808964,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
30,"Péssimo Negócio (Ao Vivo)",Dilsinho,1783061,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ
31,"Baile da Colômbia (Brega Funk) - Remix","MC Ysa",1771381,https://open.spotify.com/track/2qiqXQ2Suc253bR7k9AKVD
32,"Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019","George Henrique & Rodrigo",1682268,https://open.spotify.com/track/33g4LmRrWddOvMLnynSktj
33,"Fingindo Maturidade - Ao Vivo","Mano Walter",1681536,https://open.spotify.com/track/3tU3UAasaDA9OixXGC3O33
34,"Não Abro Mão - Ao Vivo","Maiara & Maraisa",1610700,https://open.spotify.com/track/3L2uyIJoJPjYkSETVNSPBQ
35,"Solteiro Não Trai - Ao Vivo","Gustavo Mioto",1594659,https://open.spotify.com/track/7oEr56KG6odStlQH0nvdyr
36,"Sei Lá",Projota,1585862,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM
37,"Bebaça - Ao Vivo","Marília Mendonça",1579307,https://open.spotify.com/track/6YjyT6MEMsMc41NNWk2dYg
38,Malemolência,"Dynho Alves",1532174,https://open.spotify.com/track/5rwdmpN5eMWIIwK4R96vv1
39,"Estado Decadente - Acústico","Zé Neto & Cristiano",1503311,https://open.spotify.com/track/4eB8rsNNm5791m3uvEBNLR
40,"Vai menina","Pedro Sampaio",1496561,https://open.spotify.com/track/1oQppEGTHYN53xfEaTz4ua
41,"Notificação Preferida - Ao Vivo","Zé Neto & Cristiano",1461566,https://open.spotify.com/track/3tA0vALUwrzkTgHcm9j6oJ
42,Circles,"Post Malone",1456415,https://open.spotify.com/track/51MMC5DogGZAnHil5HQAXg
43,"Flor Que Se Cheira - Ao Vivo","Guilherme & Benuto",1440612,https://open.spotify.com/track/49pu85144Xir6PgWjeyJhG
