,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Liberdade Provisória","Henrique & Juliano",5730875,https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg
2,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",4643542,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
3,SENTADÃO,"Pedro Sampaio",4280830,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
4,"Combatchy (feat. MC Rebecca)",Anitta,4009094,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
5,"Cheirosa - Ao Vivo","Jorge & Mateus",3466325,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
6,"Surtada - Remix Brega Funk","Dadá Boladão",3441923,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
7,"Supera - Ao Vivo","Marília Mendonça",3322585,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
8,"Dance Monkey","Tones And I",3286584,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
9,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",3252974,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe
10,"Some que ele vem atrás",Anitta,2941379,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5
11,Verdinha,Ludmilla,2772828,https://open.spotify.com/track/2RMOwSvOGQyy985Vx4VSGQ
12,"S de Saudade","Luíza & Maurílio",2733914,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
13,"Tijolão - Ao Vivo","Jorge & Mateus",2733885,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
14,"3 Batidas - Ao Vivo","Guilherme & Benuto",2722926,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
15,"Gaiola É o Troco","MC Du Black",2587328,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
16,Yummy,"Justin Bieber",2529211,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
17,"Hit Contagiante","Felipe Original",2522518,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
18,"Porta Mala","Os Parazim",2457821,https://open.spotify.com/track/7vZqxuOvEwRHsGVaDykzpY
19,"Chama Ela (feat. Pedro Sampaio)",Lexa,2442564,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ
20,"menina solta","Giulia Be",2408939,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
21,"To Voando Alto","Mc Poze do Rodo",2299478,https://open.spotify.com/track/7HLU2aJTAQfSIgJ2dMASsP
22,"Ferida Curada","Zé Neto & Cristiano",2259771,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
23,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",2250458,https://open.spotify.com/track/2BU6XXSG8SqiptRuj6EiLA
24,"Lençol Dobrado","João Gustavo e Murilo",2234224,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
25,"Contatinho - Ao Vivo","Leo Santana",2205134,https://open.spotify.com/track/4RC2nzqaQygxoVQOVv3XlT
26,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",2189680,https://open.spotify.com/track/6lK3nCiigk34SGqEjpQoqO
27,"Invocada (Participação especial de Léo Santana) - Ao vivo",Ludmilla,2046886,https://open.spotify.com/track/4k20Ie47EcWtS4wMBn8w8S
28,"Quando a vontade bater (Participação especial de PK Delas)",Pk,2039291,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
29,"Tiro Certo - Ao Vivo","Zé Felipe",2028860,https://open.spotify.com/track/5MArTXEVyKBwoodjdy04fk
30,"quando a bad bater - ao vivo","Luan Santana",2004212,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ
31,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",1994967,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
32,"Sentou e Gostou","MC JottaPê",1977690,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr
33,"Serenata - Ao Vivo","Marília Mendonça",1954815,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
34,"Ela Vem","MC G15",1897561,https://open.spotify.com/track/31yFXM26dazFnWI2eoOM5R
35,"Carreira Solo - Ao Vivo","Gusttavo Lima",1872226,https://open.spotify.com/track/1MmS7UIy3J1BTxfGCRvVqN
36,"Kenny G",Matuê,1851575,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
37,"Se Prepara 2","Mc Livinho",1847326,https://open.spotify.com/track/0CgMeXQiNYJxPVQ2EMJxdL
38,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",1824925,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
39,"Bebi Liguei - Ao Vivo","Marília Mendonça",1814086,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
40,"Amor de Que","Pabllo Vittar",1808338,https://open.spotify.com/track/7yYsyXQa2JgbyL9fkEiUNt
41,"Vem Me Satisfazer","MC Ingryd",1804814,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
42,"Mil Anos - Recorded At Mosh Studios, São Paulo","Jorge & Mateus",1773504,https://open.spotify.com/track/4UUtssVRs2aQTLQCAAtZg1
43,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",1751401,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg
44,Señorita,"Shawn Mendes",1682553,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
45,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",1661758,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
46,"Don't Start Now","Dua Lipa",1627221,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
47,"Fake News - Ao Vivo","Gustavo Mioto",1625624,https://open.spotify.com/track/1G60NjxeOS7veR1EXuKPaW
48,"choque térmico - ao vivo","Luan Santana",1612497,https://open.spotify.com/track/159ntSAEWJ9zIMOSXmQ530
49,Pupila,ANAVITÓRIA,1572540,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
50,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",1541414,https://open.spotify.com/track/17Ryox5vWKp92IDW87C5PI
51,"Relógio Parado (Ao Vivo)","Diego & Arnaldo",1540649,https://open.spotify.com/track/5n8Y78Pl5q8lqS7sJP61qw
52,"Para, Pensa e Volta - Ao Vivo","Yasmin Santos",1512164,https://open.spotify.com/track/2KyXyTrp3kp1Fsg7B1osYD
53,Complicado,Vitão,1490300,https://open.spotify.com/track/52vPpP2gEYaBROIS77J38P
54,"Espaçosa Demais - Ao Vivo","Felipe Araújo",1454400,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9
55,"Algo Mais (Amante) - Ao Vivo","Xand Avião",1418979,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
56,Girassol,"Priscilla Alcantara",1406563,https://open.spotify.com/track/22rcaYTa2UgcLCbeO0NoNj
57,"Briga Feia - Ao Vivo","Henrique & Juliano",1381289,https://open.spotify.com/track/6e8X0VVUO6BIZMnDvICDOR
58,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",1354593,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
