,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"quando a bad bater - ao vivo","Luan Santana",3791019,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ
2,"Gaiola É o Troco","MC Du Black",3777099,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
3,"Hit Contagiante","Felipe Original",3680339,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
4,"Supera - Ao Vivo","Marília Mendonça",3645597,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
5,"Tijolão - Ao Vivo","Jorge & Mateus",3228931,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
6,"Contatinho - Ao Vivo","Leo Santana",3106972,https://open.spotify.com/track/4RC2nzqaQygxoVQOVv3XlT
7,"Ferida Curada","Zé Neto & Cristiano",2996378,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
8,"Lençol Dobrado","João Gustavo e Murilo",2980962,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
9,"Surtada - Remix Brega Funk","Dadá Boladão",2901079,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
10,"Kenny G",Matuê,2827815,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
11,"Quando a vontade bater (Participação especial de PK Delas)",Pk,2737646,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
12,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",2699705,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
13,"Invocada (Participação especial de Léo Santana) - Ao vivo",Ludmilla,2546573,https://open.spotify.com/track/4k20Ie47EcWtS4wMBn8w8S
14,Complicado,Vitão,2435370,https://open.spotify.com/track/52vPpP2gEYaBROIS77J38P
15,Milu,"Gusttavo Lima",2409795,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7
16,Pupila,ANAVITÓRIA,2287875,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
17,"Te Amo Sem Compromisso","MC Doni",2236582,https://open.spotify.com/track/4mkagJJ8AM1hzeyrgAJc3x
18,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",2232058,https://open.spotify.com/track/1owErGXMkNVCgCmCjI1vRL
19,Lalala,Y2K,2183572,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
20,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",2183446,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
21,"Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019","George Henrique & Rodrigo",2170874,https://open.spotify.com/track/33g4LmRrWddOvMLnynSktj
22,"Chama Ela (feat. Pedro Sampaio)",Lexa,2146474,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ
23,Evoluiu,"MC Kevin o Chris",2075711,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK
24,"Espaçosa Demais - Ao Vivo","Felipe Araújo",2013218,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9
25,"Baile da Colômbia (Brega Funk) - Remix","MC Ysa",1973452,https://open.spotify.com/track/2qiqXQ2Suc253bR7k9AKVD
26,"Para, Pensa e Volta - Ao Vivo","Yasmin Santos",1927291,https://open.spotify.com/track/2KyXyTrp3kp1Fsg7B1osYD
27,Señorita,"Shawn Mendes",1889929,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
28,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",1871546,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
29,"Perrengue - Ao Vivo","Gusttavo Lima",1866406,https://open.spotify.com/track/5pddmkNwatcLOEqDqj7xEp
30,"Bebi Liguei - Ao Vivo","Marília Mendonça",1841267,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
31,"Serenata - Ao Vivo","Marília Mendonça",1810589,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
32,"choque térmico - ao vivo","Luan Santana",1800199,https://open.spotify.com/track/159ntSAEWJ9zIMOSXmQ530
33,"Algo Mais (Amante) - Ao Vivo","Xand Avião",1796628,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
34,"Uma nora pra cada dia","MC Kevinho",1790910,https://open.spotify.com/track/2bbFhnxYjeb9jYEX2MDKLQ
35,Cobaia,"Lauana Prado",1763864,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
36,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",1734820,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
37,"Péssimo Negócio (Ao Vivo)",Dilsinho,1656966,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ
38,Café,Vitão,1638018,https://open.spotify.com/track/6i9ToXS6CAfjpp8veBklg1
39,"Ela Vem","MC G15",1617273,https://open.spotify.com/track/31yFXM26dazFnWI2eoOM5R
40,"Vidrado Em Você","Dj Guuga",1593868,https://open.spotify.com/track/2kOmW169C7UV4SZDN9u0YO
41,"Tão Linda","Atitude 67",1581120,https://open.spotify.com/track/59WWulo1LM0njpIkcduCMn
42,"Também Sei Fazer Falta - Ao Vivo","Israel & Rodolffo",1568412,https://open.spotify.com/track/6hrV6KYL9zM8vFAbOSxFHY
43,"Na Cama Que Eu Paguei - Ao Vivo","Wesley Safadão",1549017,https://open.spotify.com/track/6hqQPoB1yYKcLfByfxO8he
44,"HIGHEST IN THE ROOM","Travis Scott",1526339,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
45,Malemolência,"Dynho Alves",1462665,https://open.spotify.com/track/5rwdmpN5eMWIIwK4R96vv1
46,"Sei Lá",Projota,1434238,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM
47,"Solteiro Não Trai - Ao Vivo","Gustavo Mioto",1429958,https://open.spotify.com/track/7oEr56KG6odStlQH0nvdyr
48,"Do jeito que tu gosta",Pk,1425055,https://open.spotify.com/track/34D0w6kVzuQ35vyHIFrWTC
49,"Áudio - Ao Vivo em Brasília","Diego & Victor Hugo",1375056,https://open.spotify.com/track/2PqPSf3gtTED79rWGwVtYg
50,"Poesia Acústica #7: Céu Azul","Pineapple StormTv",1356226,https://open.spotify.com/track/2FGhB10Gon36GgFcOTMQEW
51,Brisa,IZA,1354313,https://open.spotify.com/track/5rNNZ6fVYxkhwqUfImVhU1
52,"Não Abro Mão - Ao Vivo","Maiara & Maraisa",1324459,https://open.spotify.com/track/3L2uyIJoJPjYkSETVNSPBQ
53,"Fake News - Ao Vivo","Gustavo Mioto",1320862,https://open.spotify.com/track/1G60NjxeOS7veR1EXuKPaW
54,"50 Vezes - Ao Vivo","Sorriso Maroto",1296406,https://open.spotify.com/track/01wavOnjFBNgdMWBFYIAP4
55,"Old Town Road - Remix","Lil Nas X",1252654,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
56,"Estado Decadente - Acústico","Zé Neto & Cristiano",1245719,https://open.spotify.com/track/4eB8rsNNm5791m3uvEBNLR
57,"Nem de Graça / Saudade Arregaça - Ao Vivo",Pixote,1243033,https://open.spotify.com/track/141xCZ6pvh4ymCsQkOFX80
58,"Notificação Preferida - Ao Vivo","Zé Neto & Cristiano",1235155,https://open.spotify.com/track/3tA0vALUwrzkTgHcm9j6oJ
59,"Vai menina","Pedro Sampaio",1227248,https://open.spotify.com/track/1oQppEGTHYN53xfEaTz4ua
60,"Flor Que Se Cheira - Ao Vivo","Guilherme & Benuto",1223804,https://open.spotify.com/track/49pu85144Xir6PgWjeyJhG
61,"Vem Me Amar","Jonas Esticado",1216982,https://open.spotify.com/track/0UavwCicOnQwMuh67yaxM3
62,"Até que enfim - Ao vivo",Ferrugem,1208714,https://open.spotify.com/track/1zI3RU0boCVsAXChjCvESu
63,"Ela É do Tipo","MC Kevin o Chris",1173171,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP
64,"Fingindo Maturidade - Ao Vivo","Mano Walter",1161166,https://open.spotify.com/track/3tU3UAasaDA9OixXGC3O33
65,"Bebe e Vem Me Procurar","Raí Saia Rodada",1149642,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq
