,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",4539695,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
2,BRABA,"Luísa Sonza",4306377,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
3,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",3831349,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
4,"Rave de Favela (feat. BEAM)","Major Lazer",3299384,https://open.spotify.com/track/1K7WzjKDcDdVbKNGrB0gej
5,"Don't Start Now","Dua Lipa",3230569,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
6,"Graveto - Ao Vivo","Marília Mendonça",3230563,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
7,"Litrão - Ao Vivo","Matheus & Kauan",2886353,https://open.spotify.com/track/5W1kqz2l1lDX77DXBMeXZg
8,"Cheirosa - Ao Vivo","Jorge & Mateus",2805228,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
9,"S de Saudade","Luíza & Maurílio",2697952,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
10,Ranking,"Jorge & Mateus",2608309,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
11,SENTADÃO,"Pedro Sampaio",2409638,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
12,"Dance Monkey","Tones And I",2370646,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
13,"Te Prometo","Dennis DJ",2368640,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
14,"Supera - Ao Vivo","Marília Mendonça",2355073,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
15,"Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano",2329737,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe
16,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",2319953,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
17,"Com ou Sem Mim - Ao Vivo","Gustavo Mioto",2260399,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
18,BALANÇA,"WC no Beat",2235717,https://open.spotify.com/track/4p8pEdPYOQLzJUKYrLOacy
19,"Vem Me Satisfazer","MC Ingryd",2165807,https://open.spotify.com/track/63SHcJzckFykS8faA5zojY
20,"Tijolão - Ao Vivo","Jorge & Mateus",2137428,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
21,"3 Batidas - Ao Vivo","Guilherme & Benuto",2100736,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k
22,"água com açúcar - ao vivo","Luan Santana",2005845,https://open.spotify.com/track/6nI98wtHOJAYSASq22TCYu
23,"Volta por Baixo - Ao Vivo","Henrique & Juliano",1955438,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul
24,"Roses - Imanbek Remix","SAINt JHN",1930126,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
25,"Tudo Ok","Thiaguinho MT",1899176,https://open.spotify.com/track/4HUZBG98TYbxSR9V1V2DWS
26,"Combatchy (feat. MC Rebecca)",Anitta,1858208,https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw
27,"Mentira - Ao Vivo","Felipe Araújo",1718321,https://open.spotify.com/track/146Vb458Y5RbqEa0fYFPzm
28,"Blinding Lights","The Weeknd",1692450,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
29,"Serenata - Ao Vivo","Marília Mendonça",1677472,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
30,"menina solta","Giulia Be",1670693,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
31,"Break My Heart","Dua Lipa",1646562,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
32,"Aí Eu Bebo - Ao Vivo","Maiara & Maraisa",1632375,https://open.spotify.com/track/6lK3nCiigk34SGqEjpQoqO
33,"Briga Feia - Ao Vivo","Henrique & Juliano",1594619,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk
34,"death bed (coffee for your head)",Powfu,1560195,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
35,"The Box","Roddy Ricch",1552567,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
36,"Surtada - Remix Brega Funk","Dadá Boladão",1509093,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r
37,"Amor de Que","Pabllo Vittar",1488665,https://open.spotify.com/track/7vpGKEUPrA4UEsS4o4W1tP
38,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",1475384,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0
39,"Chama Ela (feat. Pedro Sampaio)",Lexa,1470879,https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ
