,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",3707835,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
2,"Lençol Dobrado","João Gustavo e Murilo",3513383,https://open.spotify.com/track/5pRGXCDY0eT6R1QicAn7Uk
3,"Tijolão - Ao Vivo","Jorge & Mateus",3477578,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
4,Evoluiu,"MC Kevin o Chris",3129191,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK
5,"quando a bad bater - ao vivo","Luan Santana",3064098,https://open.spotify.com/track/1nVIlX3h3Ds9bH6JMQopIU
6,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",2814199,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
7,"Uma nora pra cada dia","MC Kevinho",2791272,https://open.spotify.com/track/2bbFhnxYjeb9jYEX2MDKLQ
8,"Quando a vontade bater (Participação especial de PK Delas)",Pk,2654458,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
9,Cobaia,"Lauana Prado",2563592,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
10,"Sentou e Gostou","MC JottaPê",2514060,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr
11,Milu,"Gusttavo Lima",2512157,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7
12,Señorita,"Shawn Mendes",2420948,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
13,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",2298443,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
14,"Bebi Liguei - Ao Vivo","Marília Mendonça",2131432,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
15,"Ferida Curada","Zé Neto & Cristiano",2046982,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
16,"Algo Mais (Amante) - Ao Vivo","Xand Avião",2002852,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
17,"Estado Decadente - Acústico","Zé Neto & Cristiano",1995112,https://open.spotify.com/track/4eB8rsNNm5791m3uvEBNLR
