,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Supera - Ao Vivo","Marília Mendonça",3656743,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
2,"quando a bad bater - ao vivo","Luan Santana",3640299,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ
3,"Hit Contagiante","Felipe Original",3577647,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
4,"Gaiola É o Troco","MC Du Black",3520075,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
5,"Tijolão - Ao Vivo","Jorge & Mateus",3323198,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
6,"Lençol Dobrado","João Gustavo e Murilo",3192598,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
7,"Kenny G",Matuê,3176155,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
8,"Ferida Curada","Zé Neto & Cristiano",2930952,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
9,Lalala,Y2K,2825079,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
10,"Quando a vontade bater (Participação especial de PK Delas)",Pk,2770471,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
11,Milu,"Gusttavo Lima",2768016,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7
12,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",2681868,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
13,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",2655500,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
14,"Te Amo Sem Compromisso","MC Doni",2472257,https://open.spotify.com/track/4mkagJJ8AM1hzeyrgAJc3x
15,Evoluiu,"MC Kevin o Chris",2275028,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK
16,Señorita,"Shawn Mendes",2222425,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
17,Cobaia,"Lauana Prado",2221030,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
18,"Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019","George Henrique & Rodrigo",2197372,https://open.spotify.com/track/33g4LmRrWddOvMLnynSktj
19,"Contatinho - Ao Vivo","Leo Santana",2186233,https://open.spotify.com/track/4RC2nzqaQygxoVQOVv3XlT
20,"Espaçosa Demais - Ao Vivo","Felipe Araújo",2175166,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9
21,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",2127438,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
22,Pupila,ANAVITÓRIA,2075586,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
23,"Invocada (Participação especial de Léo Santana) - Ao vivo",Ludmilla,2060464,https://open.spotify.com/track/4k20Ie47EcWtS4wMBn8w8S
24,"Quem Traiu Levou - Ao Vivo","Gusttavo Lima",2026428,https://open.spotify.com/track/1owErGXMkNVCgCmCjI1vRL
25,"Serenata - Ao Vivo","Marília Mendonça",2015728,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
26,"Bebi Liguei - Ao Vivo","Marília Mendonça",1998245,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
27,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",1965514,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
28,"Uma nora pra cada dia","MC Kevinho",1960666,https://open.spotify.com/track/2bbFhnxYjeb9jYEX2MDKLQ
29,"Na Cama Que Eu Paguei - Ao Vivo","Wesley Safadão",1958421,https://open.spotify.com/track/6hqQPoB1yYKcLfByfxO8he
30,"Algo Mais (Amante) - Ao Vivo","Xand Avião",1851825,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
31,"choque térmico - ao vivo","Luan Santana",1824654,https://open.spotify.com/track/159ntSAEWJ9zIMOSXmQ530
32,"Fake News - Ao Vivo","Gustavo Mioto",1776082,https://open.spotify.com/track/1G60NjxeOS7veR1EXuKPaW
33,"Para, Pensa e Volta - Ao Vivo","Yasmin Santos",1767978,https://open.spotify.com/track/2KyXyTrp3kp1Fsg7B1osYD
34,"Baile da Colômbia (Brega Funk) - Remix","MC Ysa",1758205,https://open.spotify.com/track/2qiqXQ2Suc253bR7k9AKVD
35,"Péssimo Negócio (Ao Vivo)",Dilsinho,1670625,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ
36,"Old Town Road - Remix","Lil Nas X",1621886,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
37,"Sei Lá",Projota,1588023,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM
