,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Tijolão - Ao Vivo","Jorge & Mateus",3475985,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
2,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",3346500,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
3,"Lençol Dobrado","João Gustavo e Murilo",3313051,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
4,"quando a bad bater - ao vivo","Luan Santana",3287381,https://open.spotify.com/track/1nVIlX3h3Ds9bH6JMQopIU
5,"Sentou e Gostou","MC JottaPê",3075218,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr
6,"Hit Contagiante","Felipe Original",2987244,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
7,"Ferida Curada","Zé Neto & Cristiano",2837303,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
8,"Quando a vontade bater (Participação especial de PK Delas)",Pk,2613758,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
9,Milu,"Gusttavo Lima",2479462,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7
10,"Supera - Ao Vivo","Marília Mendonça",2475117,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
11,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",2469835,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
12,"Uma nora pra cada dia","MC Kevinho",2354430,https://open.spotify.com/track/2bbFhnxYjeb9jYEX2MDKLQ
13,Evoluiu,"MC Kevin o Chris",2323300,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK
14,Cobaia,"Lauana Prado",2317479,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
15,"Vou Ter Que Superar - Ao Vivo","Matheus & Kauan",2310242,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
16,Señorita,"Shawn Mendes",2237983,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
17,"Espaçosa Demais - Ao Vivo","Felipe Araújo",2013147,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9
18,Pupila,ANAVITÓRIA,1950168,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
19,"Bebi Liguei - Ao Vivo","Marília Mendonça",1938357,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
20,"Algo Mais (Amante) - Ao Vivo","Xand Avião",1918471,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P
21,"Te Amo Sem Compromisso","MC Doni",1918108,https://open.spotify.com/track/4mkagJJ8AM1hzeyrgAJc3x
22,"A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo",1865613,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd
23,"Gaiola É o Troco","MC Du Black",1820109,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
24,"Para, Pensa e Volta - Ao Vivo","Yasmin Santos",1819039,https://open.spotify.com/track/2KyXyTrp3kp1Fsg7B1osYD
25,"Serenata - Ao Vivo","Marília Mendonça",1797789,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop
26,"Old Town Road - Remix","Lil Nas X",1739823,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
27,"Invocada (Participação especial de Léo Santana) - Ao vivo",Ludmilla,1713451,https://open.spotify.com/track/4k20Ie47EcWtS4wMBn8w8S
28,"Bebaça - Ao Vivo","Marília Mendonça",1629564,https://open.spotify.com/track/6YjyT6MEMsMc41NNWk2dYg
29,"Não Abro Mão - Ao Vivo","Maiara & Maraisa",1604660,https://open.spotify.com/track/3L2uyIJoJPjYkSETVNSPBQ
30,"Fingindo Maturidade - Ao Vivo","Mano Walter",1604230,https://open.spotify.com/track/3tU3UAasaDA9OixXGC3O33
31,"Solteiro Não Trai - Ao Vivo","Gustavo Mioto",1540075,https://open.spotify.com/track/7oEr56KG6odStlQH0nvdyr
32,"Baile da Colômbia (Brega Funk) - Remix","MC Ysa",1507059,https://open.spotify.com/track/2qiqXQ2Suc253bR7k9AKVD
33,"Sei Lá",Projota,1493106,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM
34,"Poesia Acústica #7: Céu Azul","Pineapple StormTv",1466899,https://open.spotify.com/track/2FGhB10Gon36GgFcOTMQEW
35,"Estado Decadente - Acústico","Zé Neto & Cristiano",1453805,https://open.spotify.com/track/4eB8rsNNm5791m3uvEBNLR
36,"Péssimo Negócio (Ao Vivo)",Dilsinho,1436549,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ
37,"Um Pedido","Hungria Hip Hop",1435414,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1
38,"Notificação Preferida - Ao Vivo","Zé Neto & Cristiano",1407401,https://open.spotify.com/track/3tA0vALUwrzkTgHcm9j6oJ
39,"Ela É do Tipo","MC Kevin o Chris",1402970,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP
40,"Flor Que Se Cheira - Ao Vivo","Guilherme & Benuto",1373008,https://open.spotify.com/track/49pu85144Xir6PgWjeyJhG
41,"Onda diferente (feat. Papatinho)",Anitta,1356426,https://open.spotify.com/track/2H8ETIUEoN9YMf56X66bxd
