,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Desce Pro Play (PA PA PA)","Mc Zaac",4689278,https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ
2,"Na Raba Toma Tapão",Niack,3751289,https://open.spotify.com/track/0AGS6ZRgzobrazmCi6pYMe
3,Flores,Vitão,2815888,https://open.spotify.com/track/25gD4PQjxCLnwIY2n23aEl
4,"Volta por Baixo - Ao Vivo","Henrique & Juliano",2739431,https://open.spotify.com/track/7o9LwQmTuIDm4LyyHFIWul
5,"Liberdade Provisória - Ao Vivo","Henrique & Juliano",2697298,https://open.spotify.com/track/3Ghyp3X5Ua9ypHnBIgOObI
6,"Litrão - Ao Vivo","Matheus & Kauan",2678580,https://open.spotify.com/track/4DngRKOpRPrkbzImUB0zgh
7,"Saudade Sua","Gusttavo Lima",2668799,https://open.spotify.com/track/6NM06xgqxQ0HU5lxbt2JHi
8,"Tudo Aconteceu","MC Du Black",2584052,https://open.spotify.com/track/67mqU3FeErlvWwsxnMfvQo
9,Ranking,"Jorge & Mateus",2509245,https://open.spotify.com/track/0RaIjuKU5hudMteEXwr4RS
10,"Graveto - Ao Vivo","Marília Mendonça",2473674,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o
11,"Tudo no Sigilo (Vytinho NG e Bianca)","Vytinho NG",2454833,https://open.spotify.com/track/60wF0XnX7A0jVpDNA5v8vi
12,"A Gente Fez Amor - Ao Vivo","Gusttavo Lima",2452190,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
13,BRABA,"Luísa Sonza",2372097,https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg
14,"How You Like That",BLACKPINK,2357446,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
15,"Barzinho Aleatório - Ao Vivo","Zé Neto & Cristiano",2323320,https://open.spotify.com/track/3WjSkl7VDWY1prwJw7dSG0
16,"Te Prometo","Dennis DJ",2308912,https://open.spotify.com/track/7Ac3BmqTQoLdAt7HtZyfgN
17,"S de Saudade","Luíza & Maurílio",2197304,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
18,ASAS,"Luan Santana",1972295,https://open.spotify.com/track/0j1tGcJJfq1nIs4i5GoHXv
19,"Don't Start Now","Dua Lipa",1912632,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
20,"Despedida - Ao Vivo","Wesley Safadão",1900934,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
21,"Mentira - Ao Vivo","Felipe Araújo",1883815,https://open.spotify.com/track/146Vb458Y5RbqEa0fYFPzm
22,"Libera Ela - Ao Vivo","Maiara & Maraisa",1860724,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql
23,"Roses - Imanbek Remix","SAINt JHN",1846784,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
24,"Vai Ter Que Aguentar","Mc Don Juan",1815850,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
25,"Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Maverick Sabre",1705774,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
26,"água com açúcar - ao vivo","Luan Santana",1675994,https://open.spotify.com/track/6nI98wtHOJAYSASq22TCYu
27,"Blinding Lights","The Weeknd",1654165,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
28,"Cheirosa - Ao Vivo","Jorge & Mateus",1649624,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
29,"Briga Feia - Ao Vivo","Henrique & Juliano",1645980,https://open.spotify.com/track/4j2bK4fnc2s6GyVmhJsJhk
