,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Gaiola É o Troco","MC Du Black",3875647,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH
2,"Hit Contagiante","Felipe Original",3754539,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi
3,"Supera - Ao Vivo","Marília Mendonça",3624522,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz
4,"quando a bad bater - ao vivo","Luan Santana",3617779,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ
5,"Tijolão - Ao Vivo","Jorge & Mateus",3266188,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7
6,"Lençol Dobrado","João Gustavo e Murilo",3070315,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY
7,"Kenny G",Matuê,2935271,https://open.spotify.com/track/3MkdA6vwF0ifRl86yzTlJW
8,"Ferida Curada","Zé Neto & Cristiano",2870645,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR
9,"Quando a vontade bater (Participação especial de PK Delas)",Pk,2759553,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH
10,Milu,"Gusttavo Lima",2718988,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7
11,"Quarta Cadeira - Ao Vivo","Matheus & Kauan",2689550,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn
12,"Contatinho - Ao Vivo","Leo Santana",2616258,https://open.spotify.com/track/4RC2nzqaQygxoVQOVv3XlT
13,"Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça",2558267,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
14,Lalala,Y2K,2533409,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
15,"Te Amo Sem Compromisso","MC Doni",2467633,https://open.spotify.com/track/4mkagJJ8AM1hzeyrgAJc3x
16,"Na Cama Que Eu Paguei - Ao Vivo","Wesley Safadão",2300090,https://open.spotify.com/track/6hqQPoB1yYKcLfByfxO8he
