,index,Position,Track Name,Artist,Streams,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
84,85,85,Dope 2,Emis Killa,396915,4AsvicHWhsUfzPWPiC31cF,0.465,0.744,2,-6.191,1,0.385,0.0602,0,0.108,0.284,84.036,4,171723
85,86,86,Let You Love Me,Rita Ora,395212,6xtcFXSo8H9BZN637BMVKS,0.531,0.854,10,-3.149,1,0.198,0.288,0,0.0773,0.456,94.419,4,190000
86,87,87,Torna Da Me,Luche,387467,5iSHLCuc0K3pUW16b7sSP4,0.626,0.557,4,-5.541,0,0.0339,0.658,0,0.236,0.785,120.034,4,180010
87,88,88,Faccio Quello Che Voglio,Fabio Rovazzi,380162,3ZSiGHNkkWgFInQqPEP0xb,0.899,0.485,1,-12.466,0,0.0966,0.169,0.000235,0.0843,0.618,122.033,4,200656
88,89,89,I Love It (& Lil Pump),Kanye West,377176,4S8d14HvHb70ImctNgVzQQ,0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,4,127947
89,90,90,Pifferaio magico,JUNIOR CALLY,376723,3Y9AAqSPSXt9388DtgoMr1,0.785,0.847,4,-3.528,0,0.188,0.391,0,0.188,0.705,139.994,4,175929
90,91,91,Universale,Benji & Fede,371409,3A20rdsGLvHVAxrkGtrUTu,0.647,0.702,7,-4.933,1,0.0374,0.0337,0,0.37,0.582,139.015,4,174533
91,92,92,Splash,Dark Polo Gang,369157,3plul4vw51AF1e8FRykm96,0.709,0.772,1,-4.248,1,0.104,0.0263,0,0.139,0.422,125.053,4,181624
92,93,93,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,366624,1A6OTy97kk0mMdm78rHsm8,0.753,0.498,2,-5.61,1,0.0504,0.551,0,0.0706,0.927,89.95,4,158053
93,94,94,BEBE,6ix9ine,365787,7ATATJztoWLcqDAcVVof0C,0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,4,217822
94,95,95,Venom - Music From The Motion Picture,Eminem,360409,2SL6oP2YAEQbqsrkOzRGO4,0.749,0.794,0,-5.063,1,0.064,0.0193,0,0.543,0.46,135.959,4,269554
95,96,96,Sh*t Blvd,Måneskin,359173,0njCMF5v4zYAtNe3tkaRSC,0.709,0.714,11,-3.821,0,0.0447,0.0943,0,0.101,0.671,103.897,4,202667
96,97,97,Mondiale,Emma,356047,5fTKAR6oTTtzCEEjxFb0SA,0.554,0.449,6,-11.269,1,0.0281,0.438,0,0.0827,0.517,77.971,4,214353
97,98,98,Natural,Imagine Dragons,354671,4zIO3ilp5HvTeK3HJHxhMP,0.448,0.612,2,-6.106,1,0.0708,0.216,0,0.08,0.213,97.773,4,189467
98,99,99,PERDONAMI,Salmo,352813,7kK2m2KDEL0W8oFq6fuOcf,0.661,0.853,1,-2.287,1,0.272,0.107,0,0.0852,0.655,76.499,4,135294
99,100,100,Supereroe,Emis Killa,351615,7uRwfVTXZRSOEpruUyXWMb,0.742,0.925,10,-4.754,1,0.0987,0.275,0,0.381,0.455,156.062,4,226237
100,101,101,Ti dedico il silenzio,Ultimo,350757,6GLmGfALwjzCaOiHwgfU7g,0.661,0.443,8,-9.303,1,0.0688,0.175,0,0.177,0.147,80.0,4,234250
101,102,102,Valzer,JUNIOR CALLY,350537,6lArfY3X98kkGCmnEq6BHG,0.708,0.724,7,-5.152,0,0.0494,0.147,0,0.0906,0.322,132.024,4,163864
102,103,103,I Like It,Cardi B,349843,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4,253390
103,104,104,Falling Down - Bonus Track,Lil Peep,348243,0Dn40gxVCMo5TkgS8Ik18Q,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4,196400
104,105,105,Sempre In Due,Carl Brave x Franco126,347454,6ElWuGFrYbsf2mdHWUoGCk,0.596,0.758,9,-7.049,0,0.0802,0.0835,0,0.147,0.551,77.474,4,190452
105,106,106,Better Now,Post Malone,347050,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,4,231267
106,107,107,Ricchi x Sempre,Sfera Ebbasta,345111,0kHTkvGavvk2MjBTSUtOZx,0.599,0.734,3,-7.568,0,0.413,0.196,0,0.187,0.133,211.842,4,223787
107,108,108,La stessa,Alessandra Amoroso,342117,6ZOsBNvsw48kvmUFDet8tK,0.485,0.731,4,-3.403,1,0.102,0.478,0,0.129,0.409,101.163,4,226213
108,109,109,SICKO MODE,Travis Scott,339508,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4,312820
109,110,110,Toy Boy,Dark Polo Gang,339369,7CoEfOFe6fmJ2IIkTxQ2EK,0.737,0.833,9,-4.025,1,0.0414,0.0894,1.36e-05,0.143,0.4,134.975,4,200699
110,111,111,Dedica,JUNIOR CALLY,339204,4s4OIQ8itFou2Y9GMVsABK,0.552,0.757,10,-7.251,0,0.381,0.156,0,0.487,0.841,110.394,4,141409
111,112,112,Kiss and Make Up,Dua Lipa,337973,13hvHEstJ4sNbzdroPrPI3,0.675,0.729,8,-4.383,1,0.146,0.0557,0,0.189,0.63,99.986,4,190560
112,113,113,Claro (feat. Tony Effe & Prynce),Guè Pequeno,336451,56f4pUF10wZMmGtjtw569u,0.881,0.688,4,-6.922,0,0.22,0.266,0.00197,0.12,0.324,112.056,4,126947
113,114,114,Questa nostra stupida canzone d'amore,Thegiornalisti,334928,1Kw6V4wiZKTVwLZ5YcYJR3,0.509,0.672,0,-5.477,1,0.0363,0.238,0,0.125,0.425,78.084,4,249418
114,115,115,Voglio,Marco Mengoni,333302,6hRumL1qKeQXroT8pZSJfc,0.672,0.888,4,-3.967,0,0.0481,0.0122,7.09e-05,0.142,0.695,103.032,4,199428
115,116,116,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,331097,2zy9TMoZlYGuCNY4TLqG24,0.694,0.617,4,-7.838,0,0.0469,0.177,0,0.11,0.496,127.928,4,183747
116,117,117,Cupido (feat. Quavo),Sfera Ebbasta,330621,0dLToDou8YHYJpQltj3Ijy,0.803,0.695,4,-5.164,0,0.0413,0.0622,0,0.105,0.458,119.978,4,210107
117,118,118,Solletico (feat. Tedua & The Night Skinny),Rkomi,329871,6gan8nbS78t2sUy0M9UpAX,0.554,0.724,1,-6.537,1,0.187,0.0493,0,0.1,0.34,148.526,4,186067
118,119,119,Lucifero (prod. Yazee),Nitro,327949,7gY3qneACKqhzMD5jBo6Zq,0.899,0.732,0,-7.064,0,0.111,0.0476,5.02e-05,0.106,0.698,125.006,4,180600
119,120,120,Purple Rain (feat. Gemitaiz & Frenetik&Orang3),Achille Lauro,322160,0PpB4YTfszDRmQxLirA4pM,0.728,0.656,11,-6.228,0,0.122,0.14,0,0.175,0.485,104.018,4,159240
120,121,121,El Dorado,JUNIOR CALLY,322041,7jyB5h6b2AM1svAki0G16R,0.692,0.812,3,-6.182,0,0.0743,0.101,0,0.145,0.685,149.922,4,157200
121,122,122,"Thoiry Remix (Samba Trap Vol. 3 - Mitraglia Rec) (feat. Gemitaiz, Quentin40 & Puritano)",Achille Lauro,320164,2l9XbXBbKoEfc1JdCvSz4n,0.685,0.834,7,-3.782,1,0.233,0.0419,0,0.332,0.601,123.892,4,174920
122,123,123,Fear for Nobody,Måneskin,319774,7t3fuKd5h73oppjIgkxZ25,0.821,0.773,11,-3.631,0,0.0487,0.0184,0,0.074,0.962,128.827,4,150827
123,124,124,British,Dark Polo Gang,319699,3JEvpERjiUoFXZO1BUc2dv,0.833,0.597,9,-5.547,1,0.146,0.00594,0.000498,0.0467,0.295,95.979,4,191648
124,125,125,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,319264,2E124GmJRnBJuXbTb4cPUB,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,4,179405
125,126,126,Peter Pan - Vuoi volare con me?,Ultimo,316157,3qbMJGhSNdeKdz407PA6x4,0.606,0.424,2,-6.668,1,0.0405,0.318,0,0.0888,0.245,139.797,4,226542
126,127,127,Bandita,Jake La Furia,312442,1AxEMGsutOIbDzZnvj0yaj,0.859,0.892,11,-3.58,0,0.154,0.0841,0,0.105,0.514,93.012,4,204516
127,128,128,Rise,Jonas Blue,310604,3u1S1OmAUhx5DRlLrXqyp3,0.69,0.784,1,-4.653,1,0.032,0.323,0,0.203,0.669,106.066,4,194408
128,129,129,New Song,Måneskin,310591,7pgF8R3LBSoYGR4JtN9fTn,0.8,0.79,5,-2.357,1,0.0899,0.0383,0,0.046,0.827,122.987,4,213720
129,130,130,Italiana,J-AX,310294,0ptaq4BSl6jrXfGyLzJjYE,0.686,0.744,5,-7.122,0,0.111,0.0302,0,0.0486,0.637,121.839,4,174173
130,131,131,In My Feelings,Drake,310048,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,4,217925
131,132,132,Veleno 6,MadMan,302508,7GfXjqXD9aBvDoBdZ7EwPH,0.753,0.846,2,-6.846,1,0.0936,0.193,0,0.29,0.636,147.871,4,205126
132,133,133,Lasciami stare,Måneskin,300197,6v4QuZeVN7Z3gq1goSRbfc,0.669,0.972,11,-2.158,0,0.0767,0.0841,0,0.0429,0.883,98.68,4,169427
133,134,134,ZEZE (feat. Travis Scott & Offset),Kodak Black,299012,7l3E7lcozEodtVsSTCkcaA,0.861,0.637,8,-5.692,0,0.24,0.0515,3.35e-06,0.0967,0.474,98.044,4,228654
134,135,135,Eastside (with Halsey & Khalid),benny blanco,298590,0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,4,173800
135,136,136,Giovane fuoriclasse,Capo Plaza,298347,60muwbD6E61lEYQSnEYlLc,0.715,0.703,1,-5.01,1,0.15,0.507,0,0.0855,0.0972,133.116,4,221973
136,137,137,Are You Ready?,Måneskin,295127,2Du09hJBFkE49xA4JqWvXS,0.713,0.873,5,-2.933,1,0.0545,0.0268,0,0.108,0.522,103.019,4,153947
137,138,138,Capelli rossi,JUNIOR CALLY,293360,605RbNVhtMmyIF45RFkD9X,0.451,0.868,2,-5.226,1,0.2,0.0486,0,0.281,0.33,118.058,4,201992
138,139,139,One Kiss (with Dua Lipa),Calvin Harris,292228,7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,214847
139,140,140,Acqua Calda E Limone (feat. Ernia),Rkomi,290882,2OIXm3ZM0pbSXQYrq9C5RN,0.581,0.68,5,-7.746,0,0.264,0.147,0,0.551,0.309,99.788,4,201027
